#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s),,
512,Diadra-Empty,21-Jul-15,$5.99,66% (86%),,"20,000?..?50,000",00:15 (00:05),Frozen Orb,Rockin' Android,
532,arcana-heart-3-lovemax!!!!!,29-Sep-15,$29.99,66% (86%),,"20,000?..?50,000",02:43 (00:54),EXAMU Inc.,Arc System Works,
539,Wick,17-Dec-15,$5.99,66% (86%),,"20,000?..?50,000",01:24 (00:28),Hellbent Games,Hellbent Games,
593,Earth-Overclocked,4-Dec-15,$9.99,66% (86%),,"20,000?..?50,000",00:00 (00:00),Chronicle Bench,Chronicle Bench,
1112,Super-Chibi-Knight,24-Jun-15,$4.99,66% (86%),,"20,000?..?50,000",00:51 (00:17),PestoForce,"Armor Games Studios, PestoForce",
1220,The-Enchanted-Cave-2,3-Jun-15,$9.99,66% (86%),,"20,000?..?50,000",02:44 (03:08),dustinaux,"dustinaux, Leiting Games",
1591,Song-of-the-Myrne-What-Lies-Beneath,13-Jan-15,$4.99,66% (86%),,"20,000?..?50,000",00:00 (00:00),Beldarak Games,Beldarak Games,
1853,Nimble-Writer,21-Apr-15,$9.99,66% (86%),,"20,000?..?50,000",00:39 (00:13),Nimble Tools,Nimble Tools,
2206,Dustoff-Heli-Rescue,6-Mar-15,$3.99,66% (86%),,"20,000?..?50,000",00:00 (00:00),Invictus Games Ltd.,Invictus Games Ltd.,
2352,manos-the-hands-of-fate---directors-cut,30-Jul-15,$2.99,66% (86%),,"20,000?..?50,000",00:00 (00:00),FreakZone Games,FreakZone Games,
2365,Woof-Blaster,22-Sep-15,Free,66% (86%),,"20,000?..?50,000",00:00 (00:00),Fabian Jarrett,Fabian Jarrett,
2505,Adventures-of-Bertram-Fiddle-Episode-1-A-Dreadly-Business,2-Apr-15,$4.99,66% (86%),,"20,000?..?50,000",00:01 (00:00),Rumpus,Deck13,
2552,KeeperRL,31-Mar-15,$14.99,66% (86%),,"20,000?..?50,000",13:51 (04:37),Michal Brzozowski,Michal Brzozowski,
2567,Anode,5-Oct-15,$3.99,66% (86%),,"20,000?..?50,000",00:00 (00:00),Kittehface Software,Kittehface Software,
2660,123-Slaughter-Me-Street,28-Sep-15,$2.99,66% (86%),,"20,000?..?50,000",00:00 (00:00),"Nate Sanders, John Kolbek","Impulse Game Studios, LLC",
2080,Alpha-Runner,2-Sep-15,$0.99,66% (86%),,"100,000?..?200,000",00:15 (00:05),LightsoutGames,Lightsoutgames,
612,Forget-Me-Not-My-Organic-Garden,21-Aug-15,$9.99,66% (86%),,"0?..?20,000",00:00 (00:00),CAVYHOUSE,AGM PLAYISM,
627,Alien-Robot-Monsters,9-Sep-15,$5.99,66% (86%),,"0?..?20,000",00:00 (00:00),Kraftix Games,Kraftix Games,
684,Cursed-Sight,3-Aug-15,$5.99,66% (86%),,"0?..?20,000",00:00 (00:00),InvertMouse,InvertMouse,
755,Steel-Rain,3-Dec-15,$9.99,66% (86%),,"0?..?20,000",00:00 (00:00),"PolarityFlow, Adrian Zingg",PolarityFlow,
841,Disneys-Chicken-Little,24-Feb-15,$9.99,66% (86%),,"0?..?20,000",00:00 (00:00),Avalanche Software,Disney Interactive,
1047,zero-punctuation-hatfall,20-Nov-15,$4.99,66% (86%),,"0?..?20,000",00:00 (00:00),"Ben 'Yahtzee' Croshaw, Collected Worlds","Addicting Games, Defy Media, LLC",
2313,Plush,13-Feb-15,$3.99,66% (86%),,"0?..?20,000",00:00 (00:00),Red Head Games,Red Head Games,
2564,Mute-Crimson+,13-Aug-15,$4.99,66% (86%),,"0?..?20,000",00:00 (00:00),Iced Lizard Games,Iced Lizard Games,
474,Boring-Man---Online-Tactical-Stickman-Combat,20-Feb-15,Free,63% (85%),,"500,000?..?1,000,000",00:52 (00:52),Spasman Games,Spasman Games,
1241,Astrox-Hostile-Space-Excavation,1-Dec-15,$9.99,63% (85%),,"50,000?..?100,000",03:19 (02:12),Jace Masula,Jace Masula,
1268,Vox-Populi-Vox-Dei-2,17-Mar-15,$2.99,63% (85%),,"50,000?..?100,000",00:00 (00:00),Great Cogs,Great Cogs,
2031,The-Purring-Quest,12-Nov-15,$9.99,63% (85%),,"50,000?..?100,000",02:06 (00:42),Valhalla Cats,Valhalla Cats,
905,Forward-to-the-Sky,29-Jan-15,$7.99,63% (85%),,"200,000?..?500,000",01:16 (00:50),Animu Game,Animu Game,
2339,Rebel-Galaxy,20-Oct-15,$19.99,63% (85%),,"200,000?..?500,000",04:36 (04:22),Double Damage Games,Double Damage Games,
2353,Seduce-Me-the-Otome,12-Feb-15,Free,63% (85%),,"200,000?..?500,000",00:00 (00:00),Michaela Laws,Michaela Laws,
480,Siralim,24-Apr-15,$9.99,63% (85%),,"20,000?..?50,000",00:00 (00:00),Thylacine Studios,Thylacine Studios LLC,
836,Alphadia-Genesis,12-Jan-15,$9.99,63% (85%),,"20,000?..?50,000",00:00 (00:00),EXE-CREATE,KEMCO,
1288,the-fall-of-the-dungeon-guardians,6-Nov-15,$19.99,63% (85%),,"20,000?..?50,000",00:25 (00:08),Mana Games,Mana Games,
1431,SimpleRockets,3-Jun-15,$7.99,63% (85%),,"20,000?..?50,000",00:00 (00:00),"Jundroo, LLC","Jundroo, LLC",
1487,Sparkle-2,1-Jun-15,$7.99,63% (85%),,"20,000?..?50,000",02:58 (00:59),10tons Ltd,10tons Ltd,
1807,Message-Quest,22-Oct-15,$2.99,63% (85%),,"20,000?..?50,000",00:00 (00:00),Royal Troupe,Royal Troupe,
1908,Rytmik-Ultimate,10-Dec-15,$17.99,63% (85%),,"20,000?..?50,000",00:02 (00:00),"CINEMAX, s.r.o.","CINEMAX, s.r.o.",
2514,Azure-Striker-Gunvolt,28-Aug-15,$14.99,63% (85%),,"20,000?..?50,000",01:06 (01:05),"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",
2528,Vintage-Year,2-Jan-15,$2.99,63% (85%),,"20,000?..?50,000",00:00 (00:00),Nooner Bear Studio,Nooner Bear Studio,
550,knights-of-pen-paper-2,20-Oct-15,$7.99,63% (85%),,"100,000?..?200,000",12:16 (08:10),Kyy Games,Paradox Interactive,
1049,Reveal-The-Deep,4-Dec-15,$0.99,63% (85%),,"100,000?..?200,000",00:00 (00:00),Lazy Monday Games,Lazy Monday Ltd,
1514,Over-9000-Zombies!,25-Feb-15,$1.99,63% (85%),,"100,000?..?200,000",02:40 (01:46),Loren Lemcke,Loren Lemcke,
2596,ROCKETSROCKETSROCKETS,1-May-15,$6.99,63% (85%),,"100,000?..?200,000",00:00 (00:00),"Radial Games Corp, Loren Bednar, Dr. Kimberly Voll, Lindsay Jorgensen",Radial Games Corp,
997,Fox-Flock,9-Jun-15,$1.99,63% (85%),,"0?..?20,000",06:33 (02:11),Smarter Games,Flying Interactive,
1005,Unpossible,3-Jul-15,$2.99,63% (85%),,"0?..?20,000",00:00 (00:00),"Acceleroto, Inc.","Acceleroto, Inc.",
1251,Proto-Raider,28-Aug-15,$11.99,63% (85%),,"0?..?20,000",02:02 (00:40),Puzzle Lab,Puzzle Lab,
1324,Machina-of-the-Planet-Tree--Planet-Ruler-,28-Jul-15,$12.99,63% (85%),,"0?..?20,000",00:00 (00:00),Denneko Yuugi,Sekai Project,
1396,Over-The-Hills-And-Far-Away,16-Sep-15,$8.99,63% (85%),,"0?..?20,000",00:00 (00:00),WarGirl Games,WarGirl Games,
1665,Psycho-Starship-Rampage,28-Sep-15,$9.99,63% (85%),,"0?..?20,000",00:00 (00:00),Ballistic Frogs,Ballistic Frogs,
1948,How-to-Take-Off-Your-Mask,19-Jun-15,$11.99,63% (85%),,"0?..?20,000",05:23 (01:47),"Chu-3, Bakufu Narayama",roseVeRte,
2024,littlewitch-romanesque,3-Apr-15,$14.99,63% (85%),,"0?..?20,000",00:00 (00:00),Littlewitch,JAST USA,
2044,night-shift-2014,23-Feb-15,$4.99,63% (85%),,"0?..?20,000",00:00 (00:00),Brandon Brizzi,Brandon Brizzi,
846,Tales-of-the-Orient-The-Rising-Sun,27-Feb-15,$9.99,60% (84%),,"50,000?..?100,000",05:09 (01:43),Green Sauce Games,Green Sauce Games,
2429,Crash-Drive-2,28-May-15,$4.99,60% (84%),,"50,000?..?100,000",00:23 (00:07),M2H,M2H,
958,One-Piece-Pirate-Warriors-3,27-Aug-15,$39.99,60% (84%),,"200,000?..?500,000",02:10 (01:23),"KOEI TECMO GAMES CO., LTD.",BANDAI NAMCO Entertainment,
1881,how-do-you-Do-It?,27-Feb-15,Free,60% (84%),,"200,000?..?500,000",00:00 (00:00),"Nina Freeman, Emmett Butler, Decky Coss, Joni Kittaka",none,
1916,Crusaders-of-the-Lost-Idols,13-Oct-15,Free,60% (84%),,"200,000?..?500,000",41:44 (41:31),Codename Entertainment Inc.,Codename Entertainment Inc.,
1999,Runestone-Keeper,2-Mar-15,$9.99,60% (84%),,"200,000?..?500,000",01:19 (00:26),Blackfire Games,INNOTEG LLC,
1221,Job-the-Leprechaun,31-Jul-15,$2.99,60% (84%),,"20,000?..?50,000",00:00 (00:00),Herrero Games,Herrero Games,
1737,TyranoBuilder-Visual-Novel-Studio,27-Mar-15,$14.99,60% (84%),,"20,000?..?50,000",00:02 (00:00),STRIKEWORKS,Nyu Media,
2219,Tomb-of-Tyrants,25-Jun-15,$7.99,60% (84%),,"20,000?..?50,000",00:00 (00:00),Jake Huhman,Jake Huhman,
2276,Forge-Quest,22-May-15,$9.99,60% (84%),,"20,000?..?50,000",00:58 (00:19),,NVLMaker,
2524,Boogeyman,2-Nov-15,$4.99,60% (84%),,"20,000?..?50,000",00:00 (00:00),Barry McCabe,Clockwork Wolf,
2593,ChargeShot,18-Sep-15,$9.99,60% (84%),,"20,000?..?50,000",00:00 (00:00),Cowboy Color,Cowboy Color,
495,Plug-Play,5-Mar-15,$2.99,60% (84%),,"100,000?..?200,000",00:00 (00:00),"Mario von Rickenbach, Michael Frei",Etter Studio,
1638,Mainland,8-May-15,Free,60% (84%),,"100,000?..?200,000",00:00 (00:00),"Vasily Voronkov, Ryan Joseph, Peter Kosyh",INSTEAD Community,
1854,Jones-On-Fire,27-Mar-15,$2.99,60% (84%),,"100,000?..?200,000",01:32 (00:30),Glass Bottom Games,Glass Bottom Games,
587,Sakura-Clicker,29-Jul-15,Free,60% (84%),,"1,000,000?..?2,000,000",02:17 (00:08),Winged Cloud,Winged Cloud,
606,Steam-and-Metal,9-Feb-15,$4.99,60% (84%),,"0?..?20,000",00:00 (00:00),Maltakreuz,Maltakreuz,
670,Super-Indie-Karts,6-May-15,$14.99,60% (84%),,"0?..?20,000",00:41 (00:13),One Legged Seagull,One Legged Seagull,
730,Karate-Master-2-Knock-Down-Blow,20-Mar-15,$9.99,60% (84%),,"0?..?20,000",00:00 (00:00),Crian Soft,Milestone S.r.l.,
746,Mu-Complex,23-Oct-15,$8.99,60% (84%),,"0?..?20,000",00:00 (00:00),studiocime,studiocime,
752,Mimpi,20-Jan-15,$3.99,60% (84%),,"0?..?20,000",00:00 (00:00),"Dreadlocks Mobile, Silicon Jelly","Dreadlocks Mobile, Silicon Jelly",
964,in-Space,27-Apr-15,$0.99,60% (84%),,"0?..?20,000",00:00 (00:00),Ed Curtis-Sivess,Ysty Games,
1971,The-Men-of-Yoshiwara-Kikuya,15-Oct-15,$29.99,60% (84%),,"0?..?20,000",00:00 (00:00),Dogenzaka Lab,Dogenzaka Lab,
2074,BAD-END,25-Nov-15,$1.99,60% (84%),,"0?..?20,000",00:00 (00:00),Arai Koh Create Office,YOX-Project,
2425,Uncraft-World,25-Sep-15,$9.99,60% (84%),,"0?..?20,000",00:00 (00:00),Studio TeamShuriken,Studio TeamShuriken,
1933,Nyctophobia,25-Aug-15,$1.99,6% (40%),,"200,000?..?500,000",00:14 (00:12),Lightning Man Media,Lightning Man Media,
786,CITYCONOMY,2-Dec-15,$24.99,6% (40%),,"20,000?..?50,000",00:01 (00:00),Nano Games sp. z o.o.,astragon Entertainment,
972,Joes-Diner,31-Mar-15,$7.99,6% (40%),,"20,000?..?50,000",00:00 (00:00),VIS-Games,United Independent Entertainment GmbH,
1339,Hospital-Manager,25-Mar-15,$4.99,6% (40%),,"20,000?..?50,000",00:00 (00:00),CCCP,Microids Indie,
2649,True-Lovers-Knot,19-Nov-15,$6.99,6% (40%),,"20,000?..?50,000",03:51 (04:17),Sapphire Dragon Productions,Sapphire Dragon Productions,
2676,alpages-the-five-books,14-Oct-15,$0.99,6% (40%),,"20,000?..?50,000",00:00 (00:00),Nicolas Bernard,Microids Indie,
767,Wars-of-Napoleon,3-Dec-15,$39.99,6% (40%),,"0?..?20,000",00:00 (00:00),Ageod,Slitherine Ltd.,
807,MadOut-Open-City,18-Dec-15,$7.99,6% (40%),,"0?..?20,000",00:00 (00:00),MadOut Games,MadOut Games,
1290,Paper-Dungeons,20-Apr-15,$9.99,6% (40%),,"0?..?20,000",00:00 (00:00),"Stephane Valverde, Leslie Valverde",Agent Mega,
1346,MyRPG-Master,9-Feb-15,$39.99,6% (40%),,"0?..?20,000",00:00 (00:00),DragonHead Studio,Plug In Digital,
1918,Mechs-Mercs-Black-Talons,9-Jan-15,$9.99,6% (40%),,"0?..?20,000",00:00 (00:00),Camel 101,Kasedo Games,
2632,Onikira---Demon-Killer,27-Aug-15,$13.99,6% (39%),,"50,000?..?100,000",00:00 (00:00),Digital Furnace Games,"Merge Games, Headup Games",
517,The-Undying-Plague,10-Apr-15,$0.99,6% (39%),,"200,000?..?500,000",05:23 (03:35),Pixel Theory Games,Pixel Theory Games,
983,Heroes-of-SoulCraft---Arcade-MOBA,2-Jul-15,Free,6% (39%),,"200,000?..?500,000",00:00 (00:00),MobileBits,MobileBits,
2418,Might-Magic-Heroes-Online,24-Nov-15,Free,6% (39%),,"200,000?..?500,000",00:00 (00:00),Blue Byte,Ubisoft,
2460,The-Lost-Valley,20-Apr-15,$4.99,6% (39%),,"200,000?..?500,000",00:00 (00:00),"AndrewDrumov, Sanke Berdochan",AndrewDrumov,
1029,Gratuitous-Space-Battles-2,16-Apr-15,$9.99,6% (39%),,"20,000?..?50,000",00:00 (00:00),Positech Games,Positech Games,
2063,sZone-Online,29-Dec-15,Free,6% (39%),,"2,000,000?..?5,000,000",116:05 (228:42),Cybertime System,Cybertime System,
1398,REVERSE-SIDE,30-Jul-15,$13.99,6% (39%),,"0?..?20,000",00:00 (00:00),REEW GAMES,REEW GAMES,
2174,Astral-Terra,10-Nov-15,$9.99,6% (39%),,"0?..?20,000",00:00 (00:00),Tethys Interactive LLC,Tethys Interactive LLC,
1986,Tiamat-X,29-May-15,$1.99,6% (38%),,"50,000?..?100,000",00:00 (00:00),BBQ Games,BBQ Games,
1582,Edge-of-Space,17-Sep-15,$14.99,6% (38%),,"200,000?..?500,000",00:00 (00:00),Handyman Studios,Reverb Triple XP,
2128,his-heroes-in-the-sky,3-Mar-15,Free,6% (38%),,"200,000?..?500,000",00:00 (00:00),GameUS Inc.,GameUS Inc.,
2638,Stellar-2D,30-Jul-15,$0.99,6% (38%),,"200,000?..?500,000",00:45 (00:27),quad games,Back To Basics Gaming,
723,Days-Under-Custody,23-Nov-15,$4.99,6% (38%),,"20,000?..?50,000",00:00 (00:00),Abraham Carreola,Groupees Interactive,
809,Puzzle-Ball,1-Oct-15,$2.99,6% (38%),,"20,000?..?50,000",00:00 (00:00),"?о?еже??ев ?лад, ?а?ков?кий ?н?он, ???ков ?ики?а",Art-Pulsar,
959,Monument,5-Jun-15,$3.99,6% (38%),,"20,000?..?50,000",00:00 (00:00),D-Games,D-Games,
1780,Lost-in-Paradise,20-Aug-15,$2.99,6% (38%),,"20,000?..?50,000",00:00 (00:00),Elev8 Games,Elev8 Games,
999,Dead-But-Alive!-Southern-England,2-Oct-15,$14.99,6% (38%),,"0?..?20,000",00:00 (00:00),Niels Bauer Games,Niels Bauer Games,
1155,Wave-of-Darkness,5-Nov-15,$29.99,6% (38%),,"0?..?20,000",00:00 (00:00),Dreamatrix,Dreamatrix,
2113,Pirates-Life,17-Apr-15,$4.99,6% (38%),,"0?..?20,000",00:00 (00:00),Team Eyepatch,None,
2548,raiden-legacy,10-Dec-15,$9.99,6% (38%),,"0?..?20,000",00:00 (00:00),DotEmu,DotEmu,
2578,Corona-MotorSport,13-Mar-15,$9.99,6% (38%),,"0?..?20,000",00:00 (00:00),LucasGame,LucasGame,
1210,Squad,14-Dec-15,$39.99,58% (83%),,"500,000?..?1,000,000",07:20 (02:31),Offworld Industries,Offworld Industries,
2461,No-Time-To-Explain-Remastered,17-Jul-15,$14.99,58% (83%),,"500,000?..?1,000,000",00:52 (00:34),tinyBuild,tinyBuild,
847,Radium,13-Mar-15,$2.99,58% (83%),,"50,000?..?100,000",01:06 (00:22),Lukas Jaeckel,Develobster,
911,Collisions,28-Jul-15,$3.99,58% (83%),,"50,000?..?100,000",08:38 (02:52),2DEngine,2DEngine,
1075,Frankenstein-Master-of-Death,9-Mar-15,$4.99,58% (83%),,"200,000?..?500,000",00:00 (00:00),"Jetdogs Studios, Fineway Studios",Jetdogs Studios,
1204,War-for-the-Overworld,2-Apr-15,$29.99,58% (83%),,"200,000?..?500,000",05:39 (07:22),Brightrock Games,Brightrock Games,
1773,404Sight,16-Apr-15,Free,58% (83%),,"200,000?..?500,000",00:01 (00:00),Retro Yeti Games,Retro Yeti Games,
780,Ostrich-Island,8-Jan-15,$4.99,58% (83%),,"20,000?..?50,000",00:00 (00:00),MeDungeon Ltd.,MeDungeon Ltd.,
919,X-note,16-Jan-15,$14.99,58% (83%),,"20,000?..?50,000",00:00 (00:00),Zeiva Inc,Zeiva Inc,
1382,Super-Star-Path,22-Jun-15,$4.99,58% (83%),,"20,000?..?50,000",00:01 (00:00),DYA Games,DYA Games,
1464,dungeon-nightmares-ii-the-memory,14-Sep-15,$8.99,58% (83%),,"20,000?..?50,000",00:00 (00:00),K Monkey,K Monkey,
1571,Call-of-Tomsk-7,10-Aug-15,$0.99,58% (83%),,"20,000?..?50,000",00:00 (00:00),Daniel Mercier,Mercier Games,
1713,Stranded-In-Time,17-Jul-15,$1.99,58% (83%),,"20,000?..?50,000",00:00 (00:00),"DQ Team, Hidden Hallow Studio",DQ Team,
2534,Clandestinity-of-Elsie,8-Jul-15,$4.99,58% (83%),,"20,000?..?50,000",00:45 (00:15),"Cole Neumann, Albin Bernhardsson",Cole Neumann,
2260,Transformice,30-Jan-15,Free,58% (83%),,"2,000,000?..?5,000,000",03:12 (01:05),Atelier 801,Atelier 801,
379,Eastside-Hockey-Manager,1-Dec-15,$19.99,58% (83%),,"100,000?..?200,000",00:00 (00:00),Sports Interactive,SEGA,
405,northland,26-Mar-15,$4.99,58% (83%),,"100,000?..?200,000",04:47 (03:01),Funatics Software,Daedalic Entertainment,
2127,Halo-Spartan-Strike,16-Apr-15,$2.99,58% (83%),,"100,000?..?200,000",00:00 (00:00),"343 Industries, Vanguard Games",Microsoft Studios,
393,PixelJunk-Shooter-Ultimate,21-Oct-15,$9.99,58% (83%),,"0?..?20,000",01:39 (00:33),"Q-Games Ltd., Double Eleven",Double Eleven,
687,Legends-of-Solitaire-Curse-of-the-Dragons,28-Sep-15,$4.99,58% (83%),,"0?..?20,000",00:00 (00:00),The Revills Games,The Revills Games,
1534,Making-History-The-Calm-and-the-Storm,19-May-15,$4.99,58% (83%),,"0?..?20,000",00:00 (00:00),Muzzy Lane Software,Factus Games,
1547,Reign-of-Bullets,19-Aug-15,$9.99,58% (83%),,"0?..?20,000",00:00 (00:00),Critical Bit,"Critical Bit, Triangle Studios",
1633,Cute-Things-Dying-Violently,2-Sep-15,$2.99,58% (83%),,"0?..?20,000",00:00 (00:00),"ApathyWorks, LLC","ApathyWorks, LLC",
1921,Gridworld,29-Dec-15,$0.99,58% (83%),,"0?..?20,000",00:00 (00:00),DopplerFrog,DopplerFrog,
2137,Enemy,17-Mar-15,$14.99,58% (83%),,"0?..?20,000",00:00 (00:00),Tom Johnson,Tom Johnson,
2240,Yomi,8-May-15,$14.99,58% (83%),,"0?..?20,000",00:00 (00:00),Sirlin Games,Sirlin Games,
2545,OBEY,21-May-15,$14.99,58% (83%),,"0?..?20,000",00:12 (00:04),Dez,"The Lo-Fi Apocalypse, Inc.",
2571,Iggys-Egg-Adventure,27-Aug-15,$4.99,58% (83%),,"0?..?20,000",00:00 (00:00),Ginger Labs LLC,Ginger Labs LLC,
2590,VERSUS-The-Lost-Ones,21-Aug-15,$3.99,58% (83%),,"0?..?20,000",00:00 (00:00),Choice of Games,Choice of Games,
2466,FaceRig,7-Jul-15,$14.99,56% (82%),,"500,000?..?1,000,000",22:58 (24:40),Holotech Studios,Holotech Studios,
2598,Empyrion---Galactic-Survival,5-Aug-15,$19.99,56% (82%),,"500,000?..?1,000,000",10:30 (14:49),Eleon Game Studios,Eleon Game Studios,
705,Hyperspace-Invaders-II-Pixel-Edition,4-Sep-15,$4.99,56% (82%),,"50,000?..?100,000",00:00 (00:00),Entity Medialab,Black Shell Media,
1421,Gnomes-Garden,18-Dec-15,$4.99,56% (82%),,"50,000?..?100,000",00:00 (00:00),"Workroom7, Creobit",8Floor,
1424,pre-civilization-marble-age,4-Mar-15,$5.99,56% (82%),,"50,000?..?100,000",00:00 (00:00),Clarus Victoria,Clarus Victoria,
2372,Angels-Fall-First,1-Oct-15,$17.99,56% (82%),,"50,000?..?100,000",00:28 (00:23),Strangely Interactive Ltd,Strangely Interactive Ltd,
2500,Automation---The-Car-Company-Tycoon-Game,12-Mar-15,$29.99,56% (82%),,"50,000?..?100,000",02:39 (02:40),Camshaft Software,Camshaft Software,
2509,Shutshimi,25-Aug-15,$4.99,56% (82%),,"50,000?..?100,000",00:00 (00:00),Neon Deity Games,Choice Provisions,
2518,Labyrinthine-Dreams,26-May-15,$1.99,56% (82%),,"50,000?..?100,000",03:01 (01:00),Solest Games,Degica,
1035,Fahrenheit-Indigo-Prophecy-Remastered,28-Jan-15,$9.99,56% (82%),,"200,000?..?500,000",03:05 (05:13),"Aspyr, Quantic Dream (original release)",Aspyr,
1340,defend-your-life,10-Apr-15,$4.99,56% (82%),,"200,000?..?500,000",00:47 (00:21),Alda Games,Alda Games,
1973,Ultimate-Tic-Tac-Toe,28-Apr-15,Free,56% (82%),,"200,000?..?500,000",00:06 (00:03),Tigerish Games,Tigerish Games,
2654,Airscape-The-Fall-of-Gravity,11-Aug-15,$4.99,56% (82%),,"200,000?..?500,000",02:43 (00:38),Cross-Product,EQGames,
586,TY-the-Tasmanian-Tiger-4,17-Sep-15,$5.99,56% (82%),,"20,000?..?50,000",00:00 (00:00),Krome Studios,Krome Studios,
793,Hack-RUN,17-Jun-15,$2.99,56% (82%),,"20,000?..?50,000",00:02 (00:00),i273 LLC,i273 LLC,
1016,This-Book-Is-A-Dungeon,9-Oct-15,$4.99,56% (82%),,"20,000?..?50,000",00:00 (00:00),Nathan Meunier,Black Shell Media,
1226,Highschool-Romance,18-Nov-15,$12.99,56% (82%),,"20,000?..?50,000",00:00 (00:00),Dharker Studio,Dharker Studio,
1317,Sound-Shift,26-Aug-15,Free,56% (82%),,"20,000?..?50,000",00:00 (00:00),Matthew Brown,Matthew Brown,
1438,Waste-Walkers,1-Jun-15,$9.99,56% (82%),,"20,000?..?50,000",00:00 (00:00),Corrosive Studios LLC,Corrosive Studios LLC,
1625,Knee-Deep,6-Jul-15,$19.99,56% (82%),,"20,000?..?50,000",00:00 (00:00),Prologue Games,Prologue Games,
1984,Domestic-Dog,10-Apr-15,$2.99,56% (82%),,"20,000?..?50,000",02:36 (00:52),Sean Davy,Sean Davy,
2042,A-Bastards-Tale,26-May-15,$4.99,56% (82%),,"20,000?..?50,000",00:00 (00:00),No Pest Productions,No Pest Productions,
2360,BANZAI-PECAN-The-Last-Hope-For-the-Young-Century,26-Jan-15,$2.99,56% (82%),,"20,000?..?50,000",00:00 (00:00),SERIOUS*IMPACT WORKS,"Zanza Studios, LLC.",
1376,TIMEframe,7-Jul-15,$5.99,56% (82%),,"100,000?..?200,000",00:00 (00:00),Random Seed Games,Random Seed Games,
422,The-Amber-Throne,6-Jul-15,$14.99,56% (82%),,"0?..?20,000",00:00 (00:00),Joshua Missile,Joshua Missile,
552,Link-The-Unleashed-Nexus,21-Aug-15,$9.99,56% (82%),,"0?..?20,000",00:00 (00:00),Reminisce,Reminisce,
950,iZBOT,1-Sep-15,$1.19,56% (82%),,"0?..?20,000",00:00 (00:00),Daniel Spruce,Ruxar,
979,Pendragon-Rising,4-Dec-15,$3.99,56% (82%),,"0?..?20,000",00:00 (00:00),Choice of Games,Choice of Games,
1122,Gon-E-Choo!,25-Nov-15,$1.99,56% (82%),,"0?..?20,000",00:00 (00:00),Marc Ellis,Marc Ellis,
1132,Fighties,13-Jul-15,$4.99,56% (82%),,"0?..?20,000",00:00 (00:00),PillowPigGames,PillowPigGames,
1311,The-Last-Crown-Midnight-Horror,29-Oct-15,$4.99,56% (82%),,"0?..?20,000",00:00 (00:00),Darkling Room,Iceberg Interactive,
1646,Manyland,7-Dec-15,$11.99,56% (82%),,"0?..?20,000",01:28 (00:29),Anyland + Manyland,Matt Roszak,
1720,Stories-of-Bethem-Full-Moon,11-Dec-15,$4.99,56% (82%),,"0?..?20,000",00:00 (00:00),GuGames Development,GuGames Development,
1899,Heroes-Never-Lose-Professor-Puzzlers-Perplexing-Ploy,23-Nov-15,$8.99,56% (82%),,"0?..?20,000",00:00 (00:00),Magic Pants,Spearhead,
2011,Square-Brawl,22-Oct-15,$4.99,56% (82%),,"0?..?20,000",00:00 (00:00),Landfall,Landfall,
2018,Rack-N-Ruin,1-Sep-15,$9.99,56% (82%),,"0?..?20,000",00:00 (00:00),LifeSpark Entertainment,LifeSpark Entertainment,
2144,Shipwreck,13-Feb-15,$2.99,56% (82%),,"0?..?20,000",00:00 (00:00),Brushfire Games,Brushfire Games,
2371,Mooch,7-Sep-15,$4.99,56% (82%),,"0?..?20,000",00:00 (00:00),Crank Goblin,Crank Goblin,
2473,A-Wise-Use-of-Time,4-Sep-15,$6.99,56% (82%),,"0?..?20,000",00:00 (00:00),Choice of Games,Choice of Games,
594,D4-Dark-Dreams-Dont-Die,5-Jun-15,$14.99,53% (81%),,"50,000?..?100,000",00:05 (00:01),Access Games,AGM PLAYISM,
633,In-Verbis-Virtus,3-Apr-15,$19.99,53% (81%),,"50,000?..?100,000",00:00 (00:00),Indomitus Games,Indomitus Games,
1666,Borderless-Gaming,23-Jul-15,$3.99,53% (81%),,"50,000?..?100,000",22:16 (24:55),"AndrewMD5, Codeusa",Aniode,
2283,FreeCell-Quest,19-Oct-15,$9.99,53% (81%),,"50,000?..?100,000",00:00 (00:00),Legend Studio,Legend Studio,
2337,Razenroth,28-Aug-15,$4.99,53% (81%),,"50,000?..?100,000",00:00 (00:00),Enitvare,Enitvare,
356,Apotheon-Arena,8-Dec-15,Free,53% (81%),,"200,000?..?500,000",00:00 (00:00),Alientrap,Alientrap,
527,Intergalactic-Bubbles,29-May-15,$1.99,53% (81%),,"200,000?..?500,000",00:00 (00:00),Hellscape Games,Hellscape Games,
1718,the-static-speaks-my-name,10-Aug-15,Free,53% (81%),,"200,000?..?500,000",00:00 (00:00),the whale husband,the whale husband,
443,Bloody-Streets,12-Mar-15,$4.99,53% (81%),,"20,000?..?50,000",00:00 (00:00),Headless Wizard,Headless Wizard,
904,Last-Horizon,18-Nov-15,$4.99,53% (81%),,"20,000?..?50,000",00:00 (00:00),Pixeljam,Pixeljam,
976,Stay-Alight,2-Mar-15,$3.99,53% (81%),,"20,000?..?50,000",00:00 (00:00),Wyse Games,Wyse Games,
