#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s),,
1864,GunWorld,11-Feb-15,$1.99,27% (66%),,"0?..?20,000",00:00 (00:00),m07games,m07games,
2316,The-Mims-Beginning,14-Jan-15,$16.99,27% (66%),,"0?..?20,000",00:00 (00:00),Squatting Penguins,Squatting Penguins,
2488,Mirrored---Chapter-1,30-Oct-15,$1.99,27% (66%),,"0?..?20,000",00:00 (00:00),"Kelkafa Studios, Cardboard Sword Limited, Jet Stone Studios",Kelkafa Studios,
942,Mahjong-Pretty-Girls-Battle,21-Jan-15,$14.99,25% (65%),,"50,000?..?100,000",03:29 (03:29),Zoo Corporation,Zoo Corporation,
1631,Life-is-Hard,3-Nov-15,$8.99,25% (65%),,"50,000?..?100,000",04:35 (01:53),"Pirozhok Studio, Vitaliy Ruzankin",Pirozhok,
439,Tiny-Bridge-Ratventure,8-May-15,$4.99,25% (65%),,"200,000?..?500,000",00:00 (00:00),Estelion,EQ Games,
628,Marble-Mayhem-Fragile-Ball,7-Jul-15,$1.99,25% (65%),,"200,000?..?500,000",04:34 (01:31),"Bimboosoft Co.,Ltd.",Epic Quest Games,
515,Painters-Guild,1-Sep-15,$9.99,25% (65%),,"20,000?..?50,000",01:01 (00:20),Lucas Molina,Lucas Molina,
1507,Lilly-and-Sasha-Guardian-Angels,7-Jul-15,0,25% (65%),,"20,000?..?50,000",00:00 (00:00),John Wizard,John Wizard,
2355,Return-NULL---Episode-1,2-Apr-15,Free,25% (65%),,"20,000?..?50,000",00:00 (00:00),Michael L√ºckgen,"Digital Tribe, iNDEE SOLO",
2499,Epic-Quest-of-the-4-Crystals,25-Sep-15,$1.29,25% (65%),,"20,000?..?50,000",00:00 (00:00),RosePortal Games,Aldorlea Games,
2586,Orbit-HD,18-Mar-15,$1.99,25% (65%),,"20,000?..?50,000",00:00 (00:00),Brainchild,Brainchild,
634,Shin-Samurai-Jazz,16-Mar-15,$0.99,25% (65%),,"0?..?20,000",00:00 (00:00),Blaze Epic,Blaze Epic,
651,The-Withering,18-Dec-15,$9.99,25% (65%),,"0?..?20,000",00:00 (00:00),CM Softworks,CM Softworks,
762,FreezeME,10-Dec-15,$13.99,25% (65%),,"0?..?20,000",00:00 (00:00),Rainy Night Creations,Rainy Night Creations,
854,Lootfest,14-May-15,$1.99,25% (65%),,"0?..?20,000",00:00 (00:00),vikingfabian.com,vikingfabian.com,
1068,Forsaken-Isle,6-Feb-15,$7.99,25% (65%),,"0?..?20,000",00:00 (00:00),Smoodlez,Smoodlez,
1294,H-Hour-Worlds-Elite,19-May-15,$9.99,25% (65%),,"0?..?20,000",00:00 (00:00),SOF Studios Ltd,SOF Studios Ltd,
1559,Battle-of-Empires--1914-1918,22-Jul-15,$8.99,24% (64%),,"50,000?..?100,000",00:10 (00:06),Great War Team,Best Way Soft,
1952,The-Dark-Stone-from-Mebara,27-Feb-15,$7.99,24% (64%),,"200,000?..?500,000",01:35 (00:31),Jerseyware Gaming,KISS ltd,
2094,Cruel-Arena,18-Aug-15,$0.99,24% (64%),,"200,000?..?500,000",02:35 (00:51),Panda Indie Studio,Panda Indie Studio,
493,Gynophobia,31-Jul-15,$3.99,24% (64%),,"20,000?..?50,000",00:00 (00:00),Andrii Vintsevych,Andrii Vintsevych,
715,Stick-Em-Up-2-Paper-Adventures,27-Jul-15,$2.99,24% (64%),,"20,000?..?50,000",00:00 (00:00),Never Don't Play,Never Don't Play,
829,Block-Story,10-Dec-15,$2.99,24% (64%),,"20,000?..?50,000",00:00 (00:00),"MindBlocks Studio, LLC","MindBlocks Studio, LLC",
912,Gem-Wars-Attack-of-the-Jiblets,15-Dec-15,Free,24% (64%),,"20,000?..?50,000",00:00 (00:00),Queen Birdface Productions,Queen Birdface Productions,
1031,The-Dreamatorium-of-Dr-Magnus-2,9-Sep-15,$7.99,24% (64%),,"20,000?..?50,000",00:00 (00:00),Two Desperados,Two Desperados,
1093,Queens-Quest-Tower-of-Darkness,10-Sep-15,$9.99,24% (64%),,"20,000?..?50,000",00:00 (00:00),Brave Giant LTD,Artifex Mundi,
1119,Mahjong-Pretty-Girls-Battle--School-Girls-Edition,22-Jun-15,$14.99,24% (64%),,"20,000?..?50,000",03:29 (03:29),Zoo Corporation,Zoo Corporation,
1367,Chainsaw-Warrior-Lords-of-the-Night,17-Feb-15,$5.99,24% (64%),,"20,000?..?50,000",00:00 (00:00),Auroch Digital,Auroch Digital,
2259,Kaiju-A-GoGo,23-Apr-15,$9.99,24% (64%),,"20,000?..?50,000",00:00 (00:00),Kerberos Productions Inc.,Kerberos Productions Inc.,
2270,Astray,3-Feb-15,$6.99,24% (64%),,"20,000?..?50,000",00:00 (00:00),Aegon Games,Aegon Games,
2468,Gnumz-Masters-of-Defense,21-Dec-15,$4.99,24% (64%),,"20,000?..?50,000",00:00 (00:00),Creobit,8Floor,
931,Dinosaur-Hunt,17-Sep-15,$0.99,24% (64%),,"100,000?..?200,000",01:39 (01:38),Racing Bros,ANPA.US,
1320,Odysseus-Long-Way-Home,23-Feb-15,$3.99,24% (64%),,"100,000?..?200,000",00:00 (00:00),Rainbow Games,Rainbow Games,
2096,Sonic-Lost-World,2-Nov-15,$29.99,24% (64%),,"100,000?..?200,000",00:00 (00:00),Sonic Team,SEGA,
927,Shoppy-Mart-Steam-Edition,25-Sep-15,$1.99,24% (64%),,"0?..?20,000",00:00 (00:00),Pezomi,Pezomi,
960,Aerannis,15-Sep-15,$4.99,24% (64%),,"0?..?20,000",00:00 (00:00),ektomarch,ektomarch,
1615,One-Last-Day,28-Apr-15,$12.99,24% (64%),,"0?..?20,000",00:00 (00:00),Bloodwolf Studio,Bloodwolf Studio,
1706,C-Wars,13-Aug-15,$12.99,24% (64%),,"0?..?20,000",00:00 (00:00),Onipunks Studio Inc.,Onipunks Studio Inc.,
2033,Hidden-On-the-trail-of-the-Ancients,5-Aug-15,$9.99,24% (64%),,"0?..?20,000",00:00 (00:00),Lost Spell,Lost Spell,
2123,Jump/Boxer,24-Apr-15,$0.99,24% (64%),,"0?..?20,000",00:00 (00:00),Blaze Epic,Blaze Epic,
2189,The-Seven-Years-War-1756-1763,30-Oct-15,$19.99,24% (64%),,"0?..?20,000",00:00 (00:00),Oliver Keppelm√ºller,Oliver Keppelm√ºller,
2340,Motorbike,19-Jan-15,$9.99,24% (64%),,"0?..?20,000",00:00 (00:00),baKno Games,baKno Games,
1427,Pool-Nation-FX-Lite,7-Dec-15,Free,23% (63%),,"500,000?..?1,000,000",00:49 (00:16),Cherry Pop Games,Cherry Pop Games,
438,Walkover,23-Mar-15,Free,23% (63%),,"50,000?..?100,000",00:00 (00:00),Millenium Project Enterprises,Millenium Project Enterprises,
1055,LocoSoccer,9-Dec-15,$0.99,23% (63%),,"50,000?..?100,000",00:00 (00:00),Startreming,Startreming,
2378,Marble-Duel,12-Nov-15,$4.99,23% (63%),,"50,000?..?100,000",00:00 (00:00),HeroCraft Krasnodar,HeroCraft,
672,CaesarIA,20-Jan-15,Free,23% (63%),,"200,000?..?500,000",00:00 (00:00),rdt.32,rdt.32,
2611,Requiem-Rise-of-the-Reaver,4-Mar-15,Free,23% (63%),,"200,000?..?500,000",00:00 (00:00),"Gravity Interactive, Inc.","Gravity Interactive, Inc.",
479,Grass-Simulator,1-Apr-15,$4.99,23% (63%),,"20,000?..?50,000",00:00 (00:00),Daniel Davies,Daniel Davies,
600,Eron,17-Mar-15,$1.99,23% (63%),,"20,000?..?50,000",00:00 (00:00),David Mulder,David Mulder,
751,Kings-of-Kung-Fu,25-Jun-15,$9.99,23% (63%),,"20,000?..?50,000",00:00 (00:00),Jae Lee Productions,Digital Tribe,
1106,Orion-A-Sci-Fi-Visual-Novel,28-Sep-15,$12.99,23% (63%),,"20,000?..?50,000",00:00 (00:00),Cylight Studios,Cylight Studios,
1336,Divine-Slice-of-Life,22-Oct-15,$9.99,23% (63%),,"20,000?..?50,000",00:15 (00:05),Dharker Studio,Dharker Studio,
1590,Overruled!,15-Sep-15,$12.99,23% (63%),,"20,000?..?50,000",00:00 (00:00),Dlala Studios,Team17 Digital Ltd,
1701,DYNASTY-WARRIORS-8-Empires,26-Feb-15,$49.99,23% (63%),,"20,000?..?50,000",00:00 (00:00),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",
2412,Beach-Bounce,14-Aug-15,$9.99,23% (63%),,"20,000?..?50,000",00:00 (00:00),Dharker Studio,Dharker Studio,
1315,Krosmaster-Arena,9-Nov-15,Free,23% (63%),,"100,000?..?200,000",00:00 (00:00),Ankama Studio,Ankama Games,
1860,The-Gate,27-Apr-15,Free,23% (63%),,"100,000?..?200,000",00:00 (00:00),Spicy Horse Games,Spicy Horse Games,
2041,The-Odyssey-Winds-of-Athena,6-Nov-15,$4.99,23% (63%),,"100,000?..?200,000",00:40 (00:13),Liquid Dragon Studios,Epic Quest Games,
2069,Nyctophilia,23-Sep-15,Free,23% (63%),,"100,000?..?200,000",00:00 (00:00),CAT IN JAR GAMES,CAT IN JAR GAMES,
456,Untamed-Life-Of-A-Cougar,27-Aug-15,$14.99,23% (63%),,"0?..?20,000",00:00 (00:00),OCCA Studios,Strategy First,
476,Malebolgia,6-May-15,$12.99,23% (63%),,"0?..?20,000",00:00 (00:00),Jochen Mistiaen,Jochen Mistiaen,
503,Big-Fish-Legend,20-Jul-15,$6.99,23% (63%),,"0?..?20,000",00:00 (00:00),Igry.ru,Igry.ru,
933,Discouraged-Workers,25-Jun-15,$14.99,23% (63%),,"0?..?20,000",00:00 (00:00),YGGDRASIL STUDIO,YGGDRASIL STUDIO,
1048,Resilience-Wave-Survival,23-Dec-15,$5.99,23% (63%),,"0?..?20,000",00:00 (00:00),Jimbob Games,Jimbob Games,
1332,Battle-of-the-Bulge,17-Sep-15,$9.99,23% (63%),,"0?..?20,000",00:32 (00:10),Shenandoah Studio,Slitherine Ltd.,
2001,Galagans-Island-Reprymian-Rising,12-Jun-15,$1.99,23% (63%),,"0?..?20,000",00:00 (00:00),Skinny Jean Death Studios,Forever Humble PDX,
2022,DEAD-OR-ALIVE-5-Last-Round-Core-Fighters,30-Mar-15,Free,22% (62%),,"500,000?..?1,000,000",01:02 (00:57),"Team NINJA, KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",
473,Ruzh-Delta-Z,11-May-15,Free,22% (62%),,"50,000?..?100,000",00:00 (00:00),Pribuni,,
1692,Freshman-Year,20-Apr-15,Free,22% (62%),,"50,000?..?100,000",00:00 (00:00),"Nina Freeman, Laura Knetzger, Stephen Lawrence Clark",0,
2620,Solitaire-Christmas-Match-2-Cards,24-Dec-15,$4.99,22% (62%),,"50,000?..?100,000",00:00 (00:00),Creobit,8Floor,
708,Spirit-of-War,12-Mar-15,$9.99,22% (62%),,"20,000?..?50,000",00:00 (00:00),G-OLD,Plug In Digital,
1307,Toby-The-Secret-Mine,20-Oct-15,$9.99,22% (62%),,"20,000?..?50,000",00:00 (00:00),Lukas Navratil,Lukas Navratil,
1466,Visibility,25-May-15,Free,22% (62%),,"20,000?..?50,000",00:00 (00:00),Zeritum,Zeritum,
1475,Power-of-Love,21-Jul-15,$0.99,22% (62%),,"20,000?..?50,000",00:00 (00:00),Yang Sun,Yang Sun,
1732,OH!-RPG!,11-Dec-15,$2.99,22% (62%),,"20,000?..?50,000",05:23 (01:47),RosePortal Games,Aldorlea Games,
1804,Lunch-Truck-Tycoon,28-May-15,$0.99,22% (62%),,"20,000?..?50,000",00:00 (00:00),"Diggidy.net, LLC","Diggidy.net, LLC",
2161,The-Battle-of-Sol,1-Jul-15,$9.99,22% (62%),,"20,000?..?50,000",00:00 (00:00),"Bit Planet Games, LLC","Bit Planet Games, LLC",
502,1000-Heads-Among-the-Trees,11-Dec-15,$6.99,22% (62%),,"100,000?..?200,000",00:00 (00:00),Aaron Oldenburg,KISS ltd,
692,Mighty-Dungeons,3-Mar-15,$0.99,22% (62%),,"0?..?20,000",00:00 (00:00),"Yohan Launay, Frederic Gaillard",Laylio Games,
1749,The-Big-Secret-of-a-Small-Town,2-Mar-15,$6.99,22% (62%),,"0?..?20,000",00:00 (00:00),Flenx,Buka Entertainment,
1795,Dark-Quest,21-Jan-15,$2.99,22% (62%),,"0?..?20,000",00:00 (00:00),Brain Seal Ltd,Brain Seal Ltd,
1936,4089-Ghost-Within,9-Jan-15,$5.99,22% (62%),,"0?..?20,000",00:00 (00:00),Phr00t's Software,Phr00t's Software,
2056,Farlight-Explorers,11-Mar-15,$14.99,22% (62%),,"0?..?20,000",00:00 (00:00),Farlight Games Industry,Farlight Games Industry,
2242,BOMB-Who-let-the-dogfight?,1-Aug-15,$7.99,22% (62%),,"0?..?20,000",00:00 (00:00),La Moustache Studio,La Moustache Studio,
363,True-Bliss,22-May-15,$5.99,21% (61%),,"50,000?..?100,000",00:00 (00:00),Artur Mandas,KISS ltd,
1418,Noct,21-Oct-15,$9.99,21% (61%),,"50,000?..?100,000",00:00 (00:00),C3SK,Devolver Digital,
1412,Uriels-Chasm-2-?◊™,13-Nov-15,$4.99,21% (61%),,"200,000?..?500,000",00:53 (00:35),Rail Slave Games,KISS ltd,
1985,The-Tower-Of-Elements,5-Aug-15,$0.99,21% (61%),,"200,000?..?500,000",02:08 (01:57),Wulo Games,Back To Basics Gaming,
367,Double-Dragon-Trilogy,15-Jan-15,$5.99,21% (61%),,"20,000?..?50,000",00:01 (00:00),DotEmu,DotEmu,
435,Dragon-Fin-Soup,3-Nov-15,$19.99,21% (61%),,"20,000?..?50,000",00:00 (00:00),"Grimm Bros, LLC","Grimm Bros, LLC",
1206,Trapped-Dead-Lockdown,20-Mar-15,$9.99,21% (61%),,"20,000?..?50,000",00:00 (00:00),Bigmoon Studios,Headup Games,
2382,Distant-Star-Revenant-Fleet,7-Apr-15,$9.99,21% (61%),,"20,000?..?50,000",00:00 (00:00),Blazing Griffin Ltd.,Blazing Griffin Ltd.,
2498,Hare-In-The-Hat,1-Apr-15,$1.99,21% (61%),,"20,000?..?50,000",00:00 (00:00),RunServer,RunServer,
2309,Sparkle-3-Genesis,24-Apr-15,$4.99,21% (61%),,"100,000?..?200,000",03:58 (05:06),Forever Entertainment S. A.,Forever Entertainment S. A.,
521,Car-Mechanic-Manager,23-Sep-15,$4.99,21% (61%),,"0?..?20,000",00:00 (00:00),InImages,InImages,
1121,Astronaut-Simulator,2-Apr-15,$1.99,21% (61%),,"0?..?20,000",00:00 (00:00),Astrosimer,Astrosimer,
1291,Asguaard,10-Apr-15,$14.99,21% (61%),,"0?..?20,000",00:00 (00:00),Aldorlea Games,Aldorlea Games,
1904,Cricket-Captain-2015,8-Jul-15,$9.99,21% (61%),,"0?..?20,000",00:00 (00:00),Childish Things,KISS ltd,
1994,Close-Combat---Panthers-in-the-Fog,14-May-15,$39.99,21% (61%),,"0?..?20,000",00:00 (00:00),Matrix Games,Slitherine Ltd.,
449,Overlord-Fellowship-of-Evil,19-Oct-15,$18.99,2% (24%),,"50,000?..?100,000",00:01 (00:00),Codemasters,Codemasters,
490,Alone-in-the-Dark-Illumination,11-Jun-15,$19.99,2% (24%),,"0?..?20,000",00:00 (00:00),Pure FPS,THQ Nordic,
1019,Kitchen-Simulator-2015,4-Sep-15,$0.99,2% (23%),,"50,000?..?100,000",05:31 (01:50),WhackAKey Games,WhackAKey Games,
2045,The-Clans---Saga-of-the-Twins,21-Apr-15,$9.99,2% (23%),,"20,000?..?50,000",04:28 (01:29),Supreme Clans Entertainment,Supreme Clans Entertainment,
567,Infect-and-Destroy,29-Jan-15,$6.99,2% (23%),,"0?..?20,000",00:00 (00:00),FarrugiaSoft,FarrugiaSoft,
1735,Second-Warfare,22-Jun-15,$14.99,2% (23%),,"0?..?20,000",00:00 (00:00),Kobra Studio,Kobra Studio,
1855,March-of-Industry-Very-Capitalist-Factory-Simulator-Entertainments,7-Oct-15,$9.99,2% (22%),,"0?..?20,000",00:00 (00:00),Archive Entertainment,Archive Entertainment,
661,Time-Ramesside-A-New-Reckoning,29-Apr-15,$7.99,2% (21%),,"50,000?..?100,000",00:00 (00:00),Panzer Gaming Studios,Panzer Gaming Studios,
794,Blood-of-Magic,18-Dec-15,$9.99,2% (20%),,"0?..?20,000",00:00 (00:00),Stoneworks Games,Stoneworks Games,
1207,The-Asskickers-Steam-Edition,6-Feb-15,$9.99,2% (20%),,"0?..?20,000",00:00 (00:00),AGO Games,AGO Games,
2009,Battle-For-The-Sun,22-Jul-15,$4.99,2% (20%),,"0?..?20,000",00:00 (00:00),Appsolutely Studios,Appsolutely Studios,
2663,SECTOR,29-Jun-15,Free,2% (19%),,"50,000?..?100,000",00:00 (00:00),UD,UD,
637,GASP,12-Nov-15,Free,2% (19%),,"200,000?..?500,000",00:28 (00:09),Dark Day Interactive,Dark Day Interactive,
2515,AI-Invasion,30-Sep-15,$9.99,2% (19%),,"0?..?20,000",00:00 (00:00),GameArt Studio GmbH,GameArt Studio GmbH,
1635,Legends-of-Dawn-Reborn,20-Oct-15,$29.99,2% (18%),,"20,000?..?50,000",00:00 (00:00),Dreamatrix,Dreamatrix,
1536,Dark-Years,16-Oct-15,$14.99,2% (18%),,"0?..?20,000",00:00 (00:00),RSK Entertainment,KISS ltd,
2103,Dream-Factory,2-Nov-15,$9.99,2% (18%),,"0?..?20,000",00:00 (00:00),The Tambourine,The Tambourine,
1077,Project-Pulsation,15-Dec-15,$4.99,2% (16%),,"200,000?..?500,000",00:00 (00:00),VGstudio,VGstudio,
1672,All-Guns-On-Deck,28-Aug-15,$12.99,2% (16%),,"100,000?..?200,000",00:00 (00:00),DL Softworks,KISS ltd,
2583,VERGELost-chapter,1-Oct-15,$1.99,2% (16%),,"100,000?..?200,000",04:59 (03:28),GDNomad,Infernal Dream,
1695,One-Final-Breath,28-Sep-15,$3.99,2% (16%),,"0?..?20,000",00:00 (00:00),Dark Day Interactive,Dark Day Interactive,
1059,Damned-Nation-Reborn,12-Feb-15,$12.99,2% (15%),,"0?..?20,000",00:00 (00:00),Sinister,Sinister,
2285,Age-of-Survival,25-Aug-15,$18.99,2% (15%),,"0?..?20,000",00:00 (00:00),Seattletek,Seattletek,
2650,10-Years-After,30-Jan-15,$5.99,2% (15%),,"0?..?20,000",00:00 (00:00),Rock Paper Games,Rock Paper Games,
411,Agarest-Generations-of-War-2,19-Feb-15,$19.99,19% (60%),,"50,000?..?100,000",00:00 (00:00),Idea Factory,Ghostlight LTD,
861,Euro-Fishing,2-Nov-15,$19.99,19% (60%),,"50,000?..?100,000",00:47 (00:15),Dovetail Games,Dovetail Games - Fishing,
1581,Wooden-Floor,13-Feb-15,$1.99,19% (60%),,"50,000?..?100,000",00:00 (00:00),pheenix93,pheenix93,
1781,Night-Mysteries-The-Amphora-Prisoner,26-Feb-15,$1.99,19% (60%),,"50,000?..?100,000",04:55 (03:16),Anvate Games,Anvate Games,
2021,FINAL-FANTASY-IV-THE-AFTER-YEARS,11-May-15,$15.99,19% (60%),,"50,000?..?100,000",00:00 (00:00),Square Enix,Square Enix,
1004,Trouble-In-The-Manor,1-Jul-15,$0.99,19% (60%),,"200,000?..?500,000",00:47 (00:15),Charyb Games,Charyb Games,
1456,Tales-Runner,17-Feb-15,0,19% (60%),,"200,000?..?500,000",00:00 (00:00),Rhaon Entertainment,OGPlanet,
1468,World-of-Soccer-online,26-Aug-15,Free,19% (60%),,"200,000?..?500,000",00:00 (00:00),Johannes Eski,Johannes Eski,
2601,Aberoth,17-Jul-15,Free,19% (60%),,"200,000?..?500,000",00:00 (00:00),"Jarbit, Castle art by Yuriy Gusev",Jarbit,
2279,Contract-With-The-Devil,11-Dec-15,$4.99,19% (60%),,"20,000?..?50,000",00:00 (00:00),AZ-Art Development Studio,8Floor,
1063,Romeros-Aftermath,24-Sep-15,0,19% (60%),,"2,000,000?..?5,000,000",00:00 (00:00),Free Reign Entertainment,"OP Productions LLC, Free Reign East LLC",
1677,Sun-Blast-Star-Fighter,2-Apr-15,$1.99,19% (60%),,"100,000?..?200,000",00:00 (00:00),OBLONE Software,EQ Games,
1747,Shadowrun-Chronicles---Boston-Lockdown,28-Apr-15,0,19% (60%),,"100,000?..?200,000",00:00 (00:00),Cliffhanger Productions,Cliffhanger Productions,
1764,GabeN-The-Final-Decision,17-Sep-15,$0.99,19% (60%),,"100,000?..?200,000",02:11 (00:43),Alex Zhang,Alex Zhang,
992,Butsbal,2-Jun-15,$2.99,19% (60%),,"0?..?20,000",00:00 (00:00),Xtase Studios,Xtase Studios,
1173,18-Wheels-of-Steel-Extreme-Trucker-2,8-May-15,$9.99,19% (60%),,"0?..?20,000",00:00 (00:00),ValuSoft,"ValuSoft, Retroism",
1205,The-Great-Fusion,25-Feb-15,$2.99,19% (60%),,"0?..?20,000",00:00 (00:00),Loading Home,Loading Home,
1473,AntharioN,15-Jul-15,$14.99,19% (60%),,"0?..?20,000",00:00 (00:00),Orphic Software,Orphic Software,
1567,Race-Track-Builder,20-Aug-15,$59.99,19% (60%),,"0?..?20,000",00:00 (00:00),Brendon Pywell,Brendon Pywell,
1609,Rise-Battle-Lines,17-Nov-15,$1.99,19% (60%),,"0?..?20,000",00:00 (00:00),The Secret Games Company,Digital Tribe,
1719,Lovely-Weather-Were-Having,10-Nov-15,$7.99,19% (60%),,"0?..?20,000",00:00 (00:00),Julian Glander,Glanderco,
2130,I-Gladiator,7-Apr-15,$7.99,19% (60%),,"0?..?20,000",00:00 (00:00),Steel Monkeys,Next Dimension Game Adventures Ltd.,
2394,BattleLore-Command,31-Mar-15,$6.99,19% (60%),,"0?..?20,000",00:00 (00:00),Fantasy Flight Games,"Fantasy Flight Publishing, Inc.",
2405,BLADESTORM-Nightmare,28-May-15,$59.99,19% (60%),,"0?..?20,000",00:00 (00:00),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",
2542,Will-Fight-for-Food-Super-Actual-Sellout-Game-of-the-Hour,22-Apr-15,$4.99,19% (60%),,"0?..?20,000",00:00 (00:00),Pyrodactyl,Pyrodactyl,
2644,dUpLicity-~Beyond-the-Lies~,8-Jan-15,$9.99,19% (60%),,"0?..?20,000",00:00 (00:00),roseVeRte,roseVeRte,
1309,GRAV,8-Jan-15,$19.99,18% (59%),,"500,000?..?1,000,000",00:00 (00:00),"BitMonster, Inc.","BitMonster, Inc.",
1274,Blood-and-Gold-Caribbean!,10-Dec-15,$19.99,18% (59%),,"50,000?..?100,000",00:32 (00:21),Snowbird Games,Snowbird Games,
1296,Romance-of-the-Three-Kingdoms-Maker-/-‰∏âÂõΩÂøó„??Ø„Éº??Dec-9," 2015""",$9.99,18% (59%),,"50,000?..?100,000",58:24 (60:14),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",
2255,Shadow-Hunter,20-Apr-15,Free,18% (59%),,"50,000?..?100,000",00:00 (00:00),Jeff Trier,Jeff Trier,
853,Star-Chronicles-Delta-Quadrant,7-Jul-15,$0.99,18% (59%),,"200,000?..?500,000",00:00 (00:00),Alister Software,"Back To Basics Gaming, Alister Software",
1056,Nomad,26-Jun-15,Free,18% (59%),,"200,000?..?500,000",67:14 (111:53),Diminished Studios,Diminished Studios,
889,The-Sandbox,29-Jun-15,$4.99,18% (59%),,"20,000?..?50,000",00:00 (00:00),PIXOWL INC.,PIXOWL INC.,
1099,Wanderlust-Adventures,10-Aug-15,$9.99,18% (59%),,"20,000?..?50,000",00:00 (00:00),Yeti Trunk,Chucklefish,
1868,WARMODE,25-Aug-15,Free,18% (59%),,"2,000,000?..?5,000,000",00:50 (01:06),WARTEAM,WARTEAM,
1080,Red-Stone-Online,15-Apr,Free,18% (59%),,"100,000?..?200,000",00:00 (00:00),L&K Logic Korea,L&K Logic Korea,
1113,To-Burn-in-Memory,1-Oct-15,Free,18% (59%),,"100,000?..?200,000",00:00 (00:00),Orihaus,Orihaus,
1370,Legend-of-Dungeon-Masters,30-Nov-15,Free,18% (59%),,"100,000?..?200,000",00:00 (00:00),Robot Loves Kitty,Robot Loves Kitty,
2479,Anoxemia,16-Jan-15,$3.99,18% (59%),,"100,000?..?200,000",00:00 (00:00),BSK Games,BSK Games,
436,Red-Crucible-Firestorm,22-Dec-15,Free,18% (59%),,"1,000,000?..?2,000,000",01:23 (02:08),"Rocketeer Games Studio, LLC","Rocketeer Games Studio, LLC",
882,Dimmdrive--Gaming-Ramdrive-@-10000+-MB/s,1-Jan-15,$14.99,18% (59%),,"0?..?20,000",00:00 (00:00),Dimmdrive Inc.,Dimmdrive Inc.,
1364,TRIP-Steam-Edition,19-Jun-15,$199.99,18% (59%),,"0?..?20,000",00:00 (00:00),Axel Shokk,Axel Shokk,
1588,Colonial-Conquest,28-Jul-15,$9.99,18% (59%),,"0?..?20,000",00:00 (00:00),"Argonauts Interactive, Collectif Nemo√Ød","Plug In Digital, Argonauts Interactive",
1761,Supreme-Pizza-Empire,9-Jan-15,$9.99,18% (59%),,"0?..?20,000",00:00 (00:00),Nexeon Studios,Nexeon Studios,
2401,Towers-of-Altrac---Epic-Defense-Battles,5-Jan-15,$4.99,18% (59%),,"0?..?20,000",00:00 (00:00),"Jsmael Stieger, Manuel Stieger, Andreas Stieger",Cybertron Design Studios,
2421,Ski-Park-Tycoon,3-Feb-15,$9.99,18% (59%),,"0?..?20,000",00:00 (00:00),Jan Zizka,Jan Zizka,
1283,Batla,14-May-15,Free,17% (58%),,"500,000?..?1,000,000",00:16 (00:15),[geim].pro,Abyss Lights Studio LLP,
1892,Copa-Petrobras-de-Marcas,8-Apr-15,Free,17% (58%),,"500,000?..?1,000,000",01:03 (00:42),Reiza Studios,Reiza Studios,
2591,8BitMMO,26-Jan-15,Free,17% (58%),,"500,000?..?1,000,000",00:30 (00:20),Archive Entertainment,Archive Entertainment,
1243,KRUM---Edge-Of-Darkness,24-Nov-15,$2,17% (58%),,"50,000?..?100,000",00:00 (00:00),HA Studio Ltd.,HA Studio Ltd.,
482,gravilon,30-Mar-15,$2.99,17% (58%),,"200,000?..?500,000",00:00 (00:00),,,
1040,Deepworld,22-Apr-15,Free,17% (58%),,"200,000?..?500,000",00:00 (00:00),Bytebin,Bytebin,
742,Dungeon-Hero,7-Jul-15,$2.09,17% (58%),,"20,000?..?50,000",00:00 (00:00),Grzegorz Slazinski,Grzegorz Slazinski,
1727,KINGDOMS,23-Oct-15,$9.99,17% (58%),,"20,000?..?50,000",02:04 (01:22),Oreol,Oreol,
1760,Twilight-City-Love-as-a-Cure,18-Dec-15,$6.99,17% (58%),,"20,000?..?50,000",00:00 (00:00),Meridian'93,1C Entertainment,
1992,Ant-War-Domination,2-Oct-15,$2.99,17% (58%),,"20,000?..?50,000",00:00 (00:00),Anarchy Enterprises,Anarchy Enterprises,
2111,Just-Survive,15-Jan-15,0,17% (58%),,"2,000,000?..?5,000,000",00:06 (00:07),Daybreak Game Company,Daybreak Game Company,
546,One-Manga-Day,4-May-15,Free,17% (58%),,"100,000?..?200,000",00:00 (00:00),DeXP,"DeXP, MyLifeGame.RU",
799,Escape,20-Apr-15,Free,17% (58%),,"100,000?..?200,000",00:00 (00:00),Stephane Bottin,Stephane Bottin,
1759,Fort-Defense,22-May-15,$4.99,17% (58%),,"100,000?..?200,000",01:21 (00:54),Creobit,8Floor,
1546,Starship-Traveller,11-Mar-15,$4.99,17% (58%),,"0?..?20,000",00:00 (00:00),Tin Man Games,Tin Man Games,
1561,Block-Legend-DX,24-Feb-15,$4.99,17% (58%),,"0?..?20,000",00:00 (00:00),Hanaji Games,"Hanaji Games, Gamera Game",
1726,Carp-Fishing-Simulator,28-Apr-15,$12.99,17% (58%),,"0?..?20,000",00:00 (00:00),Dangerous Derk Interactive,Dangerous Derk Interactive,
