Name,CriticRate,CriticNum,UserRate,UserNum
Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch,0,0,0,0
Freddi Fish 5: The Case of the Creature of Coral Cove,0,0,0,0
Freddi Fish and Luther's Maze Madness,0,0,0,0
Freddi Fish and Luther's Water Worries,0,0,0,0
Freddi Fish and the Case of the Missing Kelp Seeds,0,0,0,0
Frederic: Evil Strikes Back,0,"
    1
","
5.2
    ",6
Frederic: Resurrection of Music,0,0,0,0
Freedom Fall,0,"
    2
","
7.5
    ",14
Freedom Planet,83,"
    7
","
8.3
    ",125
Freespace 2,91,"
    16
","
8.8
    ",131
Freight Tycoon Inc.,0,0,"
7.0
    ",5
Fritz Chess 14,0,0,0,0
Fritz for Fun 13,0,0,0,0
From the Depths,0,0,7.8,6
Front Page Sports Football,0,"
    1
",0,0
FRONTIERS,0,0,0,0
Frontline : Longest Day,83,"
    4
","
6.7
    ",9
Frontline : Road to Moscow,0,3,0,0
Frozen Synapse Prime,83,4,6.7,9
Full Bore,72,"
    11
","
6.7
    ",15
Full Mojo Rampage,0,"
    2
","
8.1
    ",27
Fuse,0,0,0,0
Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,74,"
    38
","
7.7
    ",85
Galactic Arms Race,0,0,"
5.7
    ",7
Galactic Command Echo Squad SE,0,0,0,0
Galcon 2: Galactic Conquest,0,0,0,0
Game Character Hub,0,0,0,0
Game of Thrones - A Telltale Games Series,64,"
    21
","
6.4
    ",329
Game Tycoon 1.5,0,0,"
3.3
    ",12
GamersGoMakers,0,0,"
7.0
    ",38
Gardens Inc. :From Rakes to Riches,0,0,0,0
Gardens Inc. 2: The Road to Fame,0,0,0,0
Gates of Horizon,0,"
    1
","
8.3
    ",4
GAUGE,0,0,0,0
Gauntlet Slayer Edition,68,"
    38
","
7.1
    ",170
G-Ball,0,0,0,0
GearCity,0,0,"
7.2
    ",5
Geekbench 3,0,0,0,0
Gems of War - Puzzle RPG,0,0,"
4.6
    ",13
Gender Bender D0 Twister Extreme,0,0,0,0
Geometry Dash,0,"
    1
","
8.2
    ",58
Geometry Wars 3: Dimensions Evolved,0,0,0,0
Get Off My Lawn!,0,0,0,0
GhostControl Inc.,0,"
    3
","
7.8
    ",38
Ghostship Aftermath,0,"
    1
","
5.8
    ",44
GIGANTIC ARMY,73,"
    7
","
6.4
    ",10
Girls Like Robots,0,0,0,0
Glacier 3: The Meltdown,0,0,"
1.6
    ",10
Global ATC Simulator,0,0,0,0
Global Outbreak: Doomsday Edition,0,"
    1
",0,0
Go! Go! Nippon! ~My First Trip to Japan~,0,"
    2
","
6.4
    ",24
Goat Simulator,62,"
    39
","
6.6
    ",896
GoD Factory: Wingmen,76,"
    11
","
6.6
    ",18
Gods vs Humans,0,"
    2
",0,0
Gods Will Be Watching,64,"
    45
","
6.4
    ",133
Gold Rush! Anniversary,0,"
    3
",0,0
Gold Rush! Classic,0,0,0,0
Graviteam Tactics: Operation Star,0,0,"
7.8
    ",6
Gray Matter,72,"
    27
","
7.7
    ",90
Great Permutator,0,0,0,0
GRID Autosport,78,"
    35
","
6.3
    ",270
Gridiron Solitaire,0,0,"
8.0
    ",10
Grim Legends: The Forsaken Bride,0,0,"
8.7
    ",6
Grimind,0,"
    2
","
6.6
    ",7
Grimm,0,"
    1
","
6.3
    ",6
Ground Pounders,0,2,4.5,4
Growing Pains,0,"
    1
",0,0
GTGD S1: More Than a Gamer,0,0,0,0
GTGD S2: Just One Dev,0,0,0,0
Guacamelee! Super Turbo Championship Edition,80,"
    6
","
7.0
    ",68
Guilty Gear Isuka,0,0,"
6.6
    ",10
Guilty Gear X2 #Reload,0,"
    1
","
8.4
    ",17
Guise Of The Wolf,0,"
    3
","
0.5
    ",249
Gun Metal,0,0,"
7.7
    ",18
Gun Wings,0,0,0,0
Gunhound EX,0,"
    2
",0,0
Gunman Clive,0,"
    1
","
7.0
    ",6
Guns and Robots,0,0,0,0
Guns n Zombies,0,0,"
6.7
    ",7
Gunship!,0,0,0,0
Gunspell - Steam Edition,0,0,0,0
GunZ 2: The Second Duel,0,0,"
5.9
    ",27
Hack 'n' Slash,73,"
    14
","
5.3
    ",35
Hadean Lands,0,0,0,0
Haegemonia: Legions of Iron,0,0,0,0
Haegemonia: The Solon Heritage,0,0,0,0
Hail to the King: Deathbat,0,"
    1
",0,0
Half Minute Hero: The Second Coming,79,"
    6
","
7.0
    ",15
Halfway,69,"
    13
","
6.1
    ",17
Halo: Spartan Assault,70,"
    17
","
6.2
    ",119
Hangeki,0,0,0,0
Hard Truck Apocalypse / Ex Machina,4.5,11,8.5,56
Hard Truck Apocalypse: Arcade / Ex Machina: Arcade,0,0,0,0
Hard Truck Apocalypse: Rise Of Clans / Ex Machina: Meridian 113,0,0,"
7.7
    ",9
Hardland,0,0,0,0
Harvester,53,"
    8
","
7.9
    ",43
Hatoful Boyfriend,68,"
    35
","
7.3
    ",89
Haunt the House: Terrortown,0,0,0,0
Haunted,76,"
    5
","
7.6
    ",14
Haunted House: Cryptic Graves,0,"
    3
","
2.4
    ",5
Haunted Past: Realm of Ghosts,0,0,0,0
Hazard Ops,0,0,0,0
Heavy Bullets,72,"
    12
","
7.7
    ",7
Heavy Fire: Afghanistan,0,"
    2
","
3.2
    ",5
Hegemony Rome: The Rise of Caesar,0,"
    3
","
4.1
    ",25
Heileen 1: Sail Away,0,0,0,0
Heileen 2: The Hands Of Fate,0,0,0,0
Heileen 3: New Horizons,0,0,0,0
Heldric - The legend of the shoemaker,0,0,0,0
Helicopter Simulator 2014: Search and Rescue,0,"
    2
","
3.2
    ",5
Hell,0,0,0,0
Hero of Many,0,"
    2
",0,0
Hero Siege,0,"
    2
","
7.3
    ",44
Heroes & Legends: Conquerors of Kolhar,0,"
    1
",0,0
Heroes of a Broken Land,0,"
    2
","
5.5
    ",4
Heroes of Steel RPG,0,0,"
5.0
    ",14
Heroes Rise: HeroFall,0,0,0,0
Heroes Rise: The Hero Project,0,"
    1
",0,0
Heroes Rise: The Prodigy,0,0,0,0
Heroine's Quest: The Herald of Ragnarok,0,"
    1
","
8.2
    ",23
Hexcells,0,0,"
7.9
    ",21
Hexcells Infinite,0,0,"
8.5
    ",12
Hexcells Plus,0,0,"
7.8
    ",14
Hexus,0,0,0,0
Hidden in Plain Sight,0,0,0,0
Hidden Object Bundle 4 in 1,0,0,0,0
Hippocampal: The White Sofa,0,1,0,0
Hitman: Contracts,74,"
    27
","
7.7
    ",195
Hive,0,0,0,0
Hocus Pocus,0,0,0,0
Hollow's Land,0,0,0,0
Holy Avatar vs. Maidens of the Dead,0,0,"
7.0
    ",7
Home Sheep Home 2,0,"
    1
",0,0
Homebrew - Patent Unknown,0,0,0,0
Horizon,58,"
    14
","
6.7
    ",15
Hostile Waters: Antaeus Rising,80,"
    14
","
7.6
    ",33
Hotel Collectors Edition,0,0,0,0
"House of 1,000 Doors: Family Secrets Collector's Edition",0,0,0,0
House of 1000 Doors: The Palm of Zoroaster Collector's Edition,0,0,0,0
How to Survive,60,"
    19
","
7.0
    ",288
HTR+ Slot Car Simulation,0,0,0,0
Humanity Asset,0,"
    1
","
2.3
    ",6
Humans Must Answer,55,"
    7
","
5.3
    ",10
Hunters Of The Dead,0,"
    1
",0,0
Hyper Fighters,0,0,0,0
I Am Vegend - Zombiegeddon,0,0,0,0
I Will Escape,0,0,0,0
"I, Zombie",65,"
    4
","
5.4
    ",17
ibb & obb,83,"
    4
","
8.2
    ",17
Icewind Dale: Enhanced Edition,80,"
    13
","
7.3
    ",121
Ichi,0,0,0,0
If My Heart Had Wings,0,"
    1
","
8.5
    ",8
iGrow Game,0,0,0,0
IGT Slots Paradise Garden,0,0,0,0
IHF Handball Challenge 12,0,"
    3
",0,0
IHF Handball Challenge 14,0,0,0,0
Ikaruga,84,"
    4
","
8.1
    ",27
IL-2 Sturmovik: Battle of Stalingrad,74,"
    7
","
6.0
    ",264
Ilamentia,0,0,0,0
Imagine Earth,0,0,0,0
Imagine Me,0,0,0,0
Imperial Glory,69,"
    28
","
8.1
    ",80
Incoming Forces,67,"
    10
","
5.8
    ",8
Indie Graphics Bundle - Royalty Free Sprites,0,0,0,0
Industry Empire,0,"
    2
","
2.3
    ",6
Inescapable,0,0,0,0
Infested Planet,75,"
    13
","
7.6
    ",45
Infinite Game Works Episode 0,0,0,0,0
Infinity Runner,56,"
    8
","
6.5
    ",6
Infinity Wars: Animated Trading Card Game,0,"
    1
","
7.7
    ",75
Influent,0,"
    1
","
7.5
    ",4
Inherit the Earth: Quest for the Orb,0,0,0,0
Insanity's Blade,0,"
    1
",0,0
Inside The Gear,0,0,0,0
Instant Dungeon!,0,"
    2
",0,0
Insurgency,74,"
    24
","
8.7
    ",550
International Snooker,0,"
    1
","
5.0
    ",4
Into Blue Valley,0,"
    2
",0,0
Into the Dark: Ultimate Trash Edition,0,"
    1
",0,0
iO,0,"
    1
",0,0
Ionball 2: Ionstorm,70,"
    4
","
6.3
    ",9
Iron Fisticle,0,"
    3
",0,0
Iron Soul,0,0,"
2.5
    ",8
Iron Storm,69,"
    16
","
5.6
    ",24
Isomer,0,0,0,0
It's A Wipe!,0,"
    1
",0,0
It's time to get out from the solar system,0,0,0,0
J.U.L.I.A.: Among the Stars,71,"
    9
","
7.6
    ",23
Jacob Jones and the Bigfoot Mystery : Episode 1,0,0,0,0
Jacob Jones and the Bigfoot Mystery : Episode 2,0,0,0,0
Jagged Alliance 1: Gold Edition,0,0,0,0
Jagged Alliance Flashback,52,"
    10
","
4.3
    ",75
Jamsouls,0,0,0,0
Jane Angel: Templar Mystery,0,0,0,0
Jazzpunk: Director's Cut,75,"
    43
","
7.7
    ",134
Jet Car Stunts,57,"
    9
","
7.4
    ",5
Jet Gunner,0,0,"
6.7
    ",6
Jets'n'Guns Gold,0,0,0,0
Joe Dever's Lone Wolf HD Remastered,78,"
    13
","
6.8
    ",21
Journal,59,"
    4
","
6.2
    ",10
Journey of the King,0,0,0,0
JUJU,65,"
    4
","
8.0
    ",6
KAMI,0,"
    2
","
7.7
    ",7
KAMUI,0,"
    1
",0,0
Karos,0,0,0,0
KEL Reaper of Entropy,0,0,0,0
Khet 2.0,0,0,0,0
Kick-Ass 2,0,"
    2
","
1.9
    ",15
KickBeat Steam Edition,66,"
    7
","
7.4
    ",14
Kill Fun Yeah,0,0,0,0
Kill The Bad Guy,62,"
    6
","
5.4
    ",9
Killer is Dead - Nightmare Edition,71,8,6.4,94
Killing Floor - Toy Master,0,0,0,0
Kinetic Void,0,"
    1
","
3.8
    ",5
Kingdom Elemental,0,0,0,0
Kingdom Rush,0,"
    2
","
8.5
    ",56
Kingdom Tales,0,"
    1
",0,0
Kingdom Tales 2,0,0,0,0
King's Bounty: Dark Side,73,"
    13
","
6.3
    ",70
Knightmare Tower,0,"
    1
","
5.8
    ",6
Konung 2,35,"
    4
","
6.8
    ",21
Konung 3: Ties of the Dynasty,0,0,"
5.7
    ",6
Koya Rift,0,0,0,0
Kraven Manor,58,"
    4
","
6.1
    ",16
Krita,0,0,0,0
Kromaia,68,"
    5
","
8.1
    ",7
KRUNCH,0,"
    1
",0,0
Ku: Shroud of the Morrigan,0,0,0,0
Lamia Must Die,0,0,0,0
Lands of Hope Redemption,0,0,0,0
Lantern Forge,0,"
    1
","
6.9
    ",19
LARA CROFT AND THE TEMPLE OF OSIRIS,73,"
    17
","
5.6
    ",59
Last Dream,0,0,"
8.1
    ",16
Last Inua,0,"
    1
",0,0
Last Knight: Rogue Rider Edition,0,"
    2
","
8.8
    ",4
Left in the Dark: No One on Board,0,0,0,0
Legend of Grimrock 2,85,"
    38
","
8.1
    ",354
Legends of Persia,0,"
    2
","
6.4
    ",15
Legions of Ashworld,0,"
    2
","
6.8
    ",4
Legionwood 2: Rise of the Eternal's Realm - Director's Cut,0,"
    1
",0,0
LEGO Batman3: Beyond Gotham,0,"
    3
","
6.9
    ",27
LEGO Pirates of the Caribbean: The Video Game,73,"
    11
","
6.9
    ",28
LEGO The Hobbit,68,6,6.9,8
Leona's Tricky Adventures,0,0,0,0
Lethal League,82,"
    11
","
7.7
    ",53
Let's Sing,0,0,0,0
Letter Quest: Grimm's Journey,73,"
    4
","
7.2
    ",13
LEVEL UP!,0,0,0,0
Leviathan: The Last Day of the Decade,0,0,"
8.9
    ",157
Lexica,0,0,0,0
Lichdom: Battlemage,69,"
    22
","
6.8
    ",172
Life Goes On: Done to Death,73,"
    17
","
7.2
    ",28
Life of Pixel,0,"
    2
","
5.2
    ",5
Lifeless Planet Premier Edition,59,"
    22
","
6.7
    ",128
Light,49,"
    21
","
5.1
    ",10
Lili: Child of Geos - Complete Edition,0,"
    2
","
6.7
    ",15
Line Of Defense Tactics - Tactical Advantage,47,"
    6
","
1.0
    ",61
Liquid Rhythm,0,0,0,0
LISA,78,"
    7
","
8.7
    ",101
liteCam Android: No Root Android Screen Recorder,0,0,0,0
liteCam Game: 100 FPS Game Capture,0,0,0,0
Litil Divil,0,0,0,0
Little Racers STREET,62,"
    5
","
6.8
    ",16
Loadout,72,"
    17
","
7.3
    ",445
LocoCycle,0,"
    3
","
5.9
    ",13
LogiGun,0,0,0,0
Logistics Company,0,"
    1
",0,0
Long Night,0,"
    1
","
2.6
    ",7
Lords of the Black Sun,0,"
    3
","
5.2
    ",10
Lords Of The Fallen,73,"
    36
","
6.9
    ",632
Lords of Xulima,71,"
    9
","
8.4
    ",167
Loren The Amazon Princess,0,"
    3
","
8.2
    ",13
Lost Chronicles of Zerzura,76,"
    9
","
6.9
    ",17
Lost Civilization,0,0,0,0
Lost Marbles,0,"
    3
",0,0
Lost Saga 0,0,1,6.5,11
LOVE,0,0,"
7.5
    ",4
Lovely Planet,61,"
    6
","
7.4
    ",23
Ludwig,0,0,0,0
LUFTRAUSERS,80,"
    45
","
6.8
    ",90
Lumino City,70,"
    16
","
7.6
    ",28
Luna: Shattered Hearts: Episode 1,0,0,0,0
Luxuria Superbia,0,"
    2
","
3.0
    ",6
LYNE,0,0,"
7.5
    ",22
Machines At War 3,0,"
    1
",0,0
Magic 2015 - Duels of the Planeswalkers,60,"
    25
","
3.2
    ",126
Magical Battle Festa,0,0,0,0
Magicians & Looters,0,0,0,0
Magicite,0,0,"
7.4
    ",30
Magicmaker,0,"
    1
",0,0
Magnetic By Nature,0,0,0,0
Magnifico,0,0,0,0
Majestic Nights,32,"
    5
","
3.5
    ",8
Major Mayhem,0,"
    1
","
8.0
    ",6
Major Stryker,0,0,0,0
Malevolence: The Sword of Ahkranox,0,0,0,0
Man in a Maze: Deathmatch,0,"
    1
",0,0
Manga Maker Comipo,0,0,0,0
Manhunter,0,"
    2
","
3.8
    ",8
Marauder,0,0,0,0
Marine Sharpshooter II: Jungle Warfare,52,"
    6
","
4.1
    ",13
Mars Colony:Challenger,0,0,0,0
Martial Arts: Capoeira,0,0,0,0
Marvin's Mittens,0,"
    3
","
8.5
    ",4
Mashed,0,0,"
8.0
    ",11
Masters of the World - Geopolitical Simulator 3,0,0,0,0
Math Rescue,0,0,0,0
Mathoria: It All Adds Up,0,0,0,0
Mavis Beacon Teaches Typing Family Edition,0,0,0,0
Max Gentlemen,0,0,0,0
Max: The Curse of Brotherhood,0,"
    3
","
7.5
    ",29
May's Mysteries: The Secret of Dragonville,0,"
    1
",0,0
McDROID,0,"
    3
","
7.3
    ",4
Meadowland,0,0,0,0
Mecha Ace,0,0,0,0
Mechanic Escape,0,"
    2
","
6.7
    ",13
Mega Coin Squad,56,"
    4
",0,0
Melissa K. and the Heart of Gold Collector's Edition,0,0,"
6.4
    ",7
Meltdown,0,0,"
6.3
    ",6
Memento Mori 2,0,0,0,0
Memories of a Vagabond,0,0,"
4.8
    ",5
Men of War: Assault Squad 2,68,"
    17
","
6.3
    ",114
Mercenary Kings: Reloaded Edition,0,"
    1
",0,0
Merchants of Kaidan,0,0,"
5.6
    ",20
Meridian: New World,43,"
    4
","
6.6
    ",14
Metal Dead,71,"
    4
","
6.3
    ",9
METAL GEAR RISING: REVENGEANCE,83,"
    27
","
7.9
    ",718
METAL GEAR SOLID V: GROUND ZEROES,80,"
    20
","
7.6
    ",444
Metal Planet,0,0,0,0
METAL SLUG 3,0,0,"
7.1
    ",49
METAL SLUG X,0,0,"
7.5
    ",17
Metro 2033 Redux,90,"
    5
","
8.3
    ",697
Metro: Last Light Redux,76,"
    5
","
8.2
    ",279
Metrocide,68,"
    6
",0,0
Micron,0,0,0,0
Microsoft Flight Simulator X: Steam Edition,80,"
    28
","
7.6
    ",103
Middle-earth: Shadow of Mordor,84,"
    17
","
7.9
    ",1898
Midnight Mysteries: Witches of Abraham - Collector's Edition,0,0,0,0
Might & Magic X - Legacy,71,"
    44
","
7.3
    ",328
Miko Gakkou: Second Year,0,0,0,0
Millennium - A New Hope,0,1,5.9,79
Millennium 2 - Take Me Higher,0,0,"
8.6
    ",29
Millennium 3 - Cry Wolf,0,0,8.9,33
Millennium 4 - Beyond Sunset,0,0,"
8.8
    ",26
Millennium 5 - The Battle of the Millennium,0,0,0,0
Millie,0,0,"
4.8
    ",4
Millionaire Manor,0,0,0,0
MIND: Path to Thalamus Enhanced Edition,75,"
    18
","
6.8
    ",84
Minimum,69,"
    11
","
6.5
    ",13
Mining & Tunneling Simulator,0,0,0,0
Mining Industry Simulator,0,0,0,0
Mirror Mysteries,0,0,0,0
Mirror Mysteries 2,0,0,0,0
Miscreated,0,0,0,0
Mission Control: NanoMech,0,0,0,0
Mitsurugi Kamui Hikae,0,0,"
6.9
    ",23
MODO indie 901,0,0,0,0
Moebius: Empire Rising,54,"
    40
","
6.2
    ",119
Momodora III,0,0,"
8.0
    ",7
Monochroma,55,"
    27
","
6.9
    ",117
Monomino,0,0,0,0
Monster Bash,0,0,0,0
Monster Challenge Circus,0,0,0,0
Monsters Ate My Birthday Cake,0,"
    3
",0,0
Monstro: Battle Tactics,0,0,0,0
Montas,0,0,"
5.5
    ",4
Monuments of Mars,0,0,0,0
MoonBase Commander,77,"
    13
","
6.9
    ",9
Moonlight Minions,0,0,0,0
Moorhuhn / Crazy Chicken Tales,0,0,0,0
Moorhuhn: Tiger and Chicken,0,0,0,0
Morphopolis,0,"
    2
","
6.5
    ",14
Moto Racer Collection,0,0,0,0
MotoGP14,76,"
    5
","
2.6
    ",24
MotoGP14 Compact,0,0,0,0
Motorama,0,0,0,0
Motorcycle Club,0,0,"
1.8
    ",8
Motte Island,0,0,"
3.8
    ",4
Mount Your Friends,0,"
    2
","
7.4
    ",19
Mountain,0,"
    1
","
5.2
    ",21
MouseCraft,72,"
    16
","
6.8
    ",26
Movie Studio Boss: The Sequel,0,0,0,0
Mr. Bree+,0,"
    1
","
6.4
    ",5
Muffin Knight,0,0,0,0
Munich Bus Simulator,0,0,0,0
Munin,68,"
    14
","
6.8
    ",13
Murder Miners,0,0,"
7.4
    ",11
Murdered: Soul Suspect,59,"
    22
","
7.3
    ",424
MXGP - The Official Motocross Videogame,0,"
    3
","
6.4
    ",11
MXGP - The Official Motocross Videogame Compact,0,0,0,0
My Best Friends - Cats & Dogs,0,0,0,0
My Ex-Boyfriend the Space Tyrant,0,"
    1
","
3.3
    ",7
My Lands: Black Gem Hunting,0,0,0,0
My Pet Hotel,0,0,0,0
My Pet Hotel 2,0,0,0,0
My Riding Stables: Life with Horses,0,0,0,0
My Riding Stables: Your Horse world,0,0,0,0
My Vet Practice - In the Country,0,0,0,0
Mystery Expedition: Prisoners of Ice,0,0,0,0
Mystic Towers,0,0,0,0
Mythos: The Beginning - Director's Cut,0,0,0,0
Myths Of Orion: Light From The North,0,0,0,0
NaissanceE,66,"
    12
","
7.0
    ",49
0M,0,0,0,0
Namariel Legends: Iron Lord Premium Edition,0,0,0,0
Nameless ~The one thing you must recall~,0,2,0,0
Nanofights,0,0,0,0
0RUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,61,"
    4
","
6.6
    ",86
National Zombie Park,0,"
    1
",0,0
Near Impact,0,0,0,0
Nearwood - Collector's Edition,0,0,0,0
Necronomicon: The Dawning of Darkness,0,0,0,0
NEKOPARA Vol. 1,0,"
    2
","
7.0
    ",58
NEO Scavenger,77,"
    7
","
7.7
    ",58
Neocolonialism,0,0,0,0
NEStalgia,0,"
    1
","
4.5
    ",11
Nether: Resurrected,57,"
    7
","
4.6
    ",118
Never Alone (Kisima Ingitchuna),72,30,6.3,91
Neverending Nightmares,68,"
    21
","
7.1
    ",91
New York Bus Simulator,0,0,0,0
Nicolas Eymerich - The Inquisitor - Book 1 : The Plague,0,"
    1
",0,0
Nicole,0,"
    1
",0,0
Nidhogg,81,"
    43
","
6.8
    ",144
Nightmares from the Deep 2: The Siren's Call,0,0,"
7.6
    ",8
Nightmares from the Deep: The Cursed Heart,0,0,"
6.7
    ",10
Ninja Cats vs Samurai Dogs,0,"
    1
",0,0
NOBU0GA'S AMBITION: Souzou (Traditional Chinese version),0,0,0,0
Noir Syndrome,0,"
    1
","
7.6
    ",5
NoLimits 2 Roller Coaster Simulation,0,"
    1
","
8.3
    ",4
Northmark: Hour of the Wolf,0,"
    1
",0,0
Nosferatu: The Wrath of Malachi,70,"
    26
","
7.5
    ",44
Nostradamus: The Last Prophecy,70,"
    10
","
5.9
    ",8
NS2: Combat,0,0,0,0
Numba Deluxe,0,0,0,0
Nux,0,0,0,0
Oblivious Garden ~Carmina Burana,0,0,0,0
Obludia,0,0,0,0
Obscure,63,"
    21
","
7.7
    ",52
Obscure II (Obscure: The Aftermath),59,"
    10
","
7.5
    ",30
OCEAN CITY RACING: Redux,0,"
    1
","
6.4
    ",5
Octodad: Dadliest Catch,69,"
    44
","
7.6
    ",222
Of Guards And Thieves,0,0,0,0
Oknytt,61,"
    4
","
7.6
    ",24
OlliOlli,78,"
    12
","
6.7
    ",28
OMG Zombies!,0,"
    3
","
5.2
    ",5
One Day For Ched,0,0,"
5.3
    ",8
One Finger Death Punch,0,"
    3
","
8.6
    ",122
One Late Night: Deadline,0,"
    1
","
3.7
    ",7
One Way Heroics,0,"
    3
","
7.5
    ",26
Oniken: Unstoppable Edition,0,2,6.9,21
Only If,39,"
    4
","
5.6
    ",57
ORB,68,"
    13
",0,0
Orbital Gear,59,"
    6
","
6.9
    ",9
Orborun,0,"
    3
",0,0
Orc Attack: Flatulent Rebellion,0,"
    3
",0,0
Organic Panic,0,0,0,0
Original War,61,"
    9
","
8.8
    ",71
OTTTD,0,"
    2
",0,0
Our Darker Purpose,74,"
    4
","
7.0
    ",23
Outcast 1.1,0,0,0,0
Outland,83,"
    8
","
7.3
    ",52
Over The Void,0,0,0,0
Overcast - Walden and the Werewolf,0,"
    1
","
5.3
    ",11
Pacific Liberation Force,0,0,0,0
PAC-MAN MUSEUM,0,0,"
5.2
    ",5
Paganitzu,0,0,0,0
Pajama Sam 2: Thunder And Lightning Aren't So Frightening,0,0,0,0
Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,0,0,0,0
Pajama Sam 4: Life Is Rough When You Lose Your Stuff!,0,0,0,0
Pajama Sam: Games to Play on Any Day,0,0,0,0
Pajama Sam: No Need to Hide When It's Dark Outside,0,0,0,0
Pajama Sam's Lost & Found,0,0,0,0
Pajama Sam's Sock Works,0,0,0,0
Pandora: First Contact,68,"
    12
","
7.4
    ",51
Panzer Corps,80,"
    12
","
7.5
    ",75
Panzer Elite Action Gold Edition,0,0,0,0
Panzer Tactics HD,69,"
    11
",0,0
Paper Monsters Recut,0,"
    1
",0,0
Paper Sorcerer,73,"
    7
","
6.7
    ",33
Paradigm Shift,0,0,0,0
Paranautical Activity: Deluxe Atonement Edition,0,2,6.8,32
Paranormal State: Poison Spring,0,0,"
6.8
    ",4
Parkan 2,0,0,"
6.1
    ",8
Particulars,74,"
    5
",0,0
Passing Pineview Forest,0,0,0,0
Pe-2: Dive Bomber,0,0,0,0
Perimeter,77,"
    39
","
7.6
    ",34
Perimeter: Emperor's Testament,72,"
    15
",0,0
Perpetuum,0,0,"
8.3
    ",10
Pharaoh's Tomb,0,0,0,0
Philia : the Sequel to Elansar,0,0,0,0
Phoenix Force,0,0,0,0
Pier Solar and the Great Architects,73,"
    4
","
6.6
    ",16
Pilot Brothers,0,0,"
8.3
    ",4
Pilot Brothers 2,0,0,0,0
Pineview Drive,58,"
    5
","
5.7
    ",21
Pirate Hell,0,0,0,0
Pitiri 1977,0,0,0,0
Pivvot,0,0,0,0
Pixel Boy and the Ever Expanding Dungeon,0,"
    3
",0,0
Pixel Hunter,0,"
    1
","
4.0
    ",5
Pixel Piracy,0,0,"
6.7
    ",84
Pixel Puzzles: Japan,0,0,"
5.4
    ",10
Pixel Puzzles: UndeadZ,0,2,4.1,7
Planet Alcatraz,0,0,"
6.8
    ",10
Planet Stronghold,0,0,"
7.0
    ",5
planetarian ~the reverie of a little planet~,0,"
    2
","
7.7
    ",16
Platformines,67,"
    10
","
7.0
    ",5
Platypus,0,0,0,0
Platypus II,0,0,0,0
Point Perfect,0,"
    1
",0,0
Polarity,0,"
    1
","
4.6
    ",8
Poltergeist: A Pixelated Horror,70,"
    4
",0,0
POP: Methodology Experiment One,0,0,0,0
Post Master,0,"
    2
",0,0
Potatoman Seeks the Troof,0,"
    1
","
5.8
    ",4
Power-Up,0,0,"
4.0
    ",4
Pox Nora,0,"
    1
","
7.9
    ",7
Praetorians,78,"
    23
","
7.7
    ",44
Prelogate,0,0,0,0
Pressured,0,0,0,0
Pretentious Game,0,0,0,0
Prime World,65,"
    6
","
7.0
    ",68
Princess Isabella,0,0,0,0
Princess Isabella - Return of the Curse,0,0,0,0
Princess Remedy in a World of Hurt,0,0,"
7.6
    ",7
Pro Cycling Manager 2014,67,"
    11
","
6.5
    ",6
Pro Rugby Manager 2015,0,"
    2
",0,0
Pro Wrestling X,0,0,0,0
Probability 0,0,"
    1
",0,0
Probably Archery,0,"
    2
","
4.3
    ",7
Procyon,0,0,0,0
Professor Teaches Photoshop Creative Cloud,0,0,0,0
Project Root,0,"
    1
",0,0
Project Temporality,58,"
    6
",0,0
Prophour23,0,"
    1
",0,0
Proxy Blade Zero,0,0,0,0
Psichodelya,0,0,0,0
Psy High,0,0,0,0
Pulstar,0,"
    2
","
5.0
    ",4
Pure Pool,68,"
    6
","
6.9
    ",11
Putt-Putt and Fatty Bear's Activity Pack,0,0,0,0
Putt-Putt and Pep's Balloon-o-Rama,0,0,0,0
Putt-Putt and Pep's Dog on a Stick,0,0,0,0
Putt-Putt Enters the Race,0,0,0,0
Putt-Putt Goes to the Moon,0,0,0,0
Putt-Putt Joins the Circus,0,0,0,0
Putt-Putt Joins the Parade,0,"
    1
",0,0
Putt-Putt Saves The Zoo,0,0,0,0
Putt-Putt Travels Through Time,0,0,0,0
Putt-Putt: Pep's Birthday Surprise,0,0,0,0
Pyrite Heart,0,"
    1
",0,0
Q*bert: Rebooted,0,0,0,0
Q.U.B.E: Director's Cut,0,"
    1
","
7.0
    ",20
Qbeh-1: The Atlas Cube,72,"
    5
","
7.8
    ",9
QbQbQb,0,0,0,0
Qora,63,"
    4
",0,0
QP Shooting - Dangerous!!,0,"
    1
",0,0
Quake Live,0,"
    1
","
8.2
    ",86
QUALIA 3: Multi Agent,0,0,0,0
Quantum Flux,0,0,0,0
Quantum Rush Champions,0,"
    2
",0,0
Quest for Infamy,63,"
    9
","
7.4
    ",36
Quest of Dungeons,0,"
    3
","
6.4
    ",10
QuestRun,0,"
    3
","
5.2
    ",5
Qvadriga,72,"
    5
","
4.7
    ",13
Rabbit Hole 3D: Steam Edition,0,0,0,0
Race To Mars,0,0,0,0
Racer 8,0,0,"
6.0
    ",9
Radiant Defense,0,0,0,0
RADical ROACH Remastered,0,"
    1
","
6.5
    ",11
Rage Runner,0,0,0,0
Raiden III Digital Edition,0,"
    1
",0,0
