X.,Game,Release.date,Price,Score.rank,Userscore...Metascore,Owners,Playtime,Median,Developer.s,Publisher.s
397,QUALIA 3: Multi Agent,18-Apr-14,4.99,NA,N/A,"0?..?20,000",00:00,00:00,"Shindenken, EXTREME","Degica, MASAYA GAMES"
409,Altitude0: Lower & Faster,14-Sep,18.99,0.33,70,"0?..?20,000",00:00,00:00,Gugila,Gugila
415,Ilamentia,25-Nov-14,2.99,0.33,70,"0?..?20,000",00:00,00:00,Anthony Case,Caiysware
416,Draconian Wars,28-Aug-14,5.99,NA,N/A,"0?..?20,000",00:00,00:00,Kardfy Studios,Kardfy Studios
419,Space Warp,4-Nov-14,4.99,NA,N/A,"0?..?20,000",00:00,00:00,Mind Crew,Mind Crew
423,Corto Maltese - Secrets of Venice,4-Dec-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,Kids up hill,"BulkyPix, Plug In Digital"
430,Colonies Online,1-May-14,14.99,0.03,28,"0?..?20,000",00:00,00:00,Iron Bit,Iron Bit
432,Volo Airsport,4-Dec-14,0.99,0.21,61,"0?..?20,000",00:00,00:00,Ramjet Anvil,Ramjet Anvil
433,liteCam HD 5.0: Screen/Stream Capture,27-May-14,19.99,0.08,45,"0?..?20,000",00:00,00:00,Rsupport Inc.,Rsupport Inc.
434,Burning Cars,31-Jan-14,5.99,NA,N/A,"0?..?20,000",00:00,00:00,Polynetix Studio,Polynetix Studio
438,Magnetic By Nature,10-Nov-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,Team Tripleslash,Team Tripleslash
439,CubeZ,1-Dec-14,7.99,NA,N/A,"0?..?20,000",00:00,00:00,Imaekgames [Imaek Limited],Indie Developer
442,Dream Tale,16-Dec-14,4.99,NA,N/A,"0?..?20,000",00:00,00:00,Green Lava Studios,Strategy First
444,Elminage Gothic,18-Sep-14,9.99,0.21,61,"0?..?20,000",00:00,00:00,Starfish-SD Inc,Ghostlight LTD
445,Zero Point,28-Oct-14,NA,0.1,47,"0?..?20,000",00:00,00:00,Condition One,Condition One
449,Toxic Bunny HD,18-Jul-14,5.99,NA,N/A,"0?..?20,000",00:00,00:00,Celestial Games,Celestial Games
460,Pe-2: Dive Bomber,6-Aug-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,Polynetix Studio,Polynetix Studio
463,Rise of Prussia Gold,7-May-14,19.99,NA,N/A,"0?..?20,000",00:00,00:00,Ageod,Slitherine Ltd.
466,Cargo 3,8-Dec-14,4.99,0.02,22,"0?..?20,000",00:00,00:00,Vinci Games,Vinci Games
467,The Abbey,15-Jul-14,19.99,NA,N/A,"0?..?20,000",00:00,00:00,Crimson Cow,Strategy First
472,Extreme Roads USA,6-Jun-14,9.99,0.01,6,"0?..?20,000",00:00,00:00,United Independent Entertainment GmbH,United Independent Entertainment GmbH
475,Indie Graphics Bundle - Royalty 0 Sprites,6-May-14,24.99,NA,N/A,"0?..?20,000",00:00,00:00,Roencia,Roencia Game Creators
476,Masters of the World - Geopolitical Simulator 3,5-Feb-14,34.99,0.07,41,"0?..?20,000",00:00,00:00,Eversim,Eversim
477,Meadowland,22-Oct-14,3.99,NA,N/A,"0?..?20,000",00:00,00:00,MÃ¥rten Jonsson,AGM PLAYISM
479,Trace Vector,19-Aug-14,6.99,NA,N/A,"0?..?20,000",00:00,00:00,Vexel Games,Vexel Games
480,Man in a Maze: Deathmatch,16-Oct-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,SmallGreenHill,SmallGreenHill
485,Sprite Lamp,25-Sep-14,34.99,NA,N/A,"0?..?20,000",00:00,00:00,Snake Hill Games,Snake Hill Games
486,AutoTileGen,9-Jul-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,Pixelatto,Pixelatto
489,7th Legion,23-Oct-14,6.99,0.25,65,"0?..?20,000",00:00,00:00,"Epic MegaGames, Vision Software","Retroism, Nightdive Studios"
490,The Witch's Yarn,3-Apr-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,Mousechief,Mousechief
491,Fading Hearts,5-Feb-14,14.99,0.24,64,"0?..?20,000",00:00,00:00,Sakura River Interactive,Sakura River Interactive
493,Princess Isabella - Return of the Curse,15-Apr-14,4.99,0.6,84,"0?..?20,000",00:00,00:00,Gogii Games,Strategy First
500,Pro Wrestling X,18-Nov-14,9.99,0.18,59,"0?..?20,000",00:00,00:00,Wrestling Gamers United,Wrestling Gamers United
501,Lost Marbles,30-May-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,Binary Takeover,Binary Takeover
502,Near Impact,16-Sep-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,Sonalysts Combat Simulations,Strategy First
507,Miko Gakkou: Second Year,13-Nov-14,5.99,NA,N/A,"0?..?20,000",00:00,00:00,xinoro,xinoro
509,Gates of Horizon,18-Dec-14,0,0.3,68,"0?..?20,000",00:00,00:00,Hex Keep,Hex Keep
513,Saints Row IV: Game of the Century Edition,15-Jul-14,19.99,NA,N/A,"0?..?20,000",00:00,00:00,Deep Silver Volition,Deep Silver
517,Triblaster,1-Jul-14,0.99,NA,N/A,"0?..?20,000",00:00,00:00,"oeFun, Inc.","oeFun, Inc."
524,Alcatraz Builder,24-Oct-14,4.99,NA,N/A,"0?..?20,000",00:00,00:00,Little World Studio,Games For All
527,Choice of the Deathless,29-Aug-14,4.99,0.87,93,"0?..?20,000",00:00,00:00,Choice of Games,Choice of Games
528,Dark Horizons: Mechanized Corps,22-Jul-14,14.99,0.28,67,"0?..?20,000",00:00,00:00,"Max Gaming Technologies, LLC","Max Gaming Technologies, LLC"
529,Baron Wittard: Nemesis of Ragnarok,24-Apr-14,7.99,NA,N/A,"0?..?20,000",00:00,00:00,Wax Lyrical Games,Wax Lyrical Games
533,Ground Pounders,15-Jul-14,4.99,NA,N/A,"0?..?20,000",00:00,00:00,Kerberos Productions Inc.,Kerberos Productions Inc.
540,Vampires: Guide Them to Safety!,22-Oct-14,4.99,NA,N/A,"0?..?20,000",00:00,00:00,CBE software s.r.o.,CBE software s.r.o.
541,CardFile3D,1-Oct-14,3.99,NA,N/A,"0?..?20,000",00:00,00:00,Studio V5,Studio V5
545,Jacob Jones and the Bigfoot Mystery : Episode 2,23-Sep-14,3.99,NA,N/A,"0?..?20,000",00:00,00:00,Lucid Games Ltd,Lucid Games Ltd
549,Montas,24-Mar-14,9.99,0.08,43,"0?..?20,000",00:00,00:00,Organic Humans,Organic Humans
552,World of Subways 1 ??The Path,5-Nov-14,9.99,0.15,55,"0?..?20,000",00:00,00:00,TML-Studios,Aerosoft GmbH
556,Demonlisher,16-Sep-14,4.99,NA,N/A,"0?..?20,000",00:00,00:00,Brain Bombers,Strategy First
559,Robin's Quest,17-Apr-14,4.99,0.6,84,"0?..?20,000",00:00,00:00,Gogii Games,Strategy First
564,CRYENGINE - Wwise Project DLC,7-Oct-14,0,NA,N/A,"0?..?20,000",00:00,00:00,Crytek,Crytek
569,Iron Fisticle,16-Sep-14,8.99,0.71,88,"0?..?20,000",00:00,00:00,Confused Pelican,Curve Digital
571,Princess Isabella,15-Apr-14,4.99,0.41,75,"0?..?20,000",00:00,00:00,Gogii Games,Strategy First
573,Hangeki,11-Aug-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,Pentavera,Pentavera
577,Ski-World Simulator,18-Nov-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,United Independent Entertainment GmbH,United Independent Entertainment GmbH
581,East Tower - Kurenai,11-Mar-14,14.99,NA,N/A,"0?..?20,000",00:00,00:00,roseVeRte,roseVeRte
585,Heroes Rise: HeroFall,11-Jul-14,3.99,0.84,92,"0?..?20,000",00:00,00:00,Choice of Games,Choice of Games
586,IHF Handball Challenge 12,21-Mar-14,2.99,0.17,58,"0?..?20,000",00:00,00:00,Neutron Games,Libredia
587,Tail Drift,29-Oct-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,Attract Mode Games,Right Pedal Studios
591,Brink of Consciousness: The Lonely Hearts Murders,24-Nov-14,9.99,0.63,85,"0?..?20,000",00:00,00:00,MagicIndie,Plug In Digital
592,Recruits,31-Jul-14,9.99,0.02,24,"0?..?20,000",00:00,00:00,"QUByte Interactive, Commotion Games Pty Ltd",Commotion Games Pty Ltd
596,D.W.A.R.F.S.,20-Mar-14,5.99,NA,N/A,"0?..?20,000",00:00,00:00,ZSK Progres s.c.,Strategy First
599,Gridiron Solitaire,21-Jan-14,7.99,0.45,77,"0?..?20,000",00:00,00:00,Bill and Eli Productions,Bill and Eli Productions
600,4x4 Dream Race,15-Jul-14,4.99,NA,N/A,"0?..?20,000",00:00,00:00,Dream Up,Strategy First
602,BorderZone,23-Apr-14,2.99,0.15,55,"0?..?20,000",00:00,00:00,"Saturn-plus, Orion",1C Entertainment
606,Roadside Assistance Simulator,25-Sep-14,9.99,0.06,39,"0?..?20,000",00:00,00:00,Fragment Production Ltd,rondomedia GmbH
607,Zen Fish SIM,18-Sep-14,NA,NA,N/A,"0?..?20,000",00:00,00:00,Irongames Studio,KISS ltd
611,Rugby Union Team Manager 2015,3-Dec-14,19.99,0.12,51,"0?..?20,000",00:00,00:00,Alternative Software Ltd,Alternative Software Ltd
612,Disney?¢Pixar Cars Toon: Mater's Tall Tales,6-Oct-14,19.99,NA,N/A,"0?..?20,000",00:00,00:00,Papaya Studio,Disney Interactive
613,Gun Wings,3-Mar-14,3.99,0.56,82,"0?..?20,000",00:00,00:00,"Mercury Stone, Angels Blue Digital Entertainment, DigitalEZ",DigitalEZ
615,The Good Life,21-Nov-14,9.99,0.12,51,"0?..?20,000",00:00,00:00,immersionFX,Iceberg Interactive
617,Jamsouls,21-Aug-14,3.99,0.11,50,"0?..?20,000",00:00,00:00,Chromatic Dream,Chromatic Dream
624,Deep Eclipse: New Space Odyssey,28-Oct-14,5.99,NA,N/A,"0?..?20,000",00:00,00:00,Ultravision Interactive,Immanitas Entertainment GmbH
626,Deadnaut,8-Dec-14,9.99,0.36,72,"0?..?20,000",00:00,00:00,Screwfly Studios,Screwfly Studios
628,Civil War II,3-Jul-14,39.99,0.43,76,"0?..?20,000",00:00,00:00,Ageod,Slitherine Ltd.
629,Club Manager 2015,4-Dec-14,9.99,0.07,42,"0?..?20,000",00:00,00:00,BigBlaze Games,2tainment GmbH
630,Squirt's Adventure,5-Mar-14,0.99,NA,N/A,"0?..?20,000",00:00,00:00,The Dept of Silly Stuff,The Dept of Silly Stuff
638,Heldric - The legend of the shoemaker,17-Apr-14,8.99,NA,N/A,"0?..?20,000",00:00,00:00,Astral Byte Ltd.,Astral Byte Ltd.
642,White Haven Mysteries,17-Apr-14,4.99,0.12,51,"0?..?20,000",00:00,00:00,Gogii Games,Strategy First
646,Disney Tangled,6-Oct-14,19.99,NA,N/A,"0?..?20,000",00:00,00:00,Planet Moon Studios,Disney Interactive
649,Fireworks Simulator,26-Nov-14,9.99,0.12,51,"0?..?20,000",00:00,00:00,Reality Twist GmbH,rondomedia GmbH
650,Deadlock II: Shrine Wars,23-Oct-14,6.99,NA,N/A,"0?..?20,000",00:00,00:00,"Cyberlore Studios, Inc., Accolade","Retroism, Nightdive Studios"
652,EPOCH,5-Jun-14,1.99,NA,N/A,"0?..?20,000",00:00,00:00,Uppercut Games Pty Ltd,Uppercut Games Pty Ltd
653,SilverQuest: Gaiden,29-Dec-14,5.99,NA,N/A,"0?..?20,000",00:00,00:00,Wolfgame,Wolfgame
656,Appointment With FEAR,26-Aug-14,4.99,0.23,63,"0?..?20,000",00:00,00:00,Tin Man Games,Tin Man Games
657,Wing IDE 5,30-Apr-14,79.99,NA,N/A,"0?..?20,000",00:00,00:00,Wingware,Wingware
662,Another Star,20-Mar-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,Vision Riders Entertainment,Vision Riders Entertainment
663,Q*bert: Rebooted,7-Jul-14,NA,0.21,61,"0?..?20,000",00:00,00:00,"Sideline Amusements, Gonzo Games","Sideline Amusements, Gonzo Games"
665,European Fishing,20-Nov-14,2.99,NA,N/A,"0?..?20,000",00:00,00:00,Funky Logic Studios,Libredia
669,Empress Of The Deep 2: Song Of The Blue Whale,8-May-14,4.99,0.49,79,"0?..?20,000",00:00,00:00,Gogii Games,Strategy First
670,Dangerous,16-Dec-14,19.99,NA,N/A,"0?..?20,000",00:00,00:00,Binary Helix,XP
672,Nicole,25-Jul-14,18.99,0.49,79,"0?..?20,000",00:00,00:00,Winter Wolves,Winter Wolves
673,G-Ball,28-May-14,0.99,0.02,22,"0?..?20,000",00:00,00:00,Genee Network,Genee Network
676,The House,1-Jul-14,4.99,0.04,33,"0?..?20,000",00:00,00:00,Konsordo,Konsordo
677,Mission Control: NanoMech,17-Dec-14,8.99,NA,N/A,"0?..?20,000",00:00,00:00,WisdomTools,WisdomTools
681,Aviator - Bush Pilot,4-Nov-14,9.99,0.01,9,"0?..?20,000",00:00,00:00,Netmin Games,United Independent Entertainment GmbH
684,Neocolonialism,1-Dec-14,2.99,NA,N/A,"0?..?20,000",00:00,00:00,"Subaltern Games, LLC","Subaltern Games, LLC"
690,Driving School Simulator,25-Sep-14,14.99,0.02,20,"0?..?20,000",00:00,00:00,Ovilex Software,United Independent Entertainment GmbH
691,Mystery Expedition: Prisoners of Ice,18-Feb-14,6.99,NA,N/A,"0?..?20,000",00:00,00:00,Lazy Turtle Games,Tri Synergy
700,KRUNCH,19-Mar-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,LeGrudge & Rugged,LeGrudge & Rugged
702,Ghostship Aftermath,18-Jul-14,9.99,0.05,37,"0?..?20,000",00:00,00:00,MAG Studios,MAG Studios
703,Tesla Breaks the World!,26-Nov-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,Archetype Global,Archetype Global
704,Always Remember Me,18-Apr-14,17.99,0.16,56,"0?..?20,000",00:00,00:00,Winter Wolves,Winter Wolves
705,Stained,10-Jul-14,1.99,NA,N/A,"0?..?20,000",00:00,00:00,RealAxis Software,RealAxis Software
708,Woah Dave!,30-Oct-14,4.99,0.43,76,"0?..?20,000",00:00,00:00,MiniVisions,Choice Provisions
710,The Memory of Eldurim,7-Feb-14,0.99,0.06,40,"0?..?20,000",00:00,00:00,Liminal Games,Liminal Games
712,CoH 2 - The Western Front Armies: Oberkommando West,23-Jun-14,12.99,NA,N/A,"0?..?20,000",00:00,00:00,"Relic Entertainment, Feral Interactive,Mac, Feral Interactive,Linux","SEGA, Feral Interactive,Mac, Feral Interactive,Linux"
713,Dwelvers,11-Sep-14,14.99,0.28,67,"0?..?20,000",00:00,00:00,Rasmus Ljunggren,Dancing Devils
715,The Curse of the Werewolves,1-Sep-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,Nordcurrent,Nordcurrent
718,Ninja Cats vs Samurai Dogs,21-Feb-14,4.99,NA,N/A,"0?..?20,000",00:00,00:00,Eutechnyx,Eutechnyx
722,Children of Liberty,18-Apr-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,Lantana Games,Lantana Games
725,6180 the moon,19-Sep-14,3.99,0.84,92,"0?..?20,000",00:00,00:00,"Turtle Cream, PokPoong Games",Turtle Cream
727,Koya Rift,27-Oct-14,2.99,NA,N/A,"0?..?20,000",00:00,00:00,Zach Kehs,SunnyKatt
Zach Kehs,SunnyKatt,,NA,NA,,,,,,
734,Dokuro,8-Dec-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,"GAME ARTS Co., Ltd.","GungHo Online Entertainment America, Inc."
735,Anmynor Puzzles,20-Mar-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,Pyxel Arts,Strategy First
737,Heileen 3: New Horizons,17-Jul-14,24.99,0.53,81,"0?..?20,000",00:00,00:00,Winter Wolves,Winter Wolves
738,Snowcat Simulator,26-Nov-14,7.99,NA,N/A,"0?..?20,000",00:00,00:00,United Independent Entertainment GmbH,United Independent Entertainment GmbH
741,World Of Leaders,17-Dec-14,4.99,0.02,15,"0?..?20,000",00:00,00:00,Eversim,Eversim
744,Hollow's Land,23-Dec-14,NA,NA,N/A,"0?..?20,000",00:00,00:00,sxpenx,sxpenx
745,Foosball - Street Edition,16-Apr-14,4.99,0.16,56,"0?..?20,000",00:00,00:00,"Yuisy, Exkee",Yuisy
747,Cinemaware Anthology: 1986-1991,14-Nov-14,9.99,0.53,81,"0?..?20,000",00:00,00:00,Cinemaware,Cinemaware
753,Epic Space,8-May-14,24.99,0.02,18,"0?..?20,000",00:00,00:00,The Alpha Company,The Alpha Company
757,Bliss,8-Dec-14,4.99,NA,N/A,"0?..?20,000",00:00,00:00,Oruji Productions,Oruji Productions
758,Mythos: The Beginning - Director's Cut,27-Oct-14,5.99,0.3,68,"0?..?20,000",00:00,00:00,Dark Gaia Studios,Degica
759,Monomino,3-Oct-14,NA,NA,N/A,"0?..?20,000",00:00,00:00,NYP,Degica
768,1HEART,13-Oct-14,9.99,0.31,69,"0?..?20,000",00:00,00:00,Chicken in The Corn,Chicken in The Corn
769,Voice of Pripyat,19-Nov-14,6.99,0.13,53,"0?..?20,000",00:00,00:00,Slav Pankratov,Slav Pankratov
770,Road Works,15-Feb-14,7.99,NA,N/A,"0?..?20,000",00:00,00:00,TaxSoft,TaxSoft
773,Calibre 10 Racing,26-Mar-14,1.99,0.11,50,"0?..?20,000",00:00,00:00,Bongfish GmbH,Bongfish GmbH
774,Flyhunter Origins,10-Dec-14,3.99,NA,N/A,"0?..?20,000",00:00,00:00,Steel Wool Games,Ripstone
778,Hell,13-Nov-14,29.99,NA,N/A,"0?..?20,000",00:00,00:00,Hunted Cow Studios,Slitherine Ltd.
780,Mirror Mysteries 2,10-Apr-14,4.99,0.13,53,"0?..?20,000",00:00,00:00,Gogii Games,Strategy First
781,SPORT1 Live : Duel,30-May-14,4.99,NA,N/A,"0?..?20,000",00:00,00:00,Sport1 GmbH,Sport1 GmbH
783,Disney Winnie the Pooh,6-Oct-14,5.99,0.71,88,"0?..?20,000",00:00,00:00,Disney Interactive,Disney Interactive
786,Task Force 1942: Surface Naval Action in the South Pacific,6-Nov-14,6.99,NA,N/A,"0?..?20,000",00:00,00:00,"MicroProse Software, Inc","Retroism, Nightdive Studios"
789,Advanced Tactics Gold,15-Aug-14,29.99,0.58,83,"0?..?20,000",00:00,00:00,VR Designs,Slitherine Ltd.
790,Thieves' Gambit: The Curse of the Black Cat,17-Oct-14,2.99,NA,N/A,"0?..?20,000",00:00,00:00,Choice of Games,Choice of Games
793,Pro Rugby Manager 2015,18-Sep-14,9.99,0.02,19,"0?..?20,000",00:00,00:00,Cyanide,505 Games
794,CRYENGINE - Sample Assets,6-Jun-14,0,NA,N/A,"0?..?20,000",00:00,00:00,Crytek,Crytek
795,Winged Sakura: Mindy's Arc,7-Nov-14,14.99,0.63,85,"0?..?20,000",00:00,00:00,WINGED SAKURA GAMES,WINGED SAKURA GAMES
797,LogiGun,22-Jul-14,4.99,0.77,90,"0?..?20,000",00:00,00:00,Alfred Lam,Alfred Lam
798,Luna: Shattered Hearts: Episode 1,24-Nov-14,2.99,NA,N/A,"0?..?20,000",00:00,00:00,Daniel Gill,Gillis LLC
800,Radiant Defense,11-Jul-14,4.99,0.51,80,"0?..?20,000",00:00,00:00,Hexage,Hexage
801,Moorhuhn: Tiger and Chicken,24-Sep-14,4.99,NA,N/A,"0?..?20,000",00:00,00:00,Deck 13,Young Fun Studio
808,Basketball Pro Management 2014,6-Jan-14,NA,NA,N/A,"0?..?20,000",00:00,00:00,Umix,"Plug In Digital, Cyanide Studio"
811,Flower Shop: Winter In Fairbrook,31-Jul-14,14.99,0.36,72,"0?..?20,000",00:00,00:00,Winter Wolves,Winter Wolves
812,Mining Industry Simulator,28-Nov-14,9.99,0.02,19,"0?..?20,000",00:00,00:00,Crafty Studios,Ravenscourt
815,MODO indie 901,11-Dec-14,14.99,NA,N/A,"0?..?20,000",00:00,00:00,Foundry,Foundry
819,Train Town,26-Aug-14,2.99,0.34,71,"0?..?20,000",00:00,00:00,N3V Games,N3V Games
820,Pirate Hell,7-Nov-14,5.99,NA,N/A,"0?..?20,000",00:00,00:00,Sascha Hartleb,Sascha Hartleb
825,Cubesis,22-Aug-14,4.99,NA,N/A,"0?..?20,000",00:00,00:00,Wonderful Tree Studio,Wastelands Interactive
829,I Am Vegend - Zombiegeddon,22-May-14,1.99,NA,N/A,"0?..?20,000",00:00,00:00,Appmania/i-0,Libredia
834,Disney?¢Pixar Toy Story Mania!,6-Oct-14,19.99,NA,N/A,"0?..?20,000",00:00,00:00,Papaya Studio,Disney Interactive
839,Escape The Museum,29-Apr-14,4.99,NA,N/A,"0?..?20,000",00:00,00:00,Gogii Games,Strategy First
847,Kingdom Tales 2,7-Aug-14,6.99,NA,N/A,"0?..?20,000",00:00,00:00,Cateia Games,Libredia Entertainment
849,Where Angels Cry,27-Feb-14,4.99,0.1,48,"0?..?20,000",00:00,00:00,Cateia Games,Libredia Entertainment
852,SunAge: Battle for Elysium,15-Dec-14,14.99,0.21,61,"0?..?20,000",00:00,00:00,vertex4 entertainment ltd.,vertex4 entertainment ltd.
853,Riding Star - Horse Championship!,27-Mar-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,Sproing,familyplay
859,Run For Rum,2-Jul-14,4.99,NA,N/A,"0?..?20,000",00:00,00:00,Reload Game Studio,Strategy First
862,Rock Zombie,20-Nov-14,6.99,NA,N/A,"0?..?20,000",00:00,00:00,Quaternion Studio,EnjoyUp Games S.L.
864,It's A Wipe!,11-Dec-14,4.99,0.43,76,"0?..?20,000",00:00,00:00,"Parody Games, LLC","Parody Games, LLC"
865,Desert Gunner,18-Mar-14,2.99,0.06,39,"0?..?20,000",00:00,00:00,Digital Fusion,Digital Fusion Inc.
869,COH 2 - The Western Front Armies: US Forces,23-Jun-14,12.99,NA,N/A,"0?..?20,000",00:00,00:00,"Relic Entertainment, Feral Interactive,Mac, Feral Interactive,Linux","SEGA, Feral Interactive,Mac, Feral Interactive,Linux"
876,Comicado,21-Jan-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,Jugilus,Jugilus
878,Heroes of a Broken Land,7-Aug-14,14.99,0.6,84,"0?..?20,000",00:00,00:00,Winged Pixel Inc.,Winged Pixel Inc.
881,Hotel Collectors Edition,25-Apr-14,6.99,NA,N/A,"0?..?20,000",00:00,00:00,Cateia Games,Libredia Entertainment
883,Nameless ~The one thing you must recall~,24-Dec-14,29.99,0.9,94,"0?..?20,000",00:00,00:00,"Sujin Ri, Yunjeong Yun, Hyein Go, Minsu Ock, Marcos Arroyo, Seona Lee, Sohyeon Jeon",Cheritz
887,Flower Shop: Summer In Fairbrook,16-May-14,14.99,0.25,65,"0?..?20,000",00:00,00:00,Winter Wolves,Winter Wolves
891,Sharpe Investigations: Death on the Seine,15-Jul-14,6.99,NA,N/A,"0?..?20,000",00:00,00:00,Icarus Games,Libredia Entertainment
895,Sign Motion,24-Oct-14,9.99,0.19,60,"0?..?20,000",00:00,00:00,Midnart,Midnart
896,The Tower,4-Aug-14,2.99,0.02,16,"0?..?20,000",00:00,00:00,Narrow Monolith,Narrow Monolith
901,Jacob Jones and the Bigfoot Mystery : Episode 1,15-Sep-14,4.99,NA,N/A,"0?..?20,000",00:00,00:00,Lucid Games Ltd,Lucid Games Ltd
905,Solar Struggle,18-Nov-14,5.99,NA,N/A,"0?..?20,000",00:00,00:00,Z-Software,Z-Software GmbH
909,Scooby Doo! & Looney Tunes Cartoon Universe: Adventure,16-Jul-14,19.99,NA,N/A,"0?..?20,000",00:00,00:00,WayForward Technologies Inc.,Warner Bros. Interactive Entertainment
918,War Operations,18-Sep-14,3.99,0.04,31,"0?..?20,000",00:00,00:00,Dynamic Games,Strategy First
919,My Pet Hotel,27-Mar-14,14.99,NA,N/A,"0?..?20,000",00:00,00:00,Independent Arts Software,familyplay
922,Vault Cracker,15-May-14,4.99,NA,N/A,"0?..?20,000",00:00,00:00,Gogii Games,Strategy First
924,LocoCycle,14-Feb-14,9.99,0.51,80,"0?..?20,000",00:00,00:00,Twisted Pixel Games,Microsoft Studios
926,Shannon Tweed's Attack Of The Groupies,1-Apr-14,4.99,NA,N/A,"0?..?20,000",00:00,00:00,Gogii Games,Strategy First
930,Back To Life 2,6-May-14,4.99,NA,N/A,"0?..?20,000",00:00,00:00,Carlo D'Apostoli Projects,Strategy First
932,Commander: The Great War,25-Jul-14,29.99,0.39,74,"0?..?20,000",00:00,00:00,The Lordz Games Studio,Slitherine Ltd.
934,Across the Rhine,6-Nov-14,6.99,NA,N/A,"0?..?20,000",00:00,00:00,"MicroProse Software, Inc","Retroism, Nightdive Studios"
937,Myths Of Orion: Light From The North,3-Dec-14,6.99,NA,N/A,"0?..?20,000",00:00,00:00,Cateia Games,Libredia Entertainment
940,Crash And Burn Racing,9-Dec-14,2.99,NA,N/A,"0?..?20,000",00:00,00:00,Lunagames,Libredia
942,Kill Fun Yeah,30-May-14,9.99,0.1,48,"0?..?20,000",00:00,00:00,Arctic Anteater,Arctic Anteater
947,Alea Jacta Est,4-Nov-14,24.99,0.3,68,"0?..?20,000",00:00,00:00,Ageod,Slitherine Ltd.
948,Liquid Rhythm,28-Mar-14,2.99,NA,N/A,"0?..?20,000",00:00,00:00,WaveDNA,WaveDNA
953,Save the Furries,10-Oct-14,6.99,NA,N/A,"0?..?20,000",00:00,00:00,Smack Down Productions,Microids Indie
955,Psy High,22-Dec-14,5.99,0.56,82,"0?..?20,000",00:00,00:00,Choice of Games,Choice of Games
956,Rock Boshers DX: Directors Cut,10-Dec-14,6.99,NA,N/A,"0?..?20,000",00:00,00:00,TIKIPOD,TIKIPOD
957,Character Creator - Graphics Pack,22-Aug-14,5.99,NA,N/A,"0?..?20,000",00:00,00:00,Roencia,Roencia Game Creators
964,Paper Monsters Recut,23-Oct-14,7.99,NA,N/A,"0?..?20,000",00:00,00:00,"Mobot Studios, Inc","Crescent Moon Games, LLC"
969,Frontline : Longest Day,9-Dec-14,4.99,NA,N/A,"0?..?20,000",00:00,00:00,88mm,Slitherine Ltd.
970,Instant Dungeon!,25-Nov-14,1.99,0.58,83,"0?..?20,000",00:00,00:00,With The Love Studios,Flying Interactive
972,Inescapable,21-May-14,4.99,0.04,33,"0?..?20,000",00:00,00:00,Magnetic Realms,Magnetic Realms
973,Exodus,11-Jul-14,0.99,NA,N/A,"0?..?20,000",00:00,00:00,Galhmac Game Studio,Multi-Form
975,Bombing Bastards,4-Dec-14,9.99,0.17,58,"0?..?20,000",00:00,00:00,Sanuk Games,Sanuk Games
976,Leona's Tricky Adventures,11-Nov-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,KTX Software,Signo & Arte
977,Rambo The Video Game: Baker Team,21-Feb-14,NA,0.14,54,"0?..?20,000",00:00,00:00,Teyon,Reef Entertainment
981,LEVEL UP!,24-Nov-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,Ranmantaru Games,Ranmantaru Games
985,Prophour23,22-Oct-14,9.99,0.17,58,"0?..?20,000",00:00,00:00,The Secret Pie,"The Secret Pie, Kurki.games"
986,RTS Creator,1-Dec-14,9.99,NA,N/A,"0?..?20,000",00:00,00:00,"Infotread, LLC","Infotread, LLC"
989,Bot Colony,16-Jun-14,14.99,0.15,55,"0?..?20,000",00:00,00:00,North Side,North Side
990,Black Viper: Sophia's Fate,16-Oct-14,9.99,0.01,8,"0?..?20,000",00:00,00:00,TiconBlu,Microids Indie
993,BOMB Dedicated Server,17-Dec-14,NA,NA,N/A,"0?..?20,000",00:00,00:00,,
1000,Monsters Ate My Birthday Cake,1-Jul-14,7.99,0.97,97,"0?..?20,000",00:00,00:00,SleepNinja Games,Cartoon Network Games
1001,liteCam Android: No Root Android Screen Recorder,29-Jul-14,9.99,0.06,40,"0?..?20,000",00:00,00:00,"RSUPPORT Co., LTD.","RSUPPORT Co., LTD."
