#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s),,,,,,,,
1754,8bit-Invasion,2-Oct-17,$0.99,N/A (N/A),"0?..?20,000",00:01 (00:00),Dexion Games,Dexion Games,,,,,,,,
1755,Pinball-Inside-A-VR-Arcade-Game,8-Mar-17,Free,N/A (N/A),"0?..?20,000",00:00 (00:00),Reality Reflection,Reality Reflection,,,,,,,,
1757,Singularity-Roller,13-Aug-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),starmops,starmops,,,,,,,,
1758,Biosupremacy,9-Mar-17,$5.99,N/A (N/A),"0?..?20,000",00:00 (00:00),DarkPolygon Games,DarkPolygon Games,,,,,,,,
1759,Hearts-of-Chaos,6-Jan-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Warfare Studios,Warfare Studios,,,,,,,,
1761,EXIT-2---Directions,2-Sep-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),SIXNAILS,SIXNAILS,,,,,,,,
1762,Celestial-Creator,17-Jul-17,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Angel T,Angel T,,,,,,,,
1763,Geology-Business,24-Feb-17,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Svantech Studios,Svantech Studios,,,,,,,,
1765,Chess-and-Checkers-VR,14-Mar-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),MobileFusion Apps Ltd,MobileFusion Apps Ltd,,,,,,,,
1766,Uncharted-Waters-/-Â§ßËà™Êµ∑Ê?‰ª?Apr-18," 2017""",$12.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,,,,,,,
1768,Dog-Duty,21-Jun-17,$5.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Zanardi and Liza,Zanardi and Liza,,,,,,,,
1769,Spirit-of-the-Ancient-Forest,20-Jul-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Shaman Games Studio,Shaman Games Studio,,,,,,,,
1772,Cryptocracy,11-Apr-17,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Dozen Minds OU,Dozen Minds OU,,,,,,,,
1774,Reading-Simulator,29-Dec-17,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Shoho Games,Shoho Games,,,,,,,,
1775,Insects-runner,22-Nov-17,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Primitive Studio,Primitive Studio,,,,,,,,
1776,Reflector-Bug-Hunt,22-Aug-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Super Dead LLC,Super Dead LLC,,,,,,,,
1778,Ski-Jump-VR,8-Jun-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Pixel Perfect Dude,Pixel Perfect Dude,,,,,,,,
1779,Undead-Souls,10-Aug-17,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Rootify,Rootify,,,,,,,,
1780,Toymaker,24-Mar-17,$6.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Red Skald,Red Skald,,,,,,,,
1781,Blind-Men,25-Jul-17,$3.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Man-Eater Games,Man-Eater Games,,,,,,,,
1783,Haunted-Legends-The-Bronze-Horseman-Collectors-Edition,21-Apr-17,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),ERS G Studios,Big Fish Games,,,,,,,,
1784,Near-Death-Experience,9-Jun-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Distorted Games,Distorted Games,,,,,,,,
1785,2D-Mahjong-Temple,17-Aug-17,$8.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Nijumi Games,rokaplay,,,,,,,,
1787,Creatures-Such-as-We,12-May-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Choice of Games,Choice of Games,,,,,,,,
1791,Battle-for-Enlor,19-Apr-17,$3.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Sonera Game Studio,Sonera Game Studio,,,,,,,,
1792,SeaBed,19-Dec-17,$19.99,N/A (N/A),"0?..?20,000",00:57 (00:19),Paleontology,Fruitbat Factory,,,,,,,,
1793,WiseMind,13-Jun-17,$19.99,N/A (N/A),"0?..?20,000",00:00 (00:00),REALITEER Corp.,REALITEER Corp.,,,,,,,,
1794,LOGistICAL-USA---Florida,29-Aug-17,$5.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Sacada,Sacada,,,,,,,,
1796,ÁªùÂ?Âπ∏Â???Escape-Zombie-Land,20-Dec-17,$7.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Forty Avenue games,Easy Entertainment,,,,,,,,
1797,Karradash---The-Lost-Dungeons,31-Aug-17,$3.99,N/A (N/A),"0?..?20,000",00:00 (00:00),68k Studios,68k Studios,,,,,,,,
1798,Easy-French-Platinum,1-May-17,$29.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Individual Software,Individual Software,,,,,,,,
1799,Dont-Touch-The-Zombies,11-May-17,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Tlakali Game Studio,Tlakali Game Studio,,,,,,,,
1801,Salt-Thrust,18-Nov-17,$6.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Collector_collector,Collector_collector,,,,,,,,
1802,Deadly-Sky,21-Jul-17,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),SharkGame,Rhino Games,,,,,,,,
1804,Smart-Junior-Academy---Summer,17-Dec-17,$8.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Format,Formsoft,,,,,,,,
1805,OK-Bob,31-Mar-17,$3.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Lumen Labs,Lumen Labs,,,,,,,,
1807,Awakening,24-Sep-17,Free,N/A (N/A),"0?..?20,000",00:00 (00:00),AwingSoft,AwingSoft,,,,,,,,
1808,Mr-Blaster,14-Jul-17,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),ENTERi,Forever Entertainment S. A.,,,,,,,,
1809,Lily-of-the-Valley,5-May-17,$2.99,N/A (N/A),"0?..?20,000",00:00 (00:00),ebi-hime,ebi-hime,,,,,,,,
1810,Splinter-Zone,1-Jun-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),MOKKOGRAD,MOKKOGRAD,,,,,,,,
1811,Gamers-Unknown-Survival,10-Sep-17,$8.99,N/A (N/A),"0?..?20,000",00:00 (00:00),GCTV DevTeam,GamerCrewTV,,,,,,,,
1814,Trojan-Inc,7-Jun-17,$2.99,N/A (N/A),"0?..?20,000",00:00 (00:00),WalkBoy Studio,WalkBoy Studio,,,,,,,,
1815,Duel-Jousting,15-Nov-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),ShadowInk Designs,ShadowInk Designs,,,,,,,,
1816,STICK-ENGINE,30-Aug-17,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Zachary 'ZOLTARR' Pitts,Zachary 'ZOLTARR' Pitts,,,,,,,,
1818,EnterVR,13-Feb-17,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),KeyboardMeow,Charming Game,,,,,,,,
1819,Tiny-Toyfare,18-Oct-17,Free,N/A (N/A),"0?..?20,000",00:00 (00:00),Super Suite Studios,Super Suite Studios,,,,,,,,
1821,Sable-Maze-Norwich-Caves-Collectors-Edition,13-Nov-17,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Daily Magic Productions,Big Fish Games,,,,,,,,
1823,Riders-of-Asgard,31-Mar-17,$7.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Gobbo Games,Gobbo Games,,,,,,,,
1824,StarSmashers,26-May-17,$7.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"Wayne Jackson, Jason Mallett, Colin Wren","War Hungry Games, KISS ltd",,,,,,,,
1825,Isolation,30-Jan-17,Free,N/A (N/A),"0?..?20,000",00:00 (00:00),Interactive Gaming Studios,Interactive Gaming Studios,,,,,,,,
1826,Cobos,17-Oct-17,Free,N/A (N/A),"0?..?20,000",00:00 (00:00),Anton Shatalov,Anton Shatalov,,,,,,,,
1828,The-Myth-Seekers-The-Legacy-of-Vulcan,10-Aug-17,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Sunward Games,Artifex Mundi,,,,,,,,
1829,Six-ear-Macaque,14-Oct-17,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),FeatherFan,FeatherFan,,,,,,,,
1830,Switch,23-Jun-17,$39.99,N/A (N/A),"0?..?20,000",00:00 (00:00),NCH Software,NCH Software,,,,,,,,
1832,WizzBall,15-Dec-17,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),NRVR Studios,NRVR Studios,,,,,,,,
1833,Cubit,26-Dec-17,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),S.A. DigiWorks,S.A. DigiWorks,,,,,,,,
1834,Real-RC-Flight-Simulator,7-Dec-17,$15.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Thetis Games,Thetis Games,,,,,,,,
1835,Pixplode,3-Jul-17,$2.99,N/A (N/A),"0?..?20,000",03:08 (01:02),Empyrean,Empyrean,,,,,,,,
1836,Deep-End,31-Mar-17,$14.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Red Line Reality,Red Line Reality,,,,,,,,
1837,ARRAYNIUM,12-Oct-17,$3.99,N/A (N/A),"0?..?20,000",00:00 (00:00),BOBAFETTA,BOBAFETTA,,,,,,,,
1838,SQUARE-BOX,17-Jul-17,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Vox Mare,Vox Mare,,,,,,,,
1840,??Fallalypse-??Sep-12," 2017""",$6.99,N/A (N/A),"0?..?20,000",00:00 (00:00),hede,hede,,,,,,,,
1844,imos-LOFT,10-Oct-17,Free,N/A (N/A),"0?..?20,000",00:00 (00:00),"imos AG, MOS Consult",imos AG,,,,,,,,
1847,Randomizator,5-Oct-17,$2.99,N/A (N/A),"0?..?20,000",00:00 (00:00),MetamorphoGames,Atriagames,,,,,,,,
1848,The-Wanderer,22-May-17,$2.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Cult Software,Cult Software,,,,,,,,
1851,World-In-Danger,9-Feb-17,$2.99,N/A (N/A),"0?..?20,000",00:00 (00:00),ColtGames,ColtGames,,,,,,,,
1852,Blue-Flame-VR,9-Nov-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Michal B√°rta,3DA,,,,,,,,
1853,Shout-Of-Survival,29-Nov-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Hako Games,Hako Games,,,,,,,,
1855,Rockland-VR,13-Dec-17,$3.99,N/A (N/A),"0?..?20,000",00:00 (00:00),VactoR,VactoR,,,,,,,,
1856,MAGIX-Video-deluxe-2018-Plus-Steam-Edition,23-Oct-17,$79.99,N/A (N/A),"0?..?20,000",00:00 (00:00),MAGIX Software GmbH,MAGIX Software GmbH,,,,,,,,
1858,Witch-Hunters-Full-Moon-Ceremony-Collectors-Edition,6-Nov-17,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Top Evidence Studio,Big Fish Games,,,,,,,,
1862,Screamer-2,15-Sep-17,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Graffiti,Interplay,,,,,,,,
1863,Country-of-One,30-May-17,$8.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Roman Revzin,Roman Revzin,,,,,,,,
1866,Albert-Mort---Desert-Heat,23-Aug-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),TeeKoo Games Ltd,TeeKoo Games Ltd,,,,,,,,
1867,Robot-Soccer-Challenge,23-Feb-17,$7.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Render System,Render System,,,,,,,,
1869,My-Personal-Angel,21-Jul-17,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),morojenoe's empire,morojenoe's empire,,,,,,,,
1870,Forgotten-Faces,25-Jul-17,$2.99,N/A (N/A),"0?..?20,000",00:00 (00:00),RIP Horse Studio,RIP Horse Studio,,,,,,,,
1871,Your-Star,2-Jan-17,$3.99,N/A (N/A),"0?..?20,000",00:00 (00:00),natahem,natahem,,,,,,,,
1873,HeadSquare---Multiplayer-VR-Ball-Game,28-Nov-17,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Made In Holo,Made In Point,,,,,,,,
1874,Grave-Chase,20-Sep-17,$5.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Skeleton Crew Studios,Skeleton Crew Studios,,,,,,,,
1876,Forsaken-Generation,2-Oct-17,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),MSRX22,MSRX22,,,,,,,,
1877,The-Crypts-of-Anak-Shaba---VR,6-Jul-17,$0.99,N/A (N/A),"0?..?20,000",01:53 (02:11),Virtual Rage Studios LLC,Virtual Rage Studios LLC,,,,,,,,
1879,MAGIX-Video-deluxe-2017-Steam-Edition,21-Aug-17,N/A,N/A (N/A),"0?..?20,000",00:00 (00:00),MAGIX Software GmbH,MAGIX Software GmbH,,,,,,,,
1880,Z-End,8-Dec-17,$3.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Smart Tale Games,Plug In Digital,,,,,,,,
1882,Operation-Desert-Road,20-Oct-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),RewindApp,RewindApp,,,,,,,,
1883,Nurbits,17-Jul-17,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Cogent Education,Cogent Education,,,,,,,,
1885,Magic-Wand,25-Jun-17,$3.99,N/A (N/A),"0?..?20,000",00:00 (00:00),thecatamites,harmony corp,,,,,,,,
1886,Flatshot,22-Dec-17,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"Turupawn, Ceteco, bobbyliciou5, morghan831, immac",Rosalila,,,,,,,,
1887,Vektron-Revenge,6-Mar-17,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Ludovic Texier,Ludovic Texier,,,,,,,,
1888,SURV,25-Jul-17,$3.99,N/A (N/A),"0?..?20,000",00:00 (00:00),IceStudio,IceStudio,,,,,,,,
1889,È≠îÂ?,4-Dec-17,$7.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Magic Light Team,Magic Light & LittleV,,,,,,,,
1890,Tactical-Operations,4-Dec-17,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),LillyWelland inc.,Bitlock Studio,,,,,,,,
1893,Crystal-Control-II,12-Jul-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"Virtually Competent, LLC","Virtually Competent, LLC",,,,,,,,
1894,Super-Stone-Legacy,26-May-17,$7.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Garden Shed Studios,Garden Shed Studios,,,,,,,,
1895,War-Chariots-Royal-Legion,14-Jun-17,$5.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Sargis Shahzadyan,Sargis Shahzadyan,,,,,,,,
1897,Undead,11-Oct-17,Free,N/A (N/A),"0?..?20,000",00:00 (00:00),KNP,KNP,,,,,,,,
1899,Tametsi,18-Oct-17,$2.99,N/A (N/A),"0?..?20,000",09:20 (09:20),Grip Top Games,Grip Top Games,,,,,,,,
1900,Game-Machines-Arcade-Casino,19-Oct-17,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Crabby Team,Crabby Team,,,,,,,,
1901,Sobreviva,23-Aug-17,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Marafigogames,Marafigogames,,,,,,,,
1903,?ÑÈ?Ê£ãMysteriesDragonChess,12-Oct-17,$3.99,N/A (N/A),"0?..?20,000",00:00 (00:00),wei,wei,,,,,,,,
1904,Lava-Rolling-Kid,11-Nov-17,N/A,N/A (N/A),"0?..?20,000",02:31 (00:50),"ElVery333, Raquel Covelo Suarez, ATopeCode",Back To Basics Gaming,,,,,,,,
1905,CTHON,17-Mar-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Gravity Games,Gravity Games,,,,,,,,
1906,Dice-1000-online,17-Oct-17,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Alexander Shvab,Alexander Shvab,,,,,,,,
1907,Wurst-Defender-Coop-Edition,6-Dec-17,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Sven M√∂hring,Sven M√∂hring,,,,,,,,
1908,The-Francy-Droo-Friends-Collection,5-Dec-17,$5.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"Oh, a Rock! Studios","Oh, a Rock! Studios",,,,,,,,
1910,Hope-is-in-23,20-Oct-17,$14.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Cognitive Studios,Cognitive Studios,,,,,,,,
1911,Lets-Bowl-VR---Bowling-Game,7-Aug-17,$17.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Rising Fun Games,Rising Fun Games,,,,,,,,
1912,Starry-Makino,23-Nov-17,$2.99,N/A (N/A),"0?..?20,000",00:00 (00:00),‰∏äÊµ∑Ê∞∏‰??∞Á?ÁßëÊ??°‰ªΩ?âÈ??¨Âè∏,‰∏äÊµ∑Ê∞∏‰??∞Á?ÁßëÊ??°‰ªΩ?âÈ??¨Âè∏,,,,,,,,
1914,Lost-in-the-Ocean-VR,24-Feb-17,$7.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Tunnel Vision Studio,Tunnel Vision Studio,,,,,,,,
1916,Remnants-Of-The-Arcane,31-Mar-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Daniel Erhardt,Daniel Erhardt,,,,,,,,
1918,Fast-Rolling,9-Dec-17,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),FastRolling,Atriagames,,,,,,,,
1919,Hoshizora-no-Memoria--Wish-upon-a-Shooting-Star-,18-Dec-17,$19.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Favorite,Sekai Project,,,,,,,,
1921,Where-is-my-Brain!?,9-Mar-17,$5.99,N/A (N/A),"0?..?20,000",00:00 (00:00),SoundStage13,SoundStage13,,,,,,,,
1922,Lethal-Laser,15-Aug-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),DigiFeather,DigiFeather,,,,,,,,
1924,2-Planets-Fire-and-Ice,7-Aug-17,$8.99,N/A (N/A),"0?..?20,000",00:00 (00:00),rokaplay,rokaplay,,,,,,,,
1925,Master-Shot-VR,15-Jun-17,$7.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"Puresurface, Inc.","Puresurface, Inc.",,,,,,,,
1926,Dirty-Fighter-1,21-Jul-17,$7.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Dirty Fighter Team,"Zero Brain, LLC",,,,,,,,
1928,VR360Viewer,16-Oct-17,$3.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Vrai,Vrai,,,,,,,,
1931,Solmec-Among-Stars,5-Sep-17,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Octopus 8 Studios,Octopus 8 Studios,,,,,,,,
1932,Cynoclept-The-Game,25-Aug-17,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"Cynoclept, Hazzcore",Icyjolt,,,,,,,,
1934,Obscura,27-Jul-17,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Michael Hegemann,Michael Hegemann,,,,,,,,
1935,Bitcoin-Collector,13-Sep-17,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Blender Games,Blender Games,,,,,,,,
1936,LEAVES---The-Return,14-Mar-17,$7.99,N/A (N/A),"0?..?20,000",00:00 (00:00),ZAR 21,Daedalic Entertainment,,,,,,,,
1937,Project-Cabin,1-Dec-17,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),@VincentLTower,@VincentLTower,,,,,,,,
1938,Minotaurs-Maze,12-Apr-17,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Sisyphus Games,Sisyphus Games,,,,,,,,
1941,Fairy-Lands-Rinka-and-the-Fairy-Gems,25-Aug-17,$2.30,N/A (N/A),"0?..?20,000",00:00 (00:00),OddMeat,"LamLav, Xitilon",,,,,,,,
1942,Black-River,4-Apr-17,$6.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Thorne Games,Thorne Games,,,,,,,,
1943,Caves!,20-Sep-17,$0.99,N/A (N/A),"0?..?20,000",00:40 (00:26),Dexion Games,Dexion Games,,,,,,,,
1945,Project-Shield,27-Jan-17,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Cool Beans Studios LLC,Cool Beans Studios LLC,,,,,,,,
1946,The-Flight-Of-Dowran,24-Oct-17,$5.99,N/A (N/A),"0?..?20,000",00:00 (00:00),RSK Entertainment,Strategy First,,,,,,,,
1947,Devade,29-Mar-17,$0.99,N/A (N/A),"0?..?20,000",03:41 (01:13),Paleno Games,Paleno Games,,,,,,,,
1949,Hollow-Halls,19-Jan-17,$2.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Broken Code Games,Broken Code Games,,,,,,,,
1950,Rugby-League-Live-4,12-Sep-17,$49.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Big Ant Studios,Tru Blu Games,,,,,,,,
1951,Gritty-Bit-VR,26-May-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),OD.,OD.,,,,,,,,
1953,Scarletts-Dungeon,21-Sep-17,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Johnny Ginard,Johnny Ginard,,,,,,,,
1954,Beyond-Magic,20-Feb-17,$0.49,N/A (N/A),"0?..?20,000",00:00 (00:00),Falling Star Studio,Falling Star Studio,,,,,,,,
1955,Battle-High-2-A+,14-Dec-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"Mattrified Games, Point5Projects",Mattrified Games,,,,,,,,
1958,Bystander,15-Dec-17,$2.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Egor Magurin,Indovers Studio,,,,,,,,
1959,Planet-Bash,8-Sep-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Killerkun,Big Red Planet,,,,,,,,
1961,My-Coloring-Book-Food-and-Beverage,21-Dec-17,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),For Kids,For Kids,,,,,,,,
1962,CYBER-JOLT-(VR),21-Feb-17,$0.99,N/A (N/A),"0?..?20,000",01:30 (00:30),Deceptive Games,Deceptive Games,,,,,,,,
1963,Space-Quiz,27-Oct-17,$3.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Little Smart Planet,Little Smart Planet,,,,,,,,
1964,Hyper-Void,9-Oct-17,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),IN|Framez Technology Corp.,IN|Framez Technology Corp.,,,,,,,,
1966,Dark-Parables-Goldilocks-and-the-Fallen-Star-Collectors-Edition,19-Sep-17,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Eipix Entertainment,Big Fish Games,,,,,,,,
1967,Krieg,22-Sep-17,Free,N/A (N/A),"0?..?20,000",00:00 (00:00),"Evan Davis, Bryce Davis, Gehrig Gosselin",Castle Steps LLC,,,,,,,,
1968,Strata-Spaces-VR,26-Oct-17,$59.95,N/A (N/A),"0?..?20,000",00:00 (00:00),"Strata Mixed Reality, Inc.","Strata Mixed Reality, Inc.",,,,,,,,
1970,ATV-Drift-Tricks,14-Nov-17,$14.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Artefacts Studio,Microids,,,,,,,,
1973,Zombie-Waiting,10-Nov-17,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Gustsoft,Gustsoft,,,,,,,,
1974,Kartofank-VR,12-Oct-17,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),VIRTUAL REALITY LABORATORY DV,VIRTUAL REALITY LABORATORY DV,,,,,,,,
1976,Maggies-Movies---Camera-Action!,13-Sep-17,$12.99,N/A (N/A),"0?..?20,000",00:00 (00:00),World-Loom,GameHouse,,,,,,,,
1977,Delirium,31-Aug-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Night Whale,Night Whale,,,,,,,,
1980,Wild-Romance-Mofu-Mofu-Edition,20-Nov-17,$14.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Norn / Miel,Cherry Kiss Games,,,,,,,,
1981,Super-BoxMan-Ultra,13-Nov-17,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Rocket Monster Games,Rocket Monster Games,,,,,,,,
1982,Stonehenge-VR-SANDBOX,10-Oct-17,$14.99,N/A (N/A),"0?..?20,000",00:00 (00:00),VoyagerVR,VoyagerVR,,,,,,,,
1983,Genghis-Khan-/-?º„??º„Å®?Ω„??ùÈπø?ª„Ç∏?≥„ÇÆ?π„Ç´??Jan-24," 2017""",$12.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,,,,,,,
1985,Town,17-Aug-17,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"?õÂ≠¶??,?õÂ≠¶??",,,,,,,,,
1986,SteamHammerVR---The-Rogue-Apprentice,31-Jul-17,$14.99,N/A (N/A),"0?..?20,000",00:00 (00:00),GamestormVR,Showstorm Ltd,,,,,,,,
1988,Derelict-Fleet,11-Jul-17,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Bionic Pony,Bionic Pony,,,,,,,,
1989,Fluffy-Friends-2,17-Nov-17,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),For Kids,For Kids,,,,,,,,
1991,The-adventure-of-Kroos,6-Dec-17,$8.99,N/A (N/A),"0?..?20,000",00:00 (00:00),M.J.H.X. Studio,M.J.H.X. Studio,,,,,,,,
1992,Unsettled,22-Nov-17,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Field of View CE,Field of View CE,,,,,,,,
1995,CRYLINE,31-Aug-17,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Riviysky,Riviysky,,,,,,,,
1996,How-To-Meat-People,16-Nov-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Vertnacular,Vertnacular,,,,,,,,
1997,3D-Organon-Anatomy,23-Jun-17,$24.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Medis Media,Medis Media,,,,,,,,
1998,Â≤öÈõ∂‰πãÈ?---Wind-Horizon,3-Sep-17,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),RBIOKuriboh,RBIOKuriboh,,,,,,,,
1999,Room-Designer-VR,28-Feb-17,$24.99,N/A (N/A),"0?..?20,000",00:00 (00:00),productivity-boost.com,productivity-boost.com,,,,,,,,
2002,Minimancer,17-Nov-17,$5.99,N/A (N/A),"0?..?20,000",00:00 (00:00),James Flannery,James Flannery,,,,,,,,
2003,RXE,21-Jul-17,$5.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Bryce Messmann,Buce Studios LLC,,,,,,,,
2004,Chicago-1930--The-Prohibition,11-Sep-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Spellbound,Microids,,,,,,,,
2006,Speebot,13-Oct-17,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),keyreal,keyreal,,,,,,,,
2007,Fake-Happy-End,22-Jan-17,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Neo Kuriyo,Neo Kuriyo,,,,,,,,
2010,Roofbot,17-Feb-17,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Koreez,Double Coconut,,,,,,,,
2011,Exocomets,13-Jul-17,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Matthew Giordano,Matthew Giordano,,,,,,,,
2014,Punch!-Home-Landscape-Design-Essentials-v19,20-Mar-17,$49.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Punch! Software,Punch! Software,,,,,,,,
