"","V1","V2","V3","V4","V5"
"c..Name....CriticRate....CriticNum....UserRate....UserNum..","Name","CriticRate","CriticNum","UserRate","UserNum"
"cur15_sta.1025","City of Chains","NA","0","NA","0"
"cur15_sta.1026","Let the Cat in","NA","0","NA","0"
"cur15_sta.1027","Super Hipster Lumberjack","NA","0","NA","0"
"cur15_sta.1028","King of Dragon Pass","NA","
                                2
                            ","
7.9
    ","11 Ratings"
"cur15_sta.1029","Samurai Warriors 4-II","NA","
                                3
                            ","
6.1
    ","12 Ratings"
"cur15_sta.1030","Chris Sawyer's Locomotion","59","
                                19
                            ","
5.6
    ","79 Ratings"
"cur15_sta.1031","Two Digits","NA","0","NA","0"
"cur15_sta.1032","Written in the Sky","NA","0","
5.2
    ","5 Ratings"
"cur15_sta.1033","MOAI: Build Your Dream","NA","0","NA","0"
"cur15_sta.1034","The Lost Heir: The Fall of Daria","NA","0","NA","0"
"cur15_sta.1035","The Last Dream: Developer's Edition","NA","
                                1
                            ","NA","0"
"cur15_sta.1036","Ratings War","NA","0","NA","0"
"cur15_sta.1037","Sky Gamblers: Storm Raiders","NA","0","NA","0"
"cur15_sta.1038","East Tower - Akio","NA","0","NA","0"
"cur15_sta.1039","ClusterPuck 99","NA","0","NA","0"
"cur15_sta.1040","The Secret Order 2: Masked Intent","NA","0","NA","0"
"cur15_sta.1041","Sword of Asumi","NA","0","
6.4
    ","8 Ratings"
"cur15_sta.1042","Trove","NA","
                                2
                            ","
6.9
    ","50 Ratings"
"cur15_sta.1043","Pixel Puzzles 2: Birds","NA","
                                1
                            ","NA","0"
"cur15_sta.1044","ROOT","NA","
                                3
                            ","NA","0"
"cur15_sta.1045","Elementary My Dear Majesty!","NA","0","NA","0"
"cur15_sta.1046","Shutter","NA","
                                3
                            ","NA","0"
"cur15_sta.1047","Awe","NA","0","NA","0"
"cur15_sta.1048","No Time To Live","NA","0","NA","0"
"cur15_sta.1049","SinaRun","NA","0","NA","0"
"cur15_sta.1050","Inbetween Land","NA","0","NA","0"
"cur15_sta.1051","Vector Strain","NA","0","NA","0"
"cur15_sta.1052","Snake Blocks","NA","0","NA","0"
"cur15_sta.1053","Dracula's Legacy","NA","0","NA","0"
"cur15_sta.1054","Final Fantasy VI","NA","
                                1
                            ","
5.2
    ","37 Ratings"
"cur15_sta.1055","Exanima","NA","0","NA","0"
"cur15_sta.1056","Batman: Arkham Knight","70","
                                14
                            ","
2.9
    ","2060 Ratings"
"cur15_sta.1057","Almightree: The Last Dreamer","NA","
                                1
                            ","NA","0"
"cur15_sta.1058","Boneless Zombie","NA","0","NA","0"
"cur15_sta.1059","Dungeon Kingdom: Sign of the Moon","NA","0","
8.3
    ","14 Ratings"
"cur15_sta.1060","Ninjahtic","NA","0","NA","0"
"cur15_sta.1061","Dodge","NA","0","NA","0"
"cur15_sta.1062","Total Extreme Wrestling 2010","NA","0","NA","0"
"cur15_sta.1063","Finders","NA","0","NA","0"
"cur15_sta.1064","Curse of the Crescent Isle DX","NA","0","NA","0"
"cur15_sta.1065","AX:EL - Air XenoDawn","NA","0","NA","0"
"cur15_sta.1066","Velocity 2X","NA","0","
5.4
    ","7 Ratings"
"cur15_sta.1067","Luna's Wandering Stars","NA","
                                1
                            ","NA","0"
"cur15_sta.1068","SickBrick","NA","
                                1
                            ","NA","0"
"cur15_sta.1069","Frozen Free Fall: Snowball Fight","NA","0","NA","0"
"cur15_sta.1070","The Dwarf Run","NA","
                                1
                            ","
8.0
    ","5 Ratings"
"cur15_sta.1071","Lumber Island - That Special Place","NA","0","
7.9
    ","14 Ratings"
"cur15_sta.1072","Olympia Rising","NA","
                                1
                            ","NA","0"
"cur15_sta.1073","Corgi Warlock","NA","
                                3
                            ","NA","0"
"cur15_sta.1074","Evil Defenders","NA","
                                1
                            ","NA","0"
"cur15_sta.1075","Rescue Team 5","NA","0","NA","0"
"cur15_sta.1076","Morphine","NA","0","
6.3
    ","10 Ratings"
"cur15_sta.1077","Ben and Ed","NA","
                                2
                            ","
7.8
    ","13 Ratings"
"cur15_sta.1078","Cubicle Quest","NA","0","NA","0"
"cur15_sta.1079","Demon Hearts","NA","0","NA","0"
"cur15_sta.1080","Pony World 3","NA","
                                1
                            ","NA","0"
"cur15_sta.1081","Time Tenshi","NA","0","NA","0"
"cur15_sta.1082","Airport Madness: Time Machine","NA","0","NA","0"
"cur15_sta.1083","Warriors & Castles","NA","0","NA","0"
"cur15_sta.1084","Highlands","NA","
                                3
                            ","
7.0
    ","9 Ratings"
"cur15_sta.1085","Aces of the Luftwaffe","NA","0","NA","0"
"cur15_sta.1086","Foosball: World Tour","NA","0","NA","0"
"cur15_sta.1087","Hurtworld","NA","0","NA","0"
"cur15_sta.1088","The Albino Hunter","NA","0","NA","0"
"cur15_sta.1089","Fingered","NA","
                                3
                            ","
6.2
    ","13 Ratings"
"cur15_sta.1090","The Adventures of Tree","NA","0","NA","0"
"cur15_sta.1091","The Adventures of Mr. Bobley","NA","0","NA","0"
"cur15_sta.1092","Secret Ponchos: Most Wanted","73","
                                4
                            ","
7.4
    ","8 Ratings"
"cur15_sta.1093","Simply Chess","NA","0","NA","0"
"cur15_sta.1094","Sakura Beach","NA","0","
3.4
    ","13 Ratings"
"cur15_sta.1095","Atonement: Scourge of Time","NA","0","NA","0"
"cur15_sta.1096","Minecraft: Story Mode - A Telltale Games Series","NA","0","
4.9
    ","91 Ratings"
"cur15_sta.1097","Riddled Corpses","NA","0","NA","0"
"cur15_sta.1098","RymdResa","64","
                                13
                            ","
4.2
    ","6 Ratings"
"cur15_sta.1099","World War I","NA","0","NA","0"
"cur15_sta.1100","Vampire of the Sands","NA","0","NA","0"
"cur15_sta.1101","Pretty Girls Mahjong Solitaire","NA","0","NA","0"
"cur15_sta.1102","Mighty Gunvolt","NA","0","NA","0"
"cur15_sta.1103","Infinite Space III: Sea of Stars","NA","0","NA","0"
"cur15_sta.1104","The Deletion","NA","0","NA","0"
"cur15_sta.1105","Nobunaga's Ambition: Kakushin with Power-Up Kit","NA","0","NA","0"
"cur15_sta.1106","Spirits of Xanadu","NA","
                                1
                            ","
7.8
    ","5 Ratings"
"cur15_sta.1107","Home is Where One Starts...","NA","
                                2
                            ","
6.8
    ","6 Ratings"
"cur15_sta.1108","Republique Remastered","NA","
                                1
                            ","
6.1
    ","19 Ratings"
"cur15_sta.1109","Fishing Planet","NA","0","NA","0"
"cur15_sta.1110","Teddy Floppy Ear - The Race","NA","0","
5.5
    ","4 Ratings"
"cur15_sta.1111","Quintet","NA","0","NA","0"
"cur15_sta.1112","FortressCraft Evolved!","NA","
                                1
                            ","
8.4
    ","19 Ratings"
"cur15_sta.1113","Shark Attack Deathmatch 2","NA","0","NA","0"
"cur15_sta.1114","Garden Rescue: Christmas Edition","NA","0","NA","0"
"cur15_sta.1115","Strife","NA","
                                1
                            ","
7.0
    ","6 Ratings"
"cur15_sta.1116","Virtual Pool 4","NA","0","NA","0"
"cur15_sta.1117","A Wolf in Autumn","NA","0","NA","0"
"cur15_sta.1118","Swords & Crossbones: An Epic Pirate Story","NA","0","NA","0"
"cur15_sta.1119","The Hurricane of the Varstray -Collateral hazard-","NA","0","NA","0"
"cur15_sta.1120","World of Mixed Martial Arts 3","NA","0","NA","0"
"cur15_sta.1121","Fate Tectonics","NA","0","NA","0"
"cur15_sta.1122","Funk of Titans","NA","
                                2
                            ","
1.9
    ","13 Ratings"
"cur15_sta.1123","Rugby League Live 3","NA","0","
6.4
    ","13 Ratings"
"cur15_sta.1124","Girlfriend Rescue","NA","0","NA","0"
"cur15_sta.1125","Dustbowl","NA","0","NA","0"
"cur15_sta.1126","Despair","NA","0","
0.8
    ","4 Ratings"
"cur15_sta.1127","Magic Barrage - Bitferno","NA","
                                1
                            ","NA","0"
"cur15_sta.1128","SUPER DISTRO","NA","0","
2.5
    ","4 Ratings"
"cur15_sta.1129","Into the Void","NA","
                                1
                            ","NA","0"
"cur15_sta.1130","Fallen: A2P Protocol","NA","
                                2
                            ","NA","0"
"cur15_sta.1131","The Emptiness Deluxe Edition","NA","0","NA","0"
"cur15_sta.1132","Bitweb","NA","0","NA","0"
"cur15_sta.1133","Bloop","NA","0","NA","0"
"cur15_sta.1134","Voxelized","NA","0","
3.9
    ","12 Ratings"
"cur15_sta.1135","STAR-BOX: RPG Adventures in Space","NA","0","NA","0"
"cur15_sta.1136","Streets of Chaos","NA","0","NA","0"
"cur15_sta.1137","BattleSpace","NA","0","NA","0"
"cur15_sta.1138","CDF Ghostship","NA","
                                1
                            ","NA","0"
"cur15_sta.1139","Autobahn Police Simulator","NA","0","NA","0"
"cur15_sta.1140","Just Alone","NA","0","NA","0"
"cur15_sta.1141","Axion","NA","0","NA","0"
"cur15_sta.1142","Spellcrafter","NA","0","NA","0"
"cur15_sta.1143","The Note","NA","0","NA","0"
"cur15_sta.1144","Ampersand","NA","0","NA","0"
"cur15_sta.1145","Genesis Online","NA","0","NA","0"
"cur15_sta.1146","Airport Simulator 2015","NA","0","NA","0"
"cur15_sta.1147","Chronicles of the Witches and Warlocks","NA","0","NA","0"
"cur15_sta.1148","Ninja Guy","NA","0","NA","0"
"cur15_sta.1149","Labyrinth Simulator","NA","0","NA","0"
"cur15_sta.1150","Wild Season","NA","0","NA","0"
"cur15_sta.1151","Stranded Deep","NA","0","NA","0"
"cur15_sta.1152","Tap Tap Infinity","NA","0","NA","0"
"cur15_sta.1153","Bloodbath Kavkaz","NA","
                                1
                            ","
5.2
    ","84 Ratings"
"cur15_sta.1154","Incitement 3","NA","0","NA","0"
"cur15_sta.1155","Dead In Bermuda","NA","
                                2
                            ","
6.3
    ","12 Ratings"
"cur15_sta.1156","Tembo the Badass Elephant","69","
                                17
                            ","
7.2
    ","28 Ratings"
"cur15_sta.1157","Albino Lullaby: Episode 1","64","
                                9
                            ","NA","0"
"cur15_sta.1158","Hegemony III: Clash of the Ancients","NA","
                                1
                            ","
5.1
    ","7 Ratings"
"cur15_sta.1159","Interstellar Rift","NA","0","NA","0"
"cur15_sta.1160","Making History: The Great War","NA","
                                2
                            ","NA","0"
"cur15_sta.1161","Gear Up","NA","
                                3
                            ","
7.1
    ","7 Ratings"
"cur15_sta.1162","Plazma Being","NA","0","NA","0"
"cur15_sta.1163","Darksiders II: Deathinitive Edition","NA","
                                3
                            ","
7.4
    ","39 Ratings"
"cur15_sta.1164","Caveman Craig","NA","0","NA","0"
"cur15_sta.1165","Axis Football 2015","NA","
                                1
                            ","
5.9
    ","8 Ratings"
"cur15_sta.1166","Primal Carnage: Extinction","NA","
                                3
                            ","NA","0"
"cur15_sta.1167","Labyronia RPG 2","NA","0","
7.0
    ","12 Ratings"
"cur15_sta.1168","Nevermind","NA","
                                2
                            ","NA","0"
"cur15_sta.1169","Belladonna","NA","
                                3
                            ","NA","0"
"cur15_sta.1170","Highschool Possession","NA","0","NA","0"
"cur15_sta.1171","GameGuru","NA","0","NA","0"
"cur15_sta.1172","Submerged","47","
                                12
                            ","
5.0
    ","52 Ratings"
"cur15_sta.1173","Office Battle","NA","0","NA","0"
"cur15_sta.1174","ENYO Arcade","NA","0","NA","0"
"cur15_sta.1175","Moonshot","NA","0","NA","0"
"cur15_sta.1176","Laserlife","NA","0","NA","0"
"cur15_sta.1177","MegaSphere","NA","
                                1
                            ","NA","0"
"cur15_sta.1178","Kanji Training Game","NA","0","NA","0"
"cur15_sta.1179","Casino, Inc.","55","
                                8
                            ","
6.0
    ","6 Ratings"
"cur15_sta.1180","Telepath Tactics","NA","
                                2
                            ","
8.3
    ","9 Ratings"
"cur15_sta.1181","Who's Your Daddy","NA","0","
6.2
    ","13 Ratings"
"cur15_sta.1182","Coffin Dodgers","NA","
                                3
                            ","
7.8
    ","12 Ratings"
"cur15_sta.1183","Blood Code","NA","0","NA","0"
"cur15_sta.1184","Empire TV Tycoon","NA","
                                3
                            ","
7.2
    ","14 Ratings"
"cur15_sta.1185","ANKI","NA","0","NA","0"
"cur15_sta.1186","Incandescent","NA","0","NA","0"
"cur15_sta.1187","BoxesWithGuns","NA","0","NA","0"
"cur15_sta.1188","Tango Fiesta","NA","
                                2
                            ","NA","0"
"cur15_sta.1189","The Spatials","NA","
                                3
                            ","NA","0"
"cur15_sta.1190","Squirreltopia","NA","0","NA","0"
"cur15_sta.1191","Pongo","NA","0","NA","0"
"cur15_sta.1192","Air Brawl","NA","
                                1
                            ","NA","0"
"cur15_sta.1193","Sakura Beach 2","NA","0","
5.2
    ","10 Ratings"
"cur15_sta.1194","One More Line","NA","0","NA","0"
"cur15_sta.1195","Taimumari","NA","0","NA","0"
"cur15_sta.1196","Final Fantasy V","NA","
                                2
                            ","
6.9
    ","22 Ratings"
"cur15_sta.1197","Yet Another World","NA","
                                1
                            ","NA","0"
"cur15_sta.1198","Stealth Inc 2: A Game of Clones","77","
                                9
                            ","
6.1
    ","10 Ratings"
"cur15_sta.1199","Labyronia RPG","NA","0","
5.7
    ","11 Ratings"
"cur15_sta.1200","Artifact Adventure","NA","
                                2
                            ","NA","0"
"cur15_sta.1201","Carnivores: Dinosaur Hunter Reborn","NA","0","
7.1
    ","7 Ratings"
"cur15_sta.1202","Invisible Apartment","NA","0","NA","0"
"cur15_sta.1203","Ruzar - The Life Stone","NA","
                                2
                            ","
7.0
    ","4 Ratings"
"cur15_sta.1204","The Deer","NA","0","
7.9
    ","8 Ratings"
"cur15_sta.1205","Luna Sky","NA","0","NA","0"
"cur15_sta.1206","The Game of Life (1998)","NA","0","NA","0"
"cur15_sta.1207","Glass Wing","NA","0","NA","0"
"cur15_sta.1208","Soccer Manager 2016","NA","0","NA","0"
"cur15_sta.1209","Energy Balance","NA","0","NA","0"
"cur15_sta.1210","Camera Obscura","NA","
                                3
                            ","
5.8
    ","4 Ratings"
"cur15_sta.1211","Stigmat","NA","0","
6.8
    ","5 Ratings"
"cur15_sta.1212","Among Ripples","NA","0","NA","0"
"cur15_sta.1213","Wurm Unlimited","NA","0","
7.4
    ","9 Ratings"
"cur15_sta.1214","Agent Awesome","NA","0","NA","0"
"cur15_sta.1215","Miner Mayhem","NA","0","NA","0"
"cur15_sta.1216","Flame Over","NA","
                                1
                            ","
7.3
    ","4 Ratings"
"cur15_sta.1217","MiniDrivers","NA","0","NA","0"
"cur15_sta.1218","Adventurezator: When Pigs Fly","NA","
                                1
                            ","NA","0"
"cur15_sta.1219","Stargazer","NA","0","NA","0"
"cur15_sta.1220","Lux Delux","NA","
                                2
                            ","NA","0"
"cur15_sta.1221","Combat Monsters","NA","
                                1
                            ","
2.0
    ","10 Ratings"
"cur15_sta.1222","Immortal Empire","NA","
                                1
                            ","NA","0"
"cur15_sta.1223","Rake","NA","0","
8.3
    ","8 Ratings"
"cur15_sta.1224","Cards and Castles","NA","0","NA","0"
"cur15_sta.1225","Splendor","NA","0","NA","0"
"cur15_sta.1226","Disney/Pixar Finding Nemo","NA","
                                3
                            ","
6.0
    ","4 Ratings"
"cur15_sta.1227","Zombie Grinder","NA","0","NA","0"
"cur15_sta.1228","Reflections","NA","0","NA","0"
"cur15_sta.1229","Buff Knight Advanced","NA","0","NA","0"
"cur15_sta.1230","Yatagarasu: Attack on Cataclysm","73","
                                10
                            ","
5.0
    ","4 Ratings"
"cur15_sta.1231","The Ritual on Weylyn Island","NA","
                                1
                            ","NA","0"
"cur15_sta.1232","TankZone Battle","NA","0","NA","0"
"cur15_sta.1233","Scraps: Modular Vehicle Combat","NA","0","NA","0"
"cur15_sta.1234","Planetship","NA","0","NA","0"
"cur15_sta.1235","Steel Ocean","NA","
                                1
                            ","
6.8
    ","9 Ratings"
"cur15_sta.1236","Relive","NA","0","NA","0"
"cur15_sta.1237","TeraBlaster","NA","0","NA","0"
"cur15_sta.1238","Medieval Engineers","NA","0","NA","0"
"cur15_sta.1239","BlastZone 2","NA","0","NA","0"
"cur15_sta.1240","Novus Inceptio","NA","0","NA","0"
"cur15_sta.1241","Tulpa","NA","
                                1
                            ","
6.8
    ","4 Ratings"
"cur15_sta.1242","Adam's Venture Chronicles","NA","0","NA","0"
"cur15_sta.1243","In Exilium","NA","0","NA","0"
"cur15_sta.1244","DRAGON: A Game About a Dragon","NA","
                                2
                            ","NA","0"
"cur15_sta.1245","BRAWL","NA","
                                1
                            ","
7.4
    ","11 Ratings"
"cur15_sta.1246","There Was A Caveman","NA","
                                1
                            ","NA","0"
"cur15_sta.1247","Diner Mania","NA","0","NA","0"
"cur15_sta.1248","Giana Sisters 2D","NA","0","NA","0"
"cur15_sta.1249","Super Dungeon Run","NA","0","NA","0"
"cur15_sta.1250","Cahors Sunset","NA","0","NA","0"
"cur15_sta.1251","Vulture for NetHack","NA","0","NA","0"
"cur15_sta.1252","Armor Clash","NA","0","NA","0"
"cur15_sta.1253","BiT Evolution","NA","
                                1
                            ","NA","0"
"cur15_sta.1254","Void Destroyer","NA","
                                3
                            ","NA","0"
"cur15_sta.1255","Soccer Manager 2015","NA","0","NA","0"
"cur15_sta.1256","The Four Kings Casino and Slots","NA","0","NA","0"
"cur15_sta.1257","Mugen Souls","NA","
                                2
                            ","NA","0"
"cur15_sta.1258","Our Love Will Grow","NA","0","NA","0"
"cur15_sta.1259","Aaru's Awakening","59","
                                18
                            ","
2.8
    ","114 Ratings"
"cur15_sta.1260","Survivor Squad","NA","0","
6.5
    ","19 Ratings"
"cur15_sta.1261","Star Nomad 2","NA","
                                1
                            ","NA","0"
"cur15_sta.1262","Siege Wars","NA","0","NA","0"
"cur15_sta.1263","Scourge of War: Waterloo","NA","
                                3
                            ","
8.3
    ","6 Ratings"
"cur15_sta.1264","The Treasures of Montezuma 5","NA","0","NA","0"
"cur15_sta.1265","Formula Truck 2013","NA","0","NA","0"
"cur15_sta.1266","Devilry","NA","0","NA","0"
"cur15_sta.1267","Sketch Tales","NA","0","NA","0"
"cur15_sta.1268","Black & White Bushido","NA","
                                1
                            ","NA","0"
"cur15_sta.1269","Orion Trail","NA","0","NA","0"
"cur15_sta.1270","ManaCollect","NA","
                                2
                            ","NA","0"
"cur15_sta.1271","The Living Dungeon","NA","
                                1
                            ","NA","0"
"cur15_sta.1272","The Lost Island (2013)","NA","0","NA","0"
"cur15_sta.1273","Zotrix","NA","
                                2
                            ","NA","0"
"cur15_sta.1274","Zombie Zoeds","NA","0","NA","0"
"cur15_sta.1275","Tetris Ultimate","NA","
                                2
                            ","NA","0"
"cur15_sta.1276","Forsaken Fortress Strategy","NA","0","NA","0"
"cur15_sta.1277","Botology","NA","0","NA","0"
"cur15_sta.1278","Abyss Raiders: Uncharted","NA","0","NA","0"
"cur15_sta.1279","Handball 16","NA","0","NA","0"
"cur15_sta.1280","Monster Jam Battlegrounds","NA","0","NA","0"
"cur15_sta.1281","I must kill...: Fresh Meat","NA","0","NA","0"
"cur15_sta.1282","Retaliation","NA","0","NA","0"
"cur15_sta.1283","Masterspace","NA","0","NA","0"
"cur15_sta.1284","Dead Sea","NA","0","NA","0"
"cur15_sta.1285","Shadow of Kingdoms","NA","0","NA","0"
"cur15_sta.1286","Gridberd","NA","
                                1
                            ","
2.6
    ","5 Ratings"
"cur15_sta.1287","Naninights","NA","
                                1
                            ","NA","0"
"cur15_sta.1288","Solar Shifter EX","NA","0","NA","0"
"cur15_sta.1289","The Interview","NA","0","NA","0"
"cur15_sta.1290","Moonbase 332","NA","0","NA","0"
"cur15_sta.1291","My Bones","NA","0","NA","0"
"cur15_sta.1292","Outpost 13","NA","0","NA","0"
"cur15_sta.1293","Shallow Space","NA","0","NA","0"
"cur15_sta.1294","Trine 3: The Artifacts of Power","68","
                                34
                            ","
7.3
    ","117 Ratings"
"cur15_sta.1295","Tinboy","NA","0","NA","0"
"cur15_sta.1296","Last Heroes","NA","0","NA","0"
"cur15_sta.1297","MyDream","NA","0","NA","0"
"cur15_sta.1298","Void and Meddler","NA","0","NA","0"
"cur15_sta.1299","Trainz: A New Era","NA","
                                2
                            ","
5.0
    ","5 Ratings"
"cur15_sta.1300","Emerland Solitaire: Endless Journey","NA","0","NA","0"
"cur15_sta.1301","Survivor Squad: Gauntlets","NA","0","NA","0"
"cur15_sta.1302","Statues","NA","0","NA","0"
"cur15_sta.1303","House of Caravan","39","
                                4
                            ","
3.6
    ","7 Ratings"
"cur15_sta.1304","The Isle","NA","0","NA","0"
"cur15_sta.1305","Tea Party Simulator 2015","NA","0","NA","0"
"cur15_sta.1306","Drift Streets Japan","NA","
                                1
                            ","NA","0"
"cur15_sta.1307","Tap Heroes","NA","0","
5.0
    ","4 Ratings"
"cur15_sta.1308","Chronicle Keepers: The Dreaming Garden","NA","0","NA","0"
"cur15_sta.1309","I Shall Remain","NA","0","NA","0"
"cur15_sta.1310","1931: Scheherazade at the Library of Pergamum","NA","0","NA","0"
"cur15_sta.1311","Kill The Plumber","NA","0","NA","0"
"cur15_sta.1312","Pay2Win: The Tricks Exposed","NA","0","NA","0"
"cur15_sta.1313","Particula","NA","
                                1
                            ","
7.5
    ","6 Ratings"
"cur15_sta.1314","Sirius","NA","0","NA","0"
"cur15_sta.1315","Alum","NA","
                                2
                            ","
8.0
    ","5 Ratings"
"cur15_sta.1316","Celestian Tales: Old North","NA","
                                3
                            ","
4.8
    ","40 Ratings"
"cur15_sta.1317","City of Fools","NA","0","NA","0"
"cur15_sta.1318","Quick Slick Deadly","NA","0","NA","0"
"cur15_sta.1319","Bard to the Future","NA","
                                1
                            ","NA","0"
"cur15_sta.1320","Toukiden: Kiwami","NA","
                                1
                            ","
5.6
    ","28 Ratings"
"cur15_sta.1321","Crystal Catacombs","NA","
                                1
                            ","NA","0"
"cur15_sta.1322","Commander Cool 2","NA","0","NA","0"
"cur15_sta.1323","Putrefaction","NA","0","NA","0"
"cur15_sta.1324","Zanzarah: The Hidden Portal","NA","
                                3
                            ","
8.4
    ","29 Ratings"
"cur15_sta.1325","Metaverse Construction Kit","NA","0","NA","0"
"cur15_sta.1326","Epic Arena","NA","0","NA","0"
"cur15_sta.1327","Dead Realm","NA","0","NA","0"
"cur15_sta.1328","Heckabomb","NA","0","NA","0"
"cur15_sta.1329","Arvale","NA","0","NA","0"
"cur15_sta.1330","Ashes of Immortality","NA","0","NA","0"
"cur15_sta.1331","Nomad Fleet","NA","
                                1
                            ","NA","0"
"cur15_sta.1332","Heroes of Loot","NA","0","NA","0"
"cur15_sta.1333","GunWorld","NA","0","NA","0"
"cur15_sta.1334","The Mims Beginning","NA","
                                1
                            ","NA","0"
"cur15_sta.1335","Mirrored - Chapter 1","NA","0","NA","0"
"cur15_sta.1336","Mahjong Pretty Girls Battle","NA","0","NA","0"
"cur15_sta.1337","Life is Hard","NA","0","
7.8
    ","6 Ratings"
"cur15_sta.1338","Painters Guild","NA","
                                2
                            ","NA","0"
"cur15_sta.1339","Return NULL - Episode 1","NA","0","NA","0"
"cur15_sta.1340","Epic Quest of the 4 Crystals","NA","
                                1
                            ","NA","0"
"cur15_sta.1341","Orbit HD","NA","0","NA","0"
"cur15_sta.1342","Shin Samurai Jazz","NA","0","NA","0"
"cur15_sta.1343","The Withering","NA","0","NA","0"
"cur15_sta.1344","FreezeME","NA","0","
6.3
    ","4 Ratings"
"cur15_sta.1345","Lootfest","NA","0","NA","0"
"cur15_sta.1346","Forsaken Isle","NA","0","NA","0"
"cur15_sta.1347","H-Hour: World's Elite","NA","0","NA","0"
"cur15_sta.1348","The Dark Stone from Mebara","NA","
                                1
                            ","NA","0"
"cur15_sta.1349","Cruel Arena","NA","0","NA","0"
"cur15_sta.1350","Gynophobia","NA","0","NA","0"
"cur15_sta.1351","Stick 'Em Up 2: Paper Adventures","NA","0","NA","0"
"cur15_sta.1352","Block Story","NA","0","NA","0"
"cur15_sta.1353","Gem Wars: Attack of the Jiblets","NA","0","NA","0"
"cur15_sta.1354","The Dreamatorium of Dr. Magnus 2","NA","0","NA","0"
"cur15_sta.1355","Queen's Quest: Tower of Darkness","NA","0","NA","0"
"cur15_sta.1356","Chainsaw Warrior: Lords of the Night","NA","
                                2
                            ","NA","0"
"cur15_sta.1357","Kaiju-A-GoGo","NA","
                                2
                            ","NA","0"
"cur15_sta.1358","Astray","NA","0","
4.5
    ","4 Ratings"
"cur15_sta.1359","Gnumz: Masters of Defense","NA","0","NA","0"
"cur15_sta.1360","Odysseus: Long Way Home","NA","0","NA","0"
"cur15_sta.1361","Sonic: Lost World","57","
                                5
                            ","
6.8
    ","73 Ratings"
"cur15_sta.1362","Shoppy Mart: Steam Edition","NA","0","NA","0"
"cur15_sta.1363","Aerannis","NA","
                                1
                            ","NA","0"
"cur15_sta.1364","One Last Day","NA","0","NA","0"
"cur15_sta.1365","C-Wars","NA","0","NA","0"
"cur15_sta.1366","Hidden: On the trail of the Ancients","NA","
                                1
                            ","
7.8
    ","12 Ratings"
"cur15_sta.1367","The Seven Years War (1756-1763)","NA","0","NA","0"
"cur15_sta.1368","Motorbike","NA","0","NA","0"
"cur15_sta.1369","Walkover","NA","0","NA","0"
"cur15_sta.1370","Marble Duel","NA","0","NA","0"
"cur15_sta.1371","CaesarIA","NA","0","NA","0"
"cur15_sta.1372","Requiem: Rise of the Reaver","NA","0","NA","0"
"cur15_sta.1373","Grass Simulator","NA","
                                1
                            ","
1.0
    ","12 Ratings"
"cur15_sta.1374","Eron","NA","0","NA","0"
"cur15_sta.1375","Kings of Kung Fu","NA","
                                2
                            ","NA","0"
"cur15_sta.1376","Orion: A Sci-Fi Visual Novel","NA","
                                1
                            ","NA","0"
"cur15_sta.1377","Divine Slice of Life","NA","0","NA","0"
"cur15_sta.1378","Overruled!","NA","0","NA","0"
"cur15_sta.1379","Dynasty Warriors 8 Empires","NA","
                                1
                            ","
5.8
    ","19 Ratings"
"cur15_sta.1380","Beach Bounce","NA","0","
4.4
    ","7 Ratings"
"cur15_sta.1381","Krosmaster Arena","NA","0","NA","0"
"cur15_sta.1382","The Gate","NA","0","NA","0"
"cur15_sta.1383","The Odyssey: Winds of Athena","NA","
                                1
                            ","NA","0"
"cur15_sta.1384","Nyctophilia","NA","0","NA","0"
"cur15_sta.1385","Untamed: Life Of A Cougar","NA","0","NA","0"
"cur15_sta.1386","Malebolgia","NA","
                                1
                            ","NA","0"
"cur15_sta.1387","Big Fish Legend","NA","0","NA","0"
"cur15_sta.1388","Discouraged Workers","NA","0","NA","0"
"cur15_sta.1389","Resilience: Wave Survival","NA","0","NA","0"
"cur15_sta.1390","Battle of the Bulge","NA","
                                2
                            ","
8.3
    ","6 Ratings"
"cur15_sta.1391","Ruzh Delta Z","NA","0","NA","0"
"cur15_sta.1392","Freshman Year","NA","0","NA","0"
"cur15_sta.1393","Solitaire Christmas. Match 2 Cards","NA","0","NA","0"
"cur15_sta.1394","Spirit Of War","NA","
                                1
                            ","
8.5
    ","4 Ratings"
"cur15_sta.1395","Toby: The Secret Mine","NA","
                                3
                            ","
5.4
    ","8 Ratings"
"cur15_sta.1396","Visibility","NA","0","NA","0"
"cur15_sta.1397","Power of Love","NA","0","NA","0"
"cur15_sta.1398","OH! RPG!","NA","0","NA","0"
"cur15_sta.1399","Lunch Truck Tycoon","NA","0","NA","0"
"cur15_sta.1400","The Battle of Sol","NA","0","NA","0"
"cur15_sta.1401","1,000 Heads Among the Trees","NA","
                                1
                            ","NA","0"
"cur15_sta.1402","Mighty Dungeons","NA","0","NA","0"
"cur15_sta.1403","The Big Secret of a Small Town","NA","0","NA","0"
"cur15_sta.1404","Dark Quest","NA","0","NA","0"
"cur15_sta.1405","4089: Ghost Within","NA","0","NA","0"
"cur15_sta.1406","Farlight Explorers","NA","0","NA","0"
"cur15_sta.1407","True Bliss","NA","0","NA","0"
"cur15_sta.1408","Noct","NA","0","NA","0"
"cur15_sta.1409","The Tower Of Elements","NA","0","NA","0"
"cur15_sta.1410","Double Dragon Trilogy","NA","
                                2
                            ","NA","0"
