X.,Game,Url,Release.date,Price,Score.rank.Userscore...Metascore.,Owners,Playtime..Median.,Developer.s.,Publisher.s.
1014,The Few,The-Floor-is-Jelly,18-Jun-14,$7.99,23% (63%),"20,000?..?50,000",00:00 (00:00),BlackMoon Design,BlackMoon Design
1461,The Fifth Day,The-Flying-Dutchman,25-Jul-14,$14.99,8% (45%),"20,000?..?50,000",00:00 (00:00),Touz,Touz
24,The Floor is Jelly,The-Forest-of-Doom,30-May-14,$9.99,51% (80%/83%),"20,000?..?50,000",00:00 (00:00),Ian Snyder,Ian Snyder
1506,The Flying Dutchman,The-Forgotten-Ones,12-Sep-14,$4.99,1% (3%),"0?..?20,000",00:00 (00:00),Snack Games,Strategy First
1534,The Forest of Doom,The-Golf-Club,30-Oct-14,$4.99,58% (83%),"50,000?..?100,000",00:00 (00:00),Tin Man Games,Tin Man Games
1444,The Forgotten Ones,The-Good-Life,17-Jul-14,Free,18% (59%),"500,000?..?1,000,000",00:00 (00:00),Bernt Andreas Eide,Bernt Andreas Eide
185,The Golf Club,The-Great-Jitters-Pudding-Panic,19-Aug-14,$29.99,22% (62%/70%),"20,000?..?50,000",00:00 (00:00),HB Studios,HB Studios
615,The Good Life,The-Guild-Gold-Edition,21-Nov-14,$9.99,12% (51%),"0?..?20,000",00:00 (00:00),immersionFX,Iceberg Interactive
1350,The Great Jitters: Pudding Panic,The-Happy-Hereafter,22-May-14,$4.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),kunst-stoff GmbH,kunst-stoff GmbH
32,The Guild Gold Edition,The-House,9-Sep-14,$9.99,31% (69%/82%),"100,000?..?200,000",00:00 (00:00),4HEAD Studios,THQ Nordic
659,The Happy Hereafter,the-Hunter-Classic,5-Jun-14,$3.99,47% (78%),"0?..?20,000",03:01 (01:00),"Alawar, Mirball Games",Buka Entertainment
676,The House,The-Impossible-Game,1-Jul-14,$4.99,4% (33%),"0?..?20,000",00:00 (00:00),Konsordo,Konsordo
262,The Impossible Game,The-Incredible-Adventures-of-Van-Helsing-II,8-May-14,$4.99,66% (86%/64%),"50,000?..?100,000",00:12 (00:08),Grip Games,FlukeDude
91,The Incredible Adventures of Van Helsing II,The-Jackbox-Party-Pack,13-Jun-14,$14.99,28% (67%/77%),"200,000?..?500,000",00:29 (00:09),NeocoreGames,NeocoreGames
841,The Jackbox Party Pack,The-Journey-Down-Chapter-Two,26-Nov-14,$24.99,80% (91%),"200,000?..?500,000",02:10 (02:57),"Jackbox Games, Inc.","Jackbox Games, Inc."
68,The Journey Down: Chapter Two,The-Joylancer-Legendary-Motor-Knight,25-Aug-14,$19.99,95% (96%/78%),"100,000?..?200,000",00:00 (00:00),SkyGoblin,SkyGoblin
1535,The Joylancer: Legendary Motor Knight,the-king-of-fighters-98-ultimate-match-final-edition,7-Nov-14,$9.99,14% (54%),"20,000?..?50,000",00:00 (00:00),alpha six productions,"Merge Games, Digerati Distribution"
408,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,The-Labyrinth-of-Time,16-Dec-14,$14.99,58% (83%),"100,000?..?200,000",05:00 (03:19),"SNK CORPORATION, Code Mystics",SNK CORPORATION
1348,The Labyrinth of Time,the-last-door,26-Nov-14,$5.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Terra Nova Development,Nightdive Studios
61,The Last Door - Collector's Edition,The-Last-Federation,20-May-14,$9.99,95% (96%/79%),"100,000?..?200,000",01:24 (00:30),The Game Kitchen,Phoenix Online Publishing
160,The Last Federation,The-Last-Tinker-City-of-Colors,18-Apr-14,$19.99,34% (71%/72%),"50,000?..?100,000",00:00 (00:00),"Arcen Games, LLC","Arcen Games, LLC"
151,The Last Tinker: City of Colors,The-Legend-of-Heroes-Trails-in-the-Sky,12-May-14,$9.99,47% (78%/72%),"50,000?..?100,000",00:00 (00:00),Mimimi Productions,Daedalic Entertainment
16,The Legend of Heroes: Trails in the Sky,The-LEGO-Movie-Videogame,29-Jul-14,$19.99,80% (91%/85%),"200,000?..?500,000",05:29 (05:46),Nihon Falcom,"XSEED Games, Marvelous USA, Inc."
457,The LEGO Movie - Videogame,the-lost-crown-a-ghost-hunting-adventure,7-Feb-14,$19.99,51% (80%),"200,000?..?500,000",00:56 (00:55),"TT Fusion, Traveller's Tales, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)"
164,The Lost Crown,The-Makers-Eden,6-Jun-14,$9.99,66% (86%/71%),"50,000?..?100,000",00:00 (00:00),Darkling Room,Iceberg Interactive
637,The Maker's Eden,The-Marvellous-Miss-Take,30-Jul-14,$8.99,51% (80%),"20,000?..?50,000",00:00 (00:00),Screwy Lightbulb,Screwy Lightbulb
202,The Marvellous Miss Take,The-Memory-of-Eldurim,20-Nov-14,$19.99,58% (83%/69%),"50,000?..?100,000",00:00 (00:00),Wonderstruck,Rising Star Games
710,The Memory of Eldurim,the-Mirror-Mysteries,7-Feb-14,$0.99,6% (40%),"0?..?20,000",00:00 (00:00),Liminal Games,Liminal Games
508,The Moon Sliver,The-Moon-Sliver,28-Oct-14,$1.99,39% (74%),"50,000?..?100,000",00:00 (00:00),David Szymanski,David Szymanski
1339,The Musketeers: Victoria's Quest,Them---The-Summoning,7-Jan-14,$3.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"New Bridge Games, Alawar Entertainment",Buka Entertainment
695,The Nightmare Cooperative,The-Musketeers-Victorias-Quest,16-Jul-14,$4.99,31% (69%),"50,000?..?100,000",00:00 (00:00),Lucky Frame,Blazing Griffin Ltd
286,The Old City: Leviathan,The-Nightmare-Cooperative,3-Dec-14,$5.99,36% (72%/62%),"20,000?..?50,000",00:00 (00:00),PostMod Softworks,PostMod Softworks
1122,The Original Strife: Veteran Edition,The-Old-City-Leviathan,12-Dec-14,$9.99,93% (95%),"50,000?..?100,000",00:00 (00:00),Rogue Entertainment,Nightdive Studios
1340,The Plan,The-Original-Strife-Veteran-Edition,14-Feb-14,Free,84% (92%),"500,000?..?1,000,000",00:00 (00:00),Krillbite Studio,Krillbite Studio
425,The Promised Land,the-pandora-directive,25-Apr-14,$6.99,58% (83%),"20,000?..?50,000",00:00 (00:00),"Boolat Games, Alawar Entertainment",Buka Entertainment
728,The Repopulation,The-Plan,22-Dec-14,$19.99,16% (56%),"20,000?..?50,000",00:00 (00:00),IF Studios,IF Studios
142,The Room,The-Promised-Land,28-Jul-14,$4.99,97% (97%/73%),"200,000?..?500,000",02:13 (02:06),Fireproof Games,Fireproof Games
516,The Sacred Tears TRUE,The-Repopulation,25-Sep-14,$9.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),AlphaNuts,Nyu Media
115,The Samaritan Paradox,The-Room,18-Apr-14,$6.99,49% (79%/75%),"20,000?..?50,000",00:00 (00:00),Faravid Interactive,Screen 7
1055,The Secret Of Hildegards,The-Sacred-Tears-TRUE,27-Mar-14,$2.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),Komar Games,Libredia
1116,The Shopkeeper,The-Samaritan-Paradox,23-Oct-14,$2.99,2% (23%),"20,000?..?50,000",00:00 (00:00),Tom De Roeck,Mastertronic
1427,The Stalin Subway,The-Secret-Of-Hildegards,19-Sep-14,$3.99,13% (53%),"0?..?20,000",01:01 (00:20),Orion Games,Buka Entertainment
1225,The Stalin Subway: Red Veil,The-Shopkeeper,24-Oct-14,$2.99,9% (46%),"20,000?..?50,000",00:00 (00:00),Orion Games,Buka Entertainment
867,The Sun and Moon,The-Stalin-Subway,14-Nov-14,$6.99,56% (82%),"20,000?..?50,000",00:00 (00:00),Daniel Linssen,"Digerati Distribution, Kot in Action Creative Artel"
307,The Sun at Night,the-stalin-subway-the-red-veil,1-Aug-14,$4.99,N/A (N/A/59%),"0?..?20,000",00:00 (00:00),Minicore Studios,Minicore Studios
13,The Talos Principle,the-sun-and-moon,11-Dec-14,$39.99,93% (95%/85%),"500,000?..?1,000,000",03:09 (03:15),Croteam,"Devolver Digital, Croteam"
1017,The Terminal 2,The-Sun-at-Night,8-Aug-14,$4.99,2% (24%),"0?..?20,000",00:00 (00:00),FrameLineNetwork Kft.,FrameLineNetwork Kft.
1098,The Tomorrow War,The-Talos-Principle,3-Apr-14,$2.99,11% (50%),"20,000?..?50,000",00:00 (00:00),CrioLand,1C Entertainment
896,The Tower,The-Terminal-2,4-Aug-14,$2.99,2% (16%),"0?..?20,000",00:00 (00:00),Narrow Monolith,Narrow Monolith
857,The Treasures of Montezuma 3,The-Tomorrow-War,16-Oct-14,$3.99,24% (64%),"0?..?20,000",03:34 (01:11),Alawar Entertainment,Buka Entertainment
1516,The Treasures of Montezuma 4,The-Tower,16-May-14,$6.99,58% (83%),"20,000?..?50,000",00:00 (00:00),Alawar Entertainment,Buka Entertainment
36,The Vanishing of Ethan Carter,The-Treasures-of-Montezuma-3,25-Sep-14,$19.99,71% (88%/82%),"500,000?..?1,000,000",00:00 (00:00),The Astronauts,The Astronauts
368,The Waste Land,The-Treasures-of-Montezuma-4,16-Sep-14,$9.99,12% (51%),"0?..?20,000",00:00 (00:00),Fledermaus,Digital Tribe
429,The Whispered World Special Edition,The-Vanishing-of-Ethan-Carter,6-May-14,$19.99,38% (73%),"200,000?..?500,000",02:47 (01:51),Daedalic Entertainment,Daedalic Entertainment
216,The Witcher Adventure Game,The-Waste-Land,27-Nov-14,$9.99,47% (78%/68%),"100,000?..?200,000",00:01 (00:00),"CD PROJEKT RED, Can Explode",CD PROJEKT RED
490,The Witch's Yarn,The-Whispered-World,3-Apr-14,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Mousechief,Mousechief
1539,The World II: Hunting BOSS,The-Witcher-Adventure-Game,7-Nov-14,$1.99,10% (47%),"0?..?20,000",00:00 (00:00),Good Games,Good Games
239,The Yawhg,The-Witchs-Yarn,27-Feb-14,$9.99,51% (80%/66%),"50,000?..?100,000",00:00 (00:00),"Damian Sommer, Emily Carroll",Damian Sommer
1161,Theatre Of The Absurd,The-World-II-Hunting-BOSS,8-May-14,$4.99,53% (81%),"20,000?..?50,000",00:00 (00:00),Gogii Games,Strategy First
682,theHunter Classic,The-Yawhg,3-Jun-14,Free,7% (42%),"5,000,000?..?10,000,000",12:44 (02:25),"Expansive Worlds, Avalanche Studios","Expansive Worlds, Avalanche Studios"
1298,Them - The Summoning,They-Breathe,16-May-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Gamatic,United Independent Entertainment GmbH
1499,They Breathe,Thief,23-May-14,$1.99,68% (87%),"50,000?..?100,000",02:16 (00:45),The Working Parts,The Working Parts
184,Thief,Thief-Town,27-Feb-14,$29.99,33% (70%/70%),"1,000,000?..?2,000,000",02:37 (03:43),"Eidos-Montréal, Feral Interactive (Mac)","Square Enix, Feral Interactive (Mac)"
1687,Thief Town,Thieves-Gambit-The-Curse-of-the-Black-Cat,4-Dec-14,$7.99,41% (75%),"20,000?..?50,000",00:00 (00:00),Glass Knuckle Games,Glass Knuckle Games
790,Thieves' Gambit: The Curse of the Black Cat,Third-Eye-Crime,17-Oct-14,$2.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Choice of Games,Choice of Games
1674,Third Eye Crime,This-War-of-Mine,23-Jul-14,$4.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),Moonshot Games,Gameblyr
23,This War of Mine,Three-Dead-Zed,14-Nov-14,$19.99,93% (95%/83%),"2,000,000?..?5,000,000",03:09 (01:14),11 bit studios,11 bit studios
1608,Three Dead Zed,Tiestru,7-Jul-14,$5.99,25% (65%),"50,000?..?100,000",00:00 (00:00),Gentleman Squid Studio,Gentleman Squid Studio
1592,Tiestru,Tile-Miner,20-Aug-14,$9.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),Warlock Arts,Warlock Arts
1421,Tile Miner,Time-Mysteries-2-The-Ancient-Spectres,24-Oct-14,$9.99,22% (62%),"0?..?20,000",00:00 (00:00),"nalothchris, swanee734",No Publisher
685,Time Mysteries 2: The Ancient Spectres,time-mysteries-the-final-enigma,31-Jul-14,$9.99,27% (66%),"50,000?..?100,000",00:00 (00:00),Artifex Mundi,Artifex Mundi
1279,Time Mysteries 3: The Final Enigma,Time-of-Fury,11-Sep-14,$9.99,66% (86%),"50,000?..?100,000",00:00 (00:00),Artifex Mundi,Artifex Mundi
1187,Time of Fury,Time-Rifters,18-Jul-14,$19.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Wastelands Interactive,Slitherine Ltd.
375,Time Rifters,TinyKeep,21-Oct-14,$9.99,68% (87%),"0?..?20,000",00:00 (00:00),Proton Studio Inc,
991,TinyKeep,Titanfall---The-Final-Hours,29-Sep-14,$9.99,27% (66%),"50,000?..?100,000",00:00 (00:00),Phigames,Digital Tribe
1041,Titanfall - The Final Hours,Toast-Time,16-Apr-14,$0.99,3% (30%),"20,000?..?50,000",00:00 (00:00),Geoff Keighley,Geoff Keighley
170,To End All Wars,To-End-All-Wars,29-Aug-14,$39.99,23% (63%/71%),"0?..?20,000",00:00 (00:00),Ageod,Slitherine Ltd.
762,Toast Time,Top-Hat,27-Aug-14,$4.99,56% (82%),"20,000?..?50,000",00:00 (00:00),Force Of Habit,Force Of Habit
1064,Top Hat,Toribash,31-Jul-14,$0.99,27% (66%),"20,000?..?50,000",00:00 (00:00),N94Games,N94Games
923,Toribash,TowerFall-Ascension,16-May-14,Free,68% (87%),"2,000,000?..?5,000,000",02:04 (02:22),Nabi Studios,"Nicalis, Inc."
101,Tower of Guns,Tower-of-Guns,4-Mar-14,$14.99,68% (87%/76%),"200,000?..?500,000",00:01 (00:00),Terrible Posture Games,Terrible Posture Games LLC
5,TowerFall Ascension,Town-of-Salem,11-Mar-14,$14.99,93% (95%/87%),"200,000?..?500,000",02:00 (00:28),Matt Thorson,Matt Makes Games Inc.
1464,Town of Salem,Towtruck-Simulator-2015,15-Dec-14,$4.99,68% (87%),"500,000?..?1,000,000",04:44 (01:30),BlankMediaGames,BlankMediaGames
1285,Towtruck Simulator 2015,Toxic-Bunny-HD,11-Mar-14,$9.99,1% (10%),"20,000?..?50,000",00:00 (00:00),United Independent Entertainment GmbH,United Independent Entertainment GmbH
449,Toxic Bunny HD,Toybox-Turbos,18-Jul-14,$5.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Celestial Games,Celestial Games
200,Toybox Turbos,Trace-Vector,11-Nov-14,$14.99,66% (86%/69%),"100,000?..?200,000",02:13 (02:48),Codemasters,Codemasters
479,Trace Vector,Train-Fever,19-Aug-14,$6.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Vexel Games,Vexel Games
229,Train Fever,Train-Simulator-NEC-New-York-New-Haven-Route-Add-On,4-Sep-14,$19.99,19% (60%/67%),"200,000?..?500,000",01:55 (01:04),Urban Games,Good Shepherd Entertainment
1219,Train Simulator: NEC: New York-New Haven Route Add-On,Train-Simulator-South-London-Network-Route-Add-On,10-Apr-14,$29.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Dovetail Games,Dovetail Games - Trains
1232,Train Simulator: South London Network Route Add-On,Train-Town,13-Nov-14,$39.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Dovetail Games,Dovetail Games - Trains
819,Train Town,Trainz-Trouble,26-Aug-14,$2.99,34% (71%),"0?..?20,000",00:00 (00:00),N3V Games,N3V Games
1536,Trainz Trouble,Transistor,26-Aug-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),N3V Games,N3V Games
22,Transistor,TransOcean-The-Shipping-Company,20-May-14,$19.99,90% (94%/83%),"1,000,000?..?2,000,000",37:21 (02:02),Supergiant Games,Supergiant Games
1477,TransOcean: The Shipping Company,Transport-Giant,23-Sep-14,$19.99,30% (68%),"100,000?..?200,000",08:08 (06:48),Deck13 Hamburg,astragon Entertainment
1121,Transport Giant,Trials-Fusion,5-Sep-14,$9.99,9% (46%),"100,000?..?200,000",00:00 (00:00),"Fancy Bytes, Reactor",Toplitz Productions
122,TRI: Of Friendship and Madness,Triblaster,9-Oct-14,$14.99,68% (87%/74%),"20,000?..?50,000",00:00 (00:00),Rat King Entertainment,Rising Star Games
58,Trials Fusion,Tribloos-2,24-Apr-14,$19.99,24% (64%/80%),"200,000?..?500,000",00:17 (00:11),"RedLynx, in collaboration with Ubisoft Shanghai, Ubisoft Kiev",Ubisoft
517,Triblaster,tri-of-friendship-and-madness,1-Jul-14,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"oeFun, Inc.","oeFun, Inc."
1568,Tribloos 2,TRON-20,30-Jan-14,$4.99,80% (91%),"100,000?..?200,000",00:00 (00:00),BumpkinBrothers,BumpkinBrothers
18,TRON 2.0,Tropico-5,10-Oct-14,$9.99,71% (88%/84%),"20,000?..?50,000",00:00 (00:00),"Monolith Productions, Inc.",Disney Interactive
112,Tropico 5,Trucks-Trailers,23-May-14,$19.99,45% (77%/75%),"1,000,000?..?2,000,000",01:40 (01:03),Haemimont Games,Kalypso Media Digital
1329,Trucks & Trailers,Truffle-Saga,4-Jun-14,$4.99,21% (61%),"200,000?..?500,000",00:39 (00:13),SCS Software,SCS Software
1159,Truffle Saga,TUG,6-Jun-14,$1.99,10% (47%),"50,000?..?100,000",00:00 (00:00),Colossal Games,KISS ltd
1645,TUG,Turbo-Dismount,28-Mar-14,N/A,9% (46%),"50,000?..?100,000",00:00 (00:00),Nerd Kingdom Inc.,Nerd Kingdom Inc.
530,Turbo Dismount,Ubersoldier-II,21-May-14,$9.99,80% (91%),"200,000?..?500,000",01:21 (01:48),Secret Exit Ltd.,Secret Exit Ltd.
284,Ubersoldier II,Uebergame,25-Mar-14,$9.99,39% (74%/62%),"100,000?..?200,000",00:00 (00:00),Burut CT,Strategy First
1290,Uebergame,UFO-Afterlight,24-Dec-14,Free,12% (51%),"100,000?..?200,000",00:00 (00:00),Duion,Duion
166,UFO: Afterlight,UFO-Aftermath,6-Jan-14,$6.99,23% (63%/71%),"200,000?..?500,000",00:00 (00:00),Altar Games,Bohemia Interactive
1663,UFO: Aftermath,UFO-Aftershock,23-Apr-14,$3.99,39% (74%),"50,000?..?100,000",00:00 (00:00),Altar Interactive,1C Entertainment
1467,UFO: Aftershock,Ukrainian-Ninja,16-Apr-14,$3.99,31% (69%),"50,000?..?100,000",00:00 (00:00),ALTAR Interactive,1C Entertainment
1471,Ukrainian Ninja,Ultimate-General-Gettysburg,23-Dec-14,Free,11% (49%),"0?..?20,000",00:00 (00:00),"Michael Kissinger, Marco Hulden, Shaun Egan, Joshua Marks, Denys Ovsiannykov",Dragon Fire Games Inc
19,Ultimate General: Gettysburg,Ultionus-A-Tale-of-Petty-Revenge,16-Oct-14,$14.99,60% (84%/84%),"200,000?..?500,000",01:17 (01:16),Game-Labs,Game-Labs
1311,Ultionus: A Tale of Petty Revenge,Ultra-Street-Fighter-IV,25-Feb-14,$6.99,30% (68%),"20,000?..?50,000",00:00 (00:00),Last Dimension,Last Dimension
998,Ultra Street Fighter IV,ULTRAWORLD,7-Aug-14,$29.99,74% (89%),"500,000?..?1,000,000",01:25 (01:00),Capcom,Capcom
904,ULTRAWORLD EXODUS,under-a-killing-moon,4-Dec-14,Free,28% (67%),"20,000?..?50,000",00:00 (00:00),Neon Serpent LLC,Neon Serpent LLC
668,Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,unearthed-trail-of-ibn-battuta,3-Jan-14,$4.99,17% (58%),"20,000?..?50,000",00:00 (00:00),Semaphore,Semaphore
214,UnEpic,UnEpic,25-Jul-14,$12.99,84% (92%/68%),"200,000?..?500,000",00:01 (00:00),@unepic_fran,@unepic_fran
255,Unrest,Unrest,23-Jul-14,$9.99,24% (64%/65%),"20,000?..?50,000",00:00 (00:00),Pyrodactyl,Pyrodactyl
1678,Uprising44: The Silent Shadows,Uprising44-The-Silent-Shadows,18-Apr-14,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),DMD Enterprise,DMD Enterprise
823,Uriel's Chasm,Uriels-Chasm,12-Sep-14,$4.99,5% (35%),"200,000?..?500,000",01:56 (00:38),Rail Slave Games,KISS ltd
456,US and THEM,us-and-them-cold-war,18-Mar-14,$2.99,4% (32%),"20,000?..?50,000",00:00 (00:00),Icehole Games,Strategy First
910,Valiant Hearts: The Great War / Soldats Inconnus : Mémoires de la Grande Guerre,valiant-hearts-the-great-war,25-Jun-14,$14.99,93% (95%),"200,000?..?500,000",00:24 (00:16),Ubisoft Montpellier,Ubisoft
518,Valkyria Chronicles,Valkyria-Chronicles,11-Nov-14,$19.99,80% (91%),"500,000?..?1,000,000",04:42 (03:36),SEGA,SEGA
540,Vampires: Guide Them to Safety!,Vampires-Guide-Them-to-Safety!,22-Oct-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),CBE software s.r.o.,CBE software s.r.o.
371,Vangers,Vangers,24-Apr-14,$6.99,90% (94%),"50,000?..?100,000",00:00 (00:00),K-D Lab,KranX Productions
1294,Vanguard Princess,Vanguard-Princess,3-Mar-14,$4.99,38% (73%),"200,000?..?500,000",00:08 (00:05),Tomoaki Sugeno,eigoMANGA
922,Vault Cracker,Vault-Cracker,15-May-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Gogii Games,Strategy First
396,Velocibox,Velocibox,8-Sep-14,$7.99,90% (94%),"50,000?..?100,000",02:20 (00:46),Shawn Beck,Shawn Beck
674,Velvet Sundown,Velvet-Sundown,22-Jul-14,Free,18% (59%),"500,000?..?1,000,000",00:00 (00:00),Tribe Studios,Tribe Studios
799,Verde Station,Verde-Station,18-Dec-14,$0.99,33% (70%),"20,000?..?50,000",00:00 (00:00),Duelboot,Duelboot
175,Vertical Drop Heroes HD,Vertical-Drop-Heroes-HD,25-Jul-14,$6.99,45% (77%/70%),"200,000?..?500,000",00:00 (00:00),Nerdook Productions,Digerati Distribution
927,Victim of Xen,Victim-of-Xen,21-May-14,$3.99,13% (52%),"100,000?..?200,000",00:00 (00:00),Smolders,Smolders
1087,Victorian Admirals,Victorian-Admirals,11-Feb-14,$19.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Totem Games,Strategy First
470,Victory At Sea,Victory-At-Sea,8-Aug-14,$24.99,41% (75%),"20,000?..?50,000",08:28 (02:49),Evil Twin Artworks,Evil Twin Artworks
1355,Viking Brothers,Viking-Brothers,23-Apr-14,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"Alawar, Whalebox Studio",Viva Media Inc
1053,Viktor,Viktor,13-Jun-14,$7.99,39% (74%),"20,000?..?50,000",02:20 (00:46),Shorebound Studios,Shorebound Studios
639,Villagers and Heroes,villagers-and-heroes,17-Apr-14,Free,16% (56%),"500,000?..?1,000,000",00:17 (00:05),Mad Otter Games,Mad Otter Games
686,Vitrum,Vitrum,22-Apr-14,$1.99,8% (44%),"20,000?..?50,000",00:00 (00:00),9heads Game Studios,9heads Game Studios
1672,Vlad the Impaler,Vlad-the-Impaler,16-Jul-14,$0.99,30% (68%),"20,000?..?50,000",00:00 (00:00),Section Studios,Section Studios
769,Voice of Pripyat,Voice-of-Pripyat,19-Nov-14,$6.99,13% (53%),"0?..?20,000",00:00 (00:00),Slav Pankratov,Slav Pankratov
432,Volo Airsport,Volo-Airsport,4-Dec-14,$0.99,21% (61%),"0?..?20,000",00:00 (00:00),Ramjet Anvil,Ramjet Anvil
1594,Volt,Volt,14-Apr-14,$0.99,25% (65%),"50,000?..?100,000",00:00 (00:00),Quantized Bit,Quantized Bit
1689,Voodoo Whisperer Curse of a Legend,Voodoo-Whisperer-Curse-of-a-Legend,8-Apr-14,$4.99,17% (58%),"0?..?20,000",00:00 (00:00),Gogii Games,Strategy First
1670,Voyage: Journey to the Moon,Voyage-Journey-to-the-Moon,29-Aug-14,$4.99,43% (76%),"20,000?..?50,000",00:00 (00:00),Microids,Microids
1570,Wacky Wheels,Wacky-Wheels,5-May-14,$4.99,93% (95%),"50,000?..?100,000",00:20 (00:06),Beavis Soft,3D Realms (Apogee Software)
99,WAKFU,WAKFU,18-Sep-14,Free,45% (77%/76%),"1,000,000?..?2,000,000",05:12 (10:45),Ankama Studio,Ankama Games
1284,War in a Box: Paper Tanks,warehouse-and-logistics-simulator,4-Jul-14,$4.99,33% (70%),"50,000?..?100,000",00:00 (00:00),DQ Team,DQ Team
959,War of the Human Tanks,Warface,10-Jan-14,$9.99,84% (92%),"50,000?..?100,000",00:00 (00:00),Yakiniku Banzai,Fruitbat Factory
1175,War on Folvos,Wargame-Red-Dragon,8-Aug-14,$3.99,49% (79%),"50,000?..?100,000",00:00 (00:00),Lonely Troops,Lonely Troops
918,War Operations,Warhammer-40000-Armageddon,18-Sep-14,$3.99,4% (31%),"0?..?20,000",00:00 (00:00),Dynamic Games,Strategy First
572,Warehouse and Logistics Simulator,Warhammer-40000-Kill-Team,25-Feb-14,$9.99,5% (36%),"20,000?..?50,000",00:00 (00:00),app2fun,United Independent Entertainment GmbH
279,Warface,War-in-a-Box-Paper-Tanks,1-Jul-14,Free,31% (69%/62%),"5,000,000?..?10,000,000",04:44 (00:55),My.com,My.com
72,Wargame: Red Dragon,Warlock-2-The-Exiled,17-Apr-14,$29.99,68% (87%/78%),"500,000?..?1,000,000",02:12 (01:34),Eugen Systems,Focus Home Interactive
210,"Warhammer 40,000: Armageddon",WARMACHINE-Tactics,26-Nov-14,$39.99,45% (77%/68%),"20,000?..?50,000",00:00 (00:00),"Flashback Games, The Lordz Games Studio",Slitherine Ltd.
1377,"Warhammer 40,000: Kill Team",War-of-the-Human-Tanks,22-May-14,$9.99,16% (57%),"50,000?..?100,000",00:00 (00:00),Nomad Games,SEGA
135,Warlock 2: The Exiled,War-on-Folvos,10-Apr-14,$19.99,24% (64%/73%),"50,000?..?100,000",00:02 (00:00),Ino-Co Plus,Paradox Interactive
1617,WARMACHINE: Tactics,War-Operations,20-Nov-14,Free,8% (44%),"100,000?..?200,000",00:00 (00:00),WhiteMoon Dreams,Privateer Press Interactive
148,Warrior Kings,Warrior-Kings,24-Apr-14,$9.99,31% (69%/73%),"0?..?20,000",00:00 (00:00),Black Cactus,Strategy First
