X.,Game,Url,Release.date,Price,Score.rank.Userscore...Metascore.,Owners,Playtime..Median.,Developer.s.,Publisher.s.
963,Dungeon of Elements,Dungeon-of-Elements,12-Jun-14,$9.99,36% (72%),"50,000?..?100,000",06:25 (04:16),Frogdice,Frogdice
64,Dungeon of the Endless,Dungeon-of-the-Endless,27-Oct-14,$11.99,74% (89%/79%),"500,000?..?1,000,000",02:36 (01:49),AMPLITUDE Studios,SEGA
1422,Dungeon Shooter 2,Dungeon-Shooter-2,4-Dec-14,$7.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Rabid Design Studios,Rabid Design Studios
1300,Dungeonmans,Dungeonmans,9-Dec-14,$14.99,77% (90%),"20,000?..?50,000",00:00 (00:00),Adventurepro Games LLC,Adventurepro Games LLC
418,Dungeons: The Eye of Draconus,Dungeons-The-Eye-of-Draconus,11-Aug-14,$2.99,11% (49%),"20,000?..?50,000",00:00 (00:00),SuckerFree Games,SuckerFree Games
1661,DungeonUp,DungeonUp,18-Nov-14,$4.99,63% (85%),"20,000?..?50,000",00:00 (00:00),Clewcat Games,Black Shell Media
1403,Dusk 12,Dusk-12,22-Aug-14,$3.99,8% (45%),"0?..?20,000",00:00 (00:00),Orion Games,Buka Entertainment
1278,Dusty Revenge:Co-Op Edition,dusty-revenge,17-Feb-14,$14.99,12% (51%),"50,000?..?100,000",00:00 (00:00),PD Design Studio,PD Design Studio
1692,Dwarf Tower,Dwarf-Tower,23-Dec-14,$0.99,41% (75%),"20,000?..?50,000",00:00 (00:00),iosoftware,iosoftware
713,Dwelvers,Dwelvers,11-Sep-14,$14.99,28% (67%),"0?..?20,000",00:00 (00:00),Rasmus Ljunggren,Dancing Devils
167,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,dynasty-warriors-8-xtreme-legends-complete-edition," 2014""",$49.99,51% (80%/71%),"200,000?..?500,000",03:47 (03:22),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
581,East Tower - Kurenai,East-Tower---Kurenai,11-Mar-14,$14.99,N/A (N/A),"0?..?20,000",00:00 (00:00),roseVeRte,roseVeRte
188,Echelon,Echelon,3-Jul-14,$3.99,6% (39%/70%),"20,000?..?50,000",00:00 (00:00),MADia Entertainment,Buka Entertainment
271,Echelon: Wind Warriors,Echelon-Wind-Warriors,8-Aug-14,$3.99,47% (78%/63%),"0?..?20,000",01:30 (00:30),MADia Entertainment,Buka Entertainment
1074,Echo of the Wilds,Echo-of-the-Wilds,10-Jun-14,$8.99,51% (80%),"20,000?..?50,000",00:00 (00:00),Anthony Case,Caiysware
1030,eden - 3D Screensaver,eden---3D-Screensaver,15-Sep-14,$6.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Maurice Pape,Maurice Pape
1066,Eets Munchies,Eets-Munchies,11-Mar-14,$6.99,71% (88%),"200,000?..?500,000",00:00 (00:00),Klei Entertainment,Klei Entertainment
264,Eidolon,Eidolon,1-Aug-14,$15,36% (72%/64%),"50,000?..?100,000",00:00 (00:00),"Badru, Michael Bell, Zoe Vartanian, Adam Murgittroyd, Meagan Malone, Jeffrey Klinicke, Shadie Hijazi, Jacob Leach, Aron Miller, Isa Hutchinson",Ice Water Games
334,El Matador,El-Matador,3-Apr-14,$3.99,24% (64%/54%),"20,000?..?50,000",00:00 (00:00),Plastic Reality Technologies,1C Entertainment
1264,Elastrix,Elastrix,18-Dec-14,$2.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Hyper Hippo Games,Hyper Hippo Games
732,Eldevin,Eldevin,5-Nov-14,Free,45% (77%),"200,000?..?500,000",00:05 (00:03),Hunted Cow Studios,Hunted Cow Studios
1127,Electronic Super Joy: Groove City,Electronic-Super-Joy-Groove-City,6-Jun-14,$4.99,51% (80%),"50,000?..?100,000",00:00 (00:00),"Michael Todd Games, Yazar Media Group LLC",Yazar Media Group LLC
1113,Elegy for a Dead World,Elegy-for-a-Dead-World,10-Dec-14,$14.99,36% (72%),"100,000?..?200,000",00:05 (00:03),"Dejobaan Games, LLC, Popcannibal","Dejobaan Games, LLC"
701,Elliot Quest,Elliot-Quest,10-Nov-14,$9.99,36% (72%),"20,000?..?50,000",01:03 (00:21),Ansimuz Games,PlayEveryWare
444,Elminage Gothic,Elminage-Gothic,18-Sep-14,$9.99,21% (61%),"0?..?20,000",00:00 (00:00),Starfish-SD Inc,Ghostlight LTD
1615,Elsword,Elsword,2-Jul-14,Free,43% (76%),"1,000,000?..?2,000,000",03:57 (04:41),KOG,KOG Games
1429,Empress Of The Deep,Empress-Of-The-Deep,8-May-14,$4.99,24% (64%),"0?..?20,000",00:00 (00:00),Gogii Games,Strategy First
669,Empress Of The Deep 2: Song Of The Blue Whale,Empress-Of-The-Deep-2-Song-Of-The-Blue-Whale,8-May-14,$4.99,49% (79%),"0?..?20,000",00:00 (00:00),Gogii Games,Strategy First
34,Endless Legend,Endless-Legend,18-Sep-14,$29.99,56% (82%/82%),"1,000,000?..?2,000,000",05:44 (05:57),AMPLITUDE Studios,SEGA
341,Enemy Front,Enemy-Front,10-Jun-14,$19.99,18% (59%/52%),"100,000?..?200,000",00:14 (00:15),CI Games,CI Games
1023,Enemy Mind,Enemy-Mind,6-Jun-14,$9.99,51% (80%),"200,000?..?500,000",00:00 (00:00),Schell Games,Schell Games
604,Enforcer: Police Crime Action,Enforcer-Police-Crime-Action,24-Oct-14,$19.99,10% (47%),"100,000?..?200,000",03:24 (01:08),Odin Game Studio,Excalibur Publishing
827,Enigmatis 2: The Mists of Ravenwood,Enigmatis-2-The-Mists-of-Ravenwood,5-Jun-14,$9.99,97% (97%),"100,000?..?200,000",00:00 (00:00),Artifex Mundi,Artifex Mundi
776,Enigmatis: The Ghosts of Maple Creek,Enigmatis-The-Ghosts-of-Maple-Creek,16-Oct-14,$9.99,58% (83%),"100,000?..?200,000",00:15 (00:05),Artifex Mundi,Artifex Mundi
1500,Enola,Enola,18-Sep-14,$14.99,25% (65%),"20,000?..?50,000",00:00 (00:00),The Domaginarium,Black Shell Media
994,Epic Battle Fantasy 4,Epic-Battle-Fantasy-4,25-Feb-14,$11.99,97% (97%),"100,000?..?200,000",34:30 (11:30),Matt Roszak,Matt Roszak
753,Epic Space,Epic-Space,8-May-14,$24.99,2% (18%),"0?..?20,000",00:00 (00:00),The Alpha Company,The Alpha Company
417,Epigenesis,Epigenesis,1-Aug-14,Free,25% (65%),"200,000?..?500,000",00:55 (00:36),Dead Shark Triplepunch,Dead Shark Triplepunch
1564,Episode 1 - A Boy Learns What Fear Is,Episode-1---A-Boy-Learns-What-Fear-Is,6-Jan-14,$3.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Spicy Horse Games,Spicy Horse Games
652,EPOCH,EPOCH,5-Jun-14,$1.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Uppercut Games Pty Ltd,Uppercut Games Pty Ltd
1425,Eradicator,Eradicator,6-Nov-14,$6.99,71% (88%),"20,000?..?50,000",00:00 (00:00),"Accolade, Inc","Retroism, Nightdive Studios"
339,Escape Dead Island,Escape-Dead-Island,18-Nov-14,$14.99,15% (55%/52%),"50,000?..?100,000",03:01 (01:00),Fatshark,Deep Silver
105,Escape Goat 2,Escape-Goat-2,24-Mar-14,$9.99,93% (95%/76%),"50,000?..?100,000",00:00 (00:00),MagicalTimeBean,Double Fine Presents
1653,Escape The Lost Kingdom: The Forgotten Pharaoh,Escape-The-Lost-Kingdom-The-Forgotten-Pharaoh,29-Apr-14,$4.99,16% (56%),"0?..?20,000",00:00 (00:00),Gogii Games,Strategy First
839,Escape The Museum,Escape-The-Museum,29-Apr-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Gogii Games,Strategy First
232,Eschalon: Book III,Eschalon-Book-III,14-Feb-14,$9.99,38% (73%/67%),"20,000?..?50,000",00:00 (00:00),Basilisk Games,Basilisk Games
1386,Eterium,Eterium,15-Apr-14,$4.99,71% (88%),"100,000?..?200,000",00:00 (00:00),Rogue Earth LLC,Rogue Earth LLC
1273,Ethan: Meteor Hunter,Ethan-Meteor-Hunter,7-Feb-14,$9.99,17% (58%),"50,000?..?100,000",00:00 (00:00),Seaven Studio,Seaven Studio
39,Ether One,Etherlords,25-Mar-14,$19.99,39% (74%/82%),"50,000?..?100,000",00:00 (00:00),White Paper Games,White Paper Games
81,Etherlords,Etherlords-II,13-Feb-14,$4.99,6% (40%/77%),"100,000?..?200,000",00:00 (00:00),Nival,Nival
75,Etherlords II,Ether-One,13-Feb-14,$4.99,60% (84%/78%),"100,000?..?200,000",00:08 (00:02),Nival,Nival
1296,Eufloria HD,Eufloria-HD,14-Oct-14,$14.99,87% (93%),"100,000?..?200,000",00:20 (00:06),"Rudolf Kremers & Alex May, Tuna",Omni Systems
201,Eurofighter Typhoon,Eurofighter-Typhoon,2-May-14,$2.99,4% (32%/69%),"50,000?..?100,000",00:52 (00:17),Rage Software,Funbox Media Ltd
665,European Fishing,European-Fishing,20-Nov-14,$2.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Funky Logic Studios,Libredia
949,Everlasting Summer,Everlasting-Summer,19-Nov-14,Free,93% (95%),"1,000,000?..?2,000,000",03:23 (02:38),Soviet Games,Soviet Games
468,EVGA Precision XOC,EVGA-Precision-XOC,16-Jul-14,Free,39% (74%),"1,000,000?..?2,000,000",27:27 (05:33),EVGA,EVGA
1566,Evil Pumpkin: The Lost Halloween,Evil-Pumpkin-The-Lost-Halloween,11-Jul-14,$9.99,19% (60%),"0?..?20,000",00:00 (00:00),Two Desperados,Two Desperados
1487,EvilQuest,EvilQuest,20-Feb-14,$1.99,77% (90%),"50,000?..?100,000",00:00 (00:00),Chaosoft Games,Chaosoft Games
999,Evolution RTS,Evolution-RTS,7-Apr-14,Free,10% (48%),"100,000?..?200,000",00:00 (00:00),Forboding Angel,
1193,Evopollution,Evopollution,23-Apr-14,$4.99,4% (31%),"0?..?20,000",00:00 (00:00),Atapki,Atapki
973,Exodus,Exodus,11-Jul-14,$0.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Galhmac Game Studio,Multi-Form
1347,eXperience 112,eXperience-112,24-Oct-14,$9.99,13% (52%),"20,000?..?50,000",00:00 (00:00),Lexis Numerique,Microids
1415,Explodemon,Explodemon,25-Mar-14,$8.99,53% (81%),"20,000?..?50,000",00:00 (00:00),Curve Studios,Curve Digital
472,Extreme Roads USA,Extreme-Roads-USA,6-Jun-14,$9.99,1% (6%),"0?..?20,000",00:00 (00:00),United Independent Entertainment GmbH,United Independent Entertainment GmbH
301,F1 2014,F1-2014,16-Oct-14,$29.99,45% (77%/61%),"100,000?..?200,000",01:01 (01:20),Codemasters,Codemasters
838,F-117A Nighthawk Stealth Fighter 2.0,F-117A-Nighthawk-Stealth-Fighter-20,30-Oct-14,$6.99,60% (84%),"20,000?..?50,000",00:00 (00:00),"MicroProse Software, Inc.","Retroism, Nightdive Studios"
892,Fable Anniversary,Fable-Anniversary,12-Sep-14,$34.99,45% (77%),"500,000?..?1,000,000",03:55 (02:29),Lionhead Studios,Microsoft Studios
389,Fabula Mortis,Fabula-Mortis,27-Oct-14,$7.99,9% (46%),"0?..?20,000",00:00 (00:00),Deadghost Interactive,Deadghost Interactive
235,Faces of War,Faces-of-War,16-Apr-14,$4.99,63% (85%/67%),"20,000?..?50,000",00:00 (00:00),Best Way,1C Entertainment
491,Fading Hearts,Fading-Hearts,5-Feb-14,$14.99,24% (64%),"0?..?20,000",00:00 (00:00),Sakura River Interactive,Sakura River Interactive
796,Faery - Legends of Avalon,faery-legends-of-avalon,16-Jun-14,$9.99,34% (71%),"50,000?..?100,000",00:00 (00:00),Spiders Studio,Focus Home Interactive
788,FaeVerse Alchemy,FaeVerse-Alchemy,2-Apr-14,Free,28% (67%),"50,000?..?100,000",334:54 (111:38),Subsoap,Subsoap
1005,"Fairy Tale About Father Frost, Ivan and Nastya",Fairy-Tale-About-Father-Frost-Ivan-Nastya,30-Apr-14,$2.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Bohemia Interactive,Bohemia Interactive
441,Fall of the New Age Premium Edition,fall-of-the-new-age,25-Jul-14,$6.99,19% (60%),"20,000?..?50,000",00:00 (00:00),Shaman Games Studio,PlayRIX
1156,Famaze,Famaze,5-May-14,Free,47% (78%),"100,000?..?200,000",00:00 (00:00),Oryx Design Lab,Oryx Design Lab
716,Fancy Skulls,Fancy-Skulls,16-Jun-14,$8.99,41% (75%),"50,000?..?100,000",00:00 (00:00),tequibo,tequibo
619,Fantasy Grounds,Fantasy-Grounds,9-May-14,$39.99,41% (75%),"20,000?..?50,000",02:30 (01:40),"SmiteWorks USA, LLC","SmiteWorks USA, LLC"
52,Far Cry 4,Far-Cry-4,14-Nov,$29.99,45% (77%/80%),"1,000,000?..?2,000,000",04:30 (02:12),"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",Ubisoft
483,Farm for your Life,Farm-for-your-Life,16-Jun-14,$9.99,47% (78%),"50,000?..?100,000",00:01 (00:00),Hammer Labs,Hammer Labs
647,Farm Frenzy 4,Farm-Frenzy-4,29-Apr-14,$6.99,47% (78%),"20,000?..?50,000",00:01 (00:00),Alawar Entertainment,Buka Entertainment
960,Farm Machines Championships 2014,Farm-Machines-Championships-2014,14-Mar-14,N/A,6% (40%),"20,000?..?50,000",00:00 (00:00),Silden,Silden
266,Farming Simulator 15,Farming-Simulator-15,30-Oct-14,$19.99,77% (90%/64%),"500,000?..?1,000,000",06:34 (01:44),Giants Software,Giants Software
1420,Farming World,Farming-World,2-May-14,$4.99,8% (43%),"50,000?..?100,000",00:00 (00:00),Excalibur,Excalibur Publishing
1031,FarSky,FarSky,25-Apr-14,$4.99,34% (71%),"100,000?..?200,000",00:06 (00:02),Farsky Interactive,Farsky Interactive
1241,Fat Chicken,Fat-Chicken,4-Dec-14,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"Mighty Rabbit Studios, Relevant Games",Relevant Games
1603,FATE: The Cursed King,FATE-The-Cursed-King,19-Nov-14,$7.99,74% (89%),"20,000?..?50,000",00:00 (00:00),WildTangent,WildTangent
1045,FATE: The Traitor Soul,FATE-The-Traitor-Soul,27-Aug-14,$7.99,74% (89%),"20,000?..?50,000",02:29 (00:49),WildTangent,WildTangent
806,FATE: Undiscovered Realms,FATE-Undiscovered-Realms,17-Apr-14,$7.99,51% (80%),"20,000?..?50,000",00:00 (00:00),WildTangent,WildTangent
1305,Fatty Bear's Birthday Surprise,Fatty-Bears-Birthday-Surprise,23-Oct-14,$6.99,68% (87%),"20,000?..?50,000",00:00 (00:00),Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
1423,fault - milestone one,fault---milestone-one,15-Dec-14,$14.99,90% (94%),"200,000?..?500,000",01:53 (00:37),ALICE IN DISSONANCE,Sekai Project
1604,Fearless Fantasy,Fearless-Fantasy,15-May-14,$6.99,71% (88%),"100,000?..?200,000",00:00 (00:00),Enter Skies,tinyBuild
1059,Feel-A-Maze,Feel-A-Maze,25-Nov-14,$4.99,66% (86%),"20,000?..?50,000",00:00 (00:00),Five Archers Games,Strategy First
110,Fenix Rage,Fenix-Rage,24-Sep-14,$14.99,80% (91%/75%),"20,000?..?50,000",168:17 (112:11),Green Lava Studios,Reverb Triple XP
603,Fiesta Online NA,fiesta-online,20-May-14,Free,15% (55%),"200,000?..?500,000",05:32 (01:50),Onson Soft,gamigo AG
96,Fight The Dragon,Fight-The-Dragon,4-Dec-14,$9.99,49% (79%/76%),"100,000?..?200,000",04:38 (01:32),3 Sprockets,3 Sprockets
1252,Final Dusk,Final-Dusk,12-Dec-14,$2.99,45% (77%),"100,000?..?200,000",00:00 (00:00),Light Echo,Light Echo
226,FINAL FANTASY III,FINAL-FANTASY-III,27-May-14,$15.99,51% (80%/68%),"100,000?..?200,000",05:58 (02:59),Square Enix,Square Enix
1118,FINAL FANTASY IV,FINAL-FANTASY-IV,17-Sep-14,$15.99,60% (84%),"100,000?..?200,000",02:31 (00:50),"Square Enix, DotEmu SAS.",Square Enix
1299,FINAL FANTASY XIII,FINAL-FANTASY-XIII,9-Oct-14,$15.99,34% (71%),"500,000?..?1,000,000",01:12 (01:56),Square Enix,Square Enix
1307,FINAL FANTASY XIII-2,FINAL-FANTASY-XIII-2,11-Dec-14,$19.99,21% (61%),"200,000?..?500,000",03:49 (03:16),Square Enix,Square Enix
20,FINAL FANTASY XIV Online,FINAL-FANTASY-XIV-Online,18-Feb-14,$19.99,56% (82%/83%),"500,000?..?1,000,000",24:18 (12:05),Square Enix,Square Enix
764,Final Rush,Final-Rush,21-Nov-14,$4.99,9% (46%),"20,000?..?50,000",00:00 (00:00),Strike Games,Strike Games
967,Final Slam 2,Final-Slam-2,12-Jun-14,$3.99,4% (31%),"50,000?..?100,000",00:00 (00:00),Josh Tam Universe,OtakuMaker SARL
931,Fingerbones,Fingerbones,20-Mar-14,Free,49% (79%),"200,000?..?500,000",00:40 (00:26),David Szymanski,David Szymanski
813,Firefighters 2014,Firefighters-2014,21-May-14,$19.99,11% (50%),"50,000?..?100,000",00:00 (00:00),VIS - Visual Imagination Software,rondomedia GmbH
649,Fireworks Simulator,Fireworks-Simulator,26-Nov-14,$9.99,12% (51%),"0?..?20,000",00:00 (00:00),Reality Twist GmbH,rondomedia GmbH
870,FIST OF AWESOME,FIST-OF-AWESOME,3-Jul-14,$3.99,49% (79%),"20,000?..?50,000",00:00 (00:00),I Fight Bears,I Fight Bears
1392,Fistful of Frags,Fistful-of-Frags,9-May-14,Free,77% (90%),"2,000,000?..?5,000,000",02:23 (01:20),Fistful of Frags Team,Fistful of Frags Team
65,Five Nights at Freddy's,Five-Nights-at-Freddys,19-Aug-14,$4.99,71% (88%/78%),"500,000?..?1,000,000",00:12 (00:10),Scott Cawthon,Scott Cawthon
287,Five Nights at Freddy's 2,Five-Nights-at-Freddys-2,10-Nov-14,$7.99,77% (90%/62%),"500,000?..?1,000,000",00:13 (00:08),Scott Cawthon,Scott Cawthon
618,FLASHOUT 2,FLASHOUT-2,6-Jun-14,$4.99,16% (57%),"20,000?..?50,000",00:00 (00:00),Jujubee S.A.,Jujubee S.A.
1198,Fleet Defender: The F-14 Tomcat Simulation,Fleet-Defender-The-F-14-Tomcat-Simulation,30-Oct-14,$6.99,N/A (N/A),"0?..?20,000",00:00 (00:00),"MicroProse Software, Inc.","Retroism, Nightdive Studios"
666,Floating Point,Floating-Point,6-Jun-14,Free,93% (95%),"500,000?..?1,000,000",01:42 (01:36),Suspicious Developments,Suspicious Developments
237,Flockers,Flockers,19-Sep-14,$19.99,39% (74%/66%),"20,000?..?50,000",00:00 (00:00),Team17 Digital Ltd,Team17 Digital Ltd
887,Flower Shop: Summer In Fairbrook,Flower-Shop-Summer-In-Fairbrook,16-May-14,$14.99,25% (65%),"0?..?20,000",00:00 (00:00),Winter Wolves,Winter Wolves
811,Flower Shop: Winter In Fairbrook,Flower-Shop-Winter-In-Fairbrook,31-Jul-14,$14.99,36% (72%),"0?..?20,000",00:00 (00:00),Winter Wolves,Winter Wolves
774,Flyhunter Origins,Flyhunter-Origins,10-Dec-14,$3.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Steel Wool Games,Ripstone
745,Foosball - Street Edition,Foosball---Street-Edition,16-Apr-14,$4.99,16% (56%),"0?..?20,000",00:00 (00:00),"Yuisy, Exkee",Yuisy
1068,Football Mogul 15,Football-Mogul-15,3-Sep-14,$11.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),"Sports Mogul, Inc.","Sports Mogul, Inc."
1070,FootLOL: Epic Fail League,FootLOL-Epic-Fail-League,16-Apr-14,$9.99,58% (83%),"100,000?..?200,000",00:00 (00:00),Lion's Shade,HeroCraft
1641,Foresight,Foresight,28-Nov-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Strides Interactive,mNosGaming
1680,Fork Parker's Holiday Profit Hike,Fork-Parkers-Holiday-Profit-Hike,18-Dec-14,Free,56% (82%),"200,000?..?500,000",00:00 (00:00),Dodge Roll,Devolver Digital
173,FOTONICA,FOTONICA,6-Nov-14,$14.99,77% (90%/71%),"50,000?..?100,000",01:19 (00:52),Santa Ragione,Santa Ragione
106,FRACT OSC,FRACT-OSC,22-Apr-14,$14.99,66% (86%/75%),"20,000?..?50,000",00:00 (00:00),Phosfiend Systems,Phosfiend Systems
1251,Frayed Knights: The Skull of S'makh-Daon,Frayed-Knights-The-Skull-of-Smakh-Daon,24-Jul-14,$11.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Rampant Games,Rampant Games
1320,Freddi Fish 2: The Case of the Haunted Schoolhouse,Freddi-Fish-2-The-Case-of-the-Haunted-Schoolhouse,1-May-14,$6.99,97% (97%),"20,000?..?50,000",00:00 (00:00),Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
1269,Freddi Fish 3: The Case of the Stolen Conch Shell,Freddi-Fish-3-The-Case-of-the-Stolen-Conch-Shell,15-May-14,$6.99,87% (93%),"20,000?..?50,000",00:00 (00:00),Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
785,Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch,Freddi-Fish-4-The-Case-of-the-Hogfish-Rustlers-of-Briny-Gulch,29-May-14,$6.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
532,Freddi Fish 5: The Case of the Creature of Coral Cove,Freddi-Fish-5-The-Case-of-the-Creature-of-Coral-Cove,6-Jun-14,$6.99,77% (90%),"20,000?..?50,000",00:00 (00:00),Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
711,Freddi Fish and Luther's Maze Madness,freddi-fish-and-luthers-maze-madness,17-Apr-14,$4.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
1049,Freddi Fish and Luther's Water Worries,freddi-fish-and-luthers-water-worries,1-May-14,$4.99,N/A (N/A),"20,000?..?50,000",00:00 (00:00),Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
1408,Freddi Fish and the Case of the Missing Kelp Seeds,Freddi-Fish-the-Case-of-the-Missing-Kelp-Seeds,17-Apr-14,$6.99,95% (96%),"50,000?..?100,000",00:45 (00:15),Humongous Entertainment,"Humongous Entertainment, Nightdive Studios"
988,Frederic: Evil Strikes Back,Frederic-Evil-Strikes-Back,23-May-14,$7.99,60% (84%),"100,000?..?200,000",01:30 (00:30),Forever Entertainment S. A.,Forever Entertainment S. A.
536,Frederic: Resurrection of Music,Frederic-Resurrection-of-Music,16-May-14,$2.99,66% (86%),"100,000?..?200,000",02:57 (00:59),Forever Entertainment S. A.,Forever Entertainment S. A.
401,Freedom Fall,Freedom-Fall,10-Jan-14,$9.99,74% (89%),"20,000?..?50,000",00:00 (00:00),Stirfire Studios,Stirfire Studios
30,Freedom Planet,Freedom-Planet,21-Jul-14,$14.99,97% (97%/83%),"200,000?..?500,000",00:00 (00:00),GalaxyTrail,GalaxyTrail
1,Freespace 2,Freespace-2,6-Jun-14,$9.99,34% (71%/91%),"20,000?..?50,000",00:00 (00:00),Volition Inc,Interplay Corp
1413,Freight Tycoon Inc.,Freight-Tycoon-Inc,3-Apr-14,$4.99,22% (62%),"20,000?..?50,000",00:00 (00:00),Nikita,1C Entertainment
1313,Fritz Chess 14,Fritz-Chess-14,22-Sep-14,$39.99,30% (68%),"0?..?20,000",00:00 (00:00),ChessBase,Viva Media
1463,Fritz for Fun 13,Fritz-for-Fun-13,10-Dec-14,$19.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Chessbase,Viva Media
1136,From the Depths,From-the-Depths,7-Aug-14,$14.99,71% (88%),"200,000?..?500,000",08:06 (10:47),Brilliant Skies Ltd.,Brilliant Skies Ltd.
1259,Front Page Sports Football,FRONTIERS,2-Oct-14,$9.99,1% (11%),"0?..?20,000",00:00 (00:00),Cyanide Studio,Cyanide Studio
1685,FRONTIERS,Frontline--Longest-Day,15-Dec-14,$14.99,14% (54%),"50,000?..?100,000",00:00 (00:00),AAD Productions,AAD Productions
969,Frontline : Longest Day,Frontline--Road-to-Moscow,9-Dec-14,$4.99,N/A (N/A),"0?..?20,000",00:00 (00:00),88mm,Slitherine Ltd.
1571,Frontline : Road to Moscow,Front-Page-Sports-Football,8-Aug-14,$9.99,16% (56%),"0?..?20,000",00:00 (00:00),88mm,Slitherine Ltd.
29,Frozen Synapse Prime,Frozen-Synapse-Prime,14-Nov-14,$24.99,24% (64%/83%),"100,000?..?200,000",02:02 (01:21),Double Eleven,Double Eleven
158,Full Bore,Full-Bore,6-May-14,$14.99,N/A (N/A/72%),"50,000?..?100,000",00:00 (00:00),Whole Hog Games,Nkidu Games Inc.
511,Full Mojo Rampage,Full-Mojo-Rampage,8-May-14,$12.99,63% (85%),"200,000?..?500,000",02:23 (00:47),Over the Top Games,Over The Top Games
1216,Fuse,Fuse,28-Mar-14,Free,22% (62%),"500,000?..?1,000,000",00:55 (00:26),Mixamo,Mixamo
125,Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,Gabriel-Knight-Sins-of-the-Fathers-20th-Anniversary-Edition,15-Oct-14,$19.99,74% (89%/74%),"50,000?..?100,000",00:00 (00:00),"Phoenix Online Studios, Pinkerton Road Studio",Pinkerton Road Studio
1542,Galactic Arms Race,Galactic-Arms-Race,5-Jun-14,$2.99,34% (71%),"50,000?..?100,000",00:00 (00:00),Evolutionary Games,Evolutionary Games
1171,Galactic Command Echo Squad SE,Galactic-CommEcho-Squad-SE,10-Mar-14,$9.99,N/A (N/A),"0?..?20,000",00:00 (00:00),3000AD,3000AD
1153,Galcon 2: Galactic Conquest,Galcon-2-Galactic-Conquest,5-Dec-14,Free,63% (85%),"200,000?..?500,000",00:00 (00:00),"Hassey Enterprises, Inc.","Hassey Enterprises, Inc."
683,Game Character Hub,Game-Character-Hub,23-May-14,$14.99,30% (68%),"100,000?..?200,000",00:00 (00:00),Sebastien Bini,Degica
1485,Game of Thrones - A Telltale Games Series,Game-of-Thrones---A-Telltale-Games-Series,2-Dec-14,$14.99,45% (77%),"500,000?..?1,000,000",00:59 (00:27),Telltale Games,Telltale Games
1433,Game Tycoon 1.5,GamersGoMakers,11-Feb-14,$0.99,1% (11%),"100,000?..?200,000",03:23 (02:15),Sunlight Games,Sunlight Games
1133,GamersGoMakers,Game-Tycoon-15,8-Aug-14,$9.99,49% (79%),"0?..?20,000",00:00 (00:00),gnifrebel Games UG,gnifrebel Games UG
555,Gardens Inc. :From Rakes to Riches,gardens-inc---from-rakes-to-riches,25-Mar-14,$9.99,58% (83%),"20,000?..?50,000",00:00 (00:00),"World-Loom, Nitreal",MumboJumbo
584,Gardens Inc. 2: The Road to Fame,Gardens-Inc-2-The-Road-to-Fame,22-May-14,$9.99,N/A (N/A),"0?..?20,000",03:34 (01:11),"World-Loom, Nitreal",MumboJumbo
509,Gates of Horizon,Gates-of-Horizon,18-Dec-14,Free,30% (68%),"0?..?20,000",00:00 (00:00),Hex Keep,Hex Keep
772,GAUGE,GAUGE,23-May-14,$3.99,68% (87%),"20,000?..?50,000",00:00 (00:00),?tienne Périn,Neko Entertainment
882,Gauntlet Slayer Edition,gauntlet-2014,23-Sep-14,$19.99,45% (77%),"500,000?..?1,000,000",00:58 (01:11),Arrowhead Game Studios,WB Games
673,G-Ball,G-Ball,28-May-14,$0.99,2% (22%),"0?..?20,000",00:00 (00:00),Genee Network,Genee Network
1249,GearCity,GearCity,30-May-14,$16.99,56% (82%),"20,000?..?50,000",00:00 (00:00),Visual Entertainment And Technologies,Visual Entertainment And Technologies
1034,Geekbench 3,Geekbench-3,12-Mar-14,$14.99,N/A (N/A),"0?..?20,000",00:00 (00:00),Primate Labs Inc.,Primate Labs Inc.
