name,cri.rate,user.rate,date,content
"
                                    Etherium
                                                                    ",62,6.3,3,"
                            In Etherium, three empires are locked in a ruthless struggle to control a distant planet and its moons; this planet contains etherium, a mysterious and precious resource. The player will take the lead of one of the three factions, each with its individual characteristics, strengths, weaknesses, technologies and special skills, such as climate control, espionage and precognition.
                            "
"
                                    Breach & Clear: Deadline
                                                                    ",62,6.8,7,"
                            A deadly new breed of human monster is on the rise, and it¡¦s up to players to stop the infestation before it spreads. Breach & Clear: DEADline is the all-new follow up to Breach & Clear, the critically acclaimed and commercially successful hybrid tactical strategy game.
                            "
"
                                    Sym
                                                                    ",61,NA,5,"
                            A puzzle-platformer that explores social anxiety disorder. Play as Josh, a teenage boy trying to reconcile a maze of two contrasting worlds that coexist within the blank spaces of each other - his perception of reality, and the world he created to avoid his fears. 
                            "
"
                                    Magnetic: Cage Closed
                                                                    ",61,7.4,5,"
                            Magnetic: Cage Closed is a first person puzzle game in which the player manipulates magnetic forces to accomplish their goals. The mechanics are focused around a single tool: The Magnet Gun which allows you to create electromagnetic fields with either positive or negative charges. 
                            "
"
                                    F1 2015
                                                                    ",61,3.9,7,"
                            Honda returns and once more forges an alliance with McLaren, which also welcomes back Fernando Alonso. Sebastien Vettel moves to Ferrari and, alongside a new generation of exciting young drivers on the grid, will attempt to halt the winning start Mercedes have made in the new era of FORMULA 1. The race calendar for 2015 also features a new circuit, with a return to Mexico for the first time in over 20 years.
                            "
"
                                    Fahrenheit: Indigo Prophecy Remastered
                                                                    ",61,7.5,1,"
                            With a multilayered narrative, innovative presentation, and a musical score by famed Hollywood composer Angelo Badalementi, Fahrenheit: Indigo Prophecy Remastered serves as the definitive version of the supernatural murder mystery and (re)introduces the title to old and new fans alike.
                            "
"
                                    Traverser
                                                                    ",61,6.5,7,"
                            The sun is dead. Mankind has fled underground. In the two-sided city of Brimstone, the all-seeing Raven Corporation controls our most precious resource: breathable air. It now falls to guard-in-training Valerie to infiltrate the company, reveal its secrets and uncover years of lies and propaganda.
                            "
"
                                    The Perils of Man
                                                                    ",61,7.4,4,"
                            
                            "
"
                                    Windward
                                                                    ",61,6.9,5,"
                            An action-adventure RPG in which you control a ship set in a large randomly generated world full of procedural content that will give you a different experience every time you start a new campaign. 
                            "
"
                                    Sword Coast Legends
                                                                    ",61,5.6,10,"
                            Set in the lush and vibrant world of the Forgotten Realms, Sword Coast Legends offers a novel new way to enjoy the time-tested magic of playing Dungeons & Dragons as a shared storytelling experience. 
                            "
"
                                    I Am Bread
                                                                    ",60,4.6,4,"
                            The story of a solitary slice of bread's epic and emotional journey as it embarks upon a quest to become toasted. 
                            "
"
                                    Beyond Eyes
                                                                    ",60,6.4,8,"
                            Beyond eyes shows you the imaginative world of Rae,  a  10 year-old girl, as she ventures outside her familiar surroundings in search of a fat cat named Nani. Rae isn't like most other girls. She lost her eyesight in an accident with fireworks when she was just a toddler and the experience left her traumatized. Fearing loud noises and public places, she hardly ever leaves her house, preferring to spend her free time in her special garden where everything smells pleasant and all is nice. Some people might feel sorry for Rae, being as isolated as she is, but Rae herself is perfectly content with her life especially after befriending a gorgeous full-figured stray feline she names Nani. When Nani goes missing Rae finally gains the courage to go outside for the first time on an wonderful and life changing journey to find her missing friend. The world outside is frightening and unfamiliar but, with the guidance of the player, Rae learns to overcome her fears and finds beauty and possible new friends outside of her golden cage. 
                            "
"
                                    Spectra (2015)
                                                                    ",60,NA,7,"
                            Spectra is a twitch racing game. Blast your nimble ship down intricate ribbons of light in time to the dynamic beats and original soundtrack by chiptune artist legend Chipzel.
                            "
"
                                    A Fistful of Gun
                                                                    ",60,7.6,9,"
                            Select one of eleven unique playable gunslingers and seek revenge in Nine player Online Co-Op or Local couch Co-Op. Master the specialized controls of each character, collect gold from fallen foes to purchase upgrades, get totally drunk and unleash a tornado of lead across the dusty plains.
                            "
"
                                    Subject 13
                                                                    ",59,6.6,5,"
                            Assume the role of Franklin Fargo, an unassuming physics professor who has led a bitter existence ever since his fiancee died in a holdup in which he was intended to be the victim. One morning, he wakes up in the middle of an abandoned scientific facility. His only link with the outside world is a voice that calls him ""Subject 13"". 
                            "
"
                                    Cross of the Dutchman
                                                                    ",59,6.9,9,"
                            Cross of the Dutchman is an action-adventure game based on the folk legend of ""Grutte"" Pier Gerlofs Donia. In Cross of the Dutchman, you as the player take the role of Grutte Pier, a Frisian freedom fighter from the 16th century. On your journey you will encounter many challenges, and experience the world of medieval Western Europe like no game before. Will you be able to live up to the legend and liberate Frisia?
                            "
"
                                    Aaru's Awakening
                                                                    ",59,2.8,2,"
                            A hand-drawn 2D action platformer set in the mythical world of Lumenox. Master the synergy of Teleportation and charge to defeat evil.
                            "
"
                                    Dream
                                                                    ",59,6.1,7,"
                            Dream is an exploration game that takes place within the subconscious mind of Howard Phillips, a young man whose waking hours are tedious and dull, but whose dreams are lucid and powerful.
                            "
"
                                    Minecraft: Story Mode - Episode 2: Assembly Required
                                                                    ",59,3.8,10,"
                            Minecraft: Story Mode is like a playable TV show based on the Minecraft game, where YOU are the star, and your choices and actions decide how the story is told. You assume the role of Jesse, and you and your friends are thrown into an adventure to save the world. While visiting EnderCon, your crew stumbles on something dreadful. Terror is unleashed, and your only hope is to track down the ¡§Order of the Stone¡¨, a fabled group of adventurers who slew the legendary Ender Dragon. But where are they? In a race against time, you will travel across the over-world, through the Nether, to The End, and beyond. [Telltale Games]
                            "
"
                                    The Weaponographist
                                                                    ",58,6.9,4,"
                            Play as Doug McGrave, famous demon hunter for hire. Highest level, bestest gear, ruggedly handsome, and unrepentant jerk. For refusing to aid one stinking demon-infested town, you are immediately  and deservedly  cursed. Your powers, your wealth, and your weapons Poof! Gone.
                            "
"
                                    Shelter 2
                                                                    ",58,6.8,3,"
                            The beauty of nature goes hand in hand with its unforgiving rawness. That is central in Shelter 2, and one of the reasons we chose to make a game about a Lynx. They are in middle of the food chain, and there are far more vicious things out on the cold tundra...Guide a powerful Lynx through vast open landscapes. Give birth to your cubs, raise and strengthen them by mastering your skills for hunting prey. Explore the wild beauty of nature and do everything possible to prepare your family for the vicious entities dwelling on the cold tundra.
                            "
"
                                    Kyn
                                                                    ",58,5.3,7,"
                            In a world in which Viking mythology collides with magic, explore the world of KYN in a fast paced role playing strategy game that combines party based combat with exploration and progression. 
                            "
"
                                    There Came an Echo
                                                                    ",58,5.7,2,"
                            There Came an Echo is a real-time strategy in which the player takes command of a small squadron, using an advanced voice recognition system to issue orders. It features a character-driven sci-fi narrative that stars Wil Wheaton, Ashly Burch, Laura Bailey, Yuri Lowenthal, and others. 
                            "
"
                                    Vector Thrust
                                                                    ",57,5.4,7,"
                            Vector Thrust is an action-arcade combat flight simulator, with a cel shaded art style for PC. With an extensive variety of game modes Vector Thrust aims to please both players wanting to get straight into the sky and those who love a flexible, diverse and customizable gaming experience. 
                            "
"
                                    Armikrog
                                                                    ",57,5.1,9,"
                            From the creators of the Earthworm Jim and The Neverhood games, comes a stop motion clay animated adventure game called Armikrog. 
                            "
"
                                    Pulse
                                                                    ",57,5.4,10,"
                            Pulse is a first person, suspense/survival game in which you play as a young blind girl named Eva. First person? Blind? What's the catch? Eva uses a process similar to echolocation to ""see"" her environment. Sounds in the world allow her to imagine what the area looks like, and in turn allows the player to navigate. With the aid of cute, fuzzy, although stupid creatures called Mokos, Eva must create enough sound to solve the challenges of the world, while being careful not to alert the more dangerous forest creatures.
                            "
"
                                    Toren
                                                                    ",57,5.9,5,"
                            Experience the mysterious world of Toren, the first adventure game from Brazilian indie developer Swordtales. You are Moonchild, destined to climb the tower (known as Toren) on a hauntingly solitary journey to find your purpose. 
                            "
"
                                    Supreme League of Patriots
                                                                    ",56,4.6,1,"
                            Don your cape and mask and join the Supreme League of Patriots in this irreverent superhero comedy adventure.
                            "
"
                                    Gryphon Knight Epic
                                                                    ",55,7.4,8,"
                            Gryphon Knight Epic is a 2D Medieval Shoot¡¦em up currently in development for Windows, MAC & Linux. Mixing elements from classical shoot¡¦em ups, exploration and duel-like boss battles, it tells the story of Sir Oliver and Aquila, an accomplished knight and his loyal gryphon that are forced back to adventure once again.

Sir Oliver have already defeated a dragon, married a princess and saved the kingdom. But during his quest he will face adversaries he never imagined he would, because¡K in reality all of them were once friends. What happened? These heroes would never go rogue¡K and all at once? Something is rotten in the kingdom and its up to Oliver discover what.
                            "
"
                                    Woolfe - The Red Hood Diaries
                                                                    ",55,5.8,5,"
                            A cinematic fable featuring a vengeful Red Riding Hood. This twisted fairytale is presented as a 2.5D platformer in which our heroine runs, jumps, and puzzles her way through a rich fantasy setting of a once blooming city and evil forests, wielding her trusted axe. 
                            "
"
                                    Warhammer Quest
                                                                    ",55,2.5,1,"
                            Helm a party of brave adventurers through the dangerous dungeons of the Warhammer world in the search for wealth and fame, as players uncover and explore new settlements.  In their quest for legendary weapons, players encounter enemies including evil Night Goblins, dangerous Orcs, gigantic River Trolls and hordes of the evil Skaven, hellbent on destroying the band of adventurers. 
                            "
"
                                    Son of Nor
                                                                    ",54,7.7,3,"
                            Enter the desert world of Noshrac. You are a Son of Nor, a human mage with the sole mission to protect and preserve what is left of your race. Son of Nor is an action adventure set in a dynamic desert world that can be shaped by the player's powers. Challenging puzzles, dynamic sand manipulations and an innovative magic system await you.
                            "
"
                                    Hatoful Boyfriend: Holiday Star
                                                                    ",54,7.7,12,"
                            The birds of Hatoful Boyfriend are back in the remastered holiday-themed sequel Hatoful Boyfriend: Holiday Star. Travel to out-there worlds, meet interesting new chickadees, and find romance in the elegantly designed winter wonderlands.
                            "
"
                                    Carmageddon: Reincarnation
                                                                    ",54,4.3,5,"
                            Play a bunch of game modes against the new improved AI opponents, or online against the rest of the Carmafan masses, such as they are. Progress your Career through the Carma ranks or have a MultiPlayer romp in a Car Crusher, Fox 'n' Hounds, Death Race or Checkpoint Stampede event, characterized by Carmageddon¡¦s trademark over-the-top violence, crazy PowerUps and laughs.
                            "
"
                                    Red Goddess: Inner World
                                                                    ",53,7,9,"
                            Red Goddess is a 2.5D nonlinear side-scroller platformer with combat situations in an adventure to explore the inner-mind of a Young Goddess with the objective of remembering and recovering her own powers.

-Explore the mind of a young goddess.
-Fight against the dark thoughts and an invisible enemy The Narrator.
                            "
"
                                    Worlds of Magic
                                                                    ",52,5.5,3,"
                            Worlds of Magic is a 4X turn-based strategy game. Players explore and conquer a vast variety of procedurally generated universes, using military and magical power to overcome their foes. Found cities, raise armies, research and cast spells, hire powerful heroes, and create powerful magical artifacts. 
                            "
"
                                    Animal Gods
                                                                    ",50,NA,10,"
                            The Animal Gods have fallen. Once sacred, they are now husks¡Xhaunted beasts lost to toxic fumes from a great bronze industry. Assume the role of Thistle, a small and agile hunter determined to destroy the curse that plagues these creatures. Wield a 17th century BC Bronze Sword... and set the Gods free.
                            "
"
                                    Corpse of Discovery
                                                                    ",49,1.3,8,"
                            Corpse of Discovery is a first-person surreal exploration game located on a myriad of planetary landscapes. As the astronaut searching for answers while completing missions on uncharted worlds, players will work to uncover the truth about what happened and why they're there. 
                            "
"
                                    Lucius II
                                                                    ",48,3.3,2,"
                            Lucius is taken to the psychiatric ward of St. Benedict¡¦s Hospital by unsuspecting caretakers. The Book of Revelation predicts the birth of a child that would end up ruling the world with an iron rod. The first part of this prophecy has been fulfilled. It is time to take care of the rest. 
                            "
"
                                    Solarix
                                                                    ",47,4.1,4,"
                            Solarix is a sci-fi horror game featuring open-ended levels for both combative and stealth-focused play styles.
                            "
"
                                    Submerged
                                                                    ",47,5,8,"
                            Submerged is a 3rd-person, combat-free game in which the gamer explores a mysterious, flooded city and discovers the beauty of desolation in vast outdoor environments. She takes on the role of Miku, a young girl who has brought her wounded brother to the city in their small fishing boat. [Uppercut Games]
                            "
"
                                    Cities XXL
                                                                    ",47,1.7,2,"
                            Design, build, and manage the world¡¦s largest and most diverse cities in CitiesXXL. Bigger and better than ever before with a more powerful game engine and new interface, become the mayor of your very own sprawling metropolis. From town-planning including home locations, retail plots, offices, industry and infrastructure across 47 architectural styles and 1000+ buildings, manage the happiness of your city¡¦s denizens, with leisure activities, landmarks, and ecology and pollution management. With new structures, but also all-new ecological buildings and upgrades, such as the park-and-ride, electric car dealership, and bike hire, CitiesXXL offers a greener approach!
                            "
"
                                    Coast Guard
                                                                    ",47,3.8,10,"
                            Experience the lives of coast guard officer Finn Asdair and his crew in COAST GUARD. Take on responsibility under the motto ""Honor - Respect - Duty"" and pursue dangerous criminals on the wide open sea. 
                            "
"
                                    LA Cops
                                                                    ",45,6.1,3,"
                            LA Cops is an action-packed 3D top down shooter set in 1970s LA with police trying to do a tough job in a tough town. 
                            "
"
                                    Hatred
                                                                    ",43,4.6,6,"
                            Hatred is an isometric shooter with disturbing atmosphere of mass killing, where player takes the role of a cold blood antagonist, who is full of hatred for humanity. It's a horror, but here YOU are the villain. Wander the outskirts of New York State, seek for victims on seven free-roam levels. Fight against law enforcement and take a journey into the antagonist's hateful mind. Gather equipment of the dead ¡¥human shields¡¦ to spread Armageddon upon society. Destroy everything on your way of hunt and fight back when it's disturbed...
                            "
"
                                    Enki
                                                                    ",43,4.4,7,"
                            ENKI is a repeatable horror experience about escape. With multiple endings and an extensive randomization system that promises that every playthrough will always be different from the previous one, whether you as a player succeeded in escaping or not. 
                            "
"
                                    Zombeer
                                                                    ",32,5,1,"
                            In the not-so-distant (and some may say, lucky) future, there will be a pandemic transforming the world¡¦s population into zombies. That is not the lucky part ¡V this is: Once bitten by a zombie, the only way to stave off the infection is drinking beer.
                            "
"
                                    Raven's Cry
                                                                    ",27,3.4,1,"
                            Raven's Cry thrusts you into the dark heart of the Caribbean with the story of Christopher Raven and his quest for revenge against the pirates who killed his family.
                            "
"
                                    Alone in the Dark: Illumination
                                                                    ",19,1.2,6,"
                            A dire curse has shrouded the town of Lorwich in an unnatural darkness, as monstrous hordes emerge from beyond the realm of nightmares to sow chaos on the land.  As one of four heroes, you must battle the minions of Cthulhu with the force of arms and the power of illumination.  
                            "
